campaignid,sample,date,location,region,depth_m,method,successful_count,successful_length,status,reporting_location,reporting_sanctuary,reporting_name,site,uwa_site_code,year,period,event_number,start_date,start_month,geometry
2025-10_VictorHarbor_BRUVS,VHSI04_2510,2025-10-30,Encounter,South Coast,18.2,BRUVs,Yes,Yes,No-take,Victor Harbor,Encounter Bay,Victor Harbor - Encounter Bay Sanctuary Zone,VictorHarbor,Encounter Bay SZ,2025,Bloom,1,2025-10-30,2025-10,"c(138.6867, -35.554)"
2025-10_VictorHarbor_BRUVS,VHSO01_2510,2025-10-30,Encounter,South Coast,31.5,BRUVs,Yes,Yes,Fished,Victor Harbor,Encounter Bay,Victor Harbor - Encounter Bay Sanctuary Zone,VictorHarbor,West Island South,2025,Bloom,1,2025-10-30,2025-10,"c(138.5761, -35.6214)"
2025-10_VictorHarbor_BRUVS,VHSO02_2510,2025-10-30,Encounter,South Coast,33.2,BRUVs,Yes,Yes,Fished,Victor Harbor,Encounter Bay,Victor Harbor - Encounter Bay Sanctuary Zone,VictorHarbor,West Island South,2025,Bloom,1,2025-10-30,2025-10,"c(138.5798, -35.6242)"
2025-10_VictorHarbor_BRUVS,VHSO03_2510,2025-10-30,Encounter,South Coast,32.7,BRUVs,Yes,Yes,Fished,Victor Harbor,Encounter Bay,Victor Harbor - Encounter Bay Sanctuary Zone,VictorHarbor,West Island South,2025,Bloom,1,2025-10-30,2025-10,"c(138.5761, -35.625)"
2025-10_VictorHarbor_BRUVS,VHSO04_2510,2025-10-30,Encounter,South Coast,32.6,BRUVs,Yes,Yes,Fished,Victor Harbor,Encounter Bay,Victor Harbor - Encounter Bay Sanctuary Zone,VictorHarbor,West Island South,2025,Bloom,1,2025-10-30,2025-10,"c(138.5717, -35.6268)"
2025-10_Windara_BRUVS,WINC01_2510,2025-10-24,Upper Gulf St Vincent,Upper Gulf St Vincent,5.5,BRUVs,Yes,Yes,Fished,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara seagrass,2025,Bloom,1,2025-10-24,2025-10,"c(137.90805, -34.50116)"
2025-10_Windara_BRUVS,WINC02_2510,2025-10-24,Upper Gulf St Vincent,Upper Gulf St Vincent,4.2,BRUVs,Yes,Yes,Fished,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara seagrass,2025,Bloom,1,2025-10-24,2025-10,"c(137.91167, -34.49916)"
2025-10_Windara_BRUVS,WINC03_2510,2025-10-24,Upper Gulf St Vincent,Upper Gulf St Vincent,7.1,BRUVs,Yes,Yes,Fished,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara seagrass,2025,Bloom,1,2025-10-24,2025-10,"c(137.91422, -34.49676)"
2025-10_Windara_BRUVS,WINC04_2510,2025-10-24,Upper Gulf St Vincent,Upper Gulf St Vincent,4.7,BRUVs,Yes,Yes,Fished,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara seagrass,2025,Bloom,1,2025-10-24,2025-10,"c(137.9147, -34.49374)"
2025-10_Windara_BRUVS,WISC05_2510,2025-10-24,NA,Upper Gulf St Vincent,7.6,BRUVs,Yes,Yes,Fished,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara sand,2025,Bloom,1,2025-10-24,2025-10,"c(137.90034, -34.53535)"
2025-10_Windara_BRUVS,WISC06_2510,2025-10-24,NA,Upper Gulf St Vincent,7.3,BRUVs,Yes,Yes,Fished,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara sand,2025,Bloom,1,2025-10-24,2025-10,"c(137.90202, -34.53812)"
2025-10_Windara_BRUVS,WISC07_2510,2025-10-24,NA,Upper Gulf St Vincent,7.4,BRUVs,Yes,Yes,Fished,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara sand,2025,Bloom,1,2025-10-24,2025-10,"c(137.90404, -34.54042)"
2025-10_Windara_BRUVS,WISC08_2510,2025-10-24,NA,Upper Gulf St Vincent,7.8,BRUVs,Yes,Yes,Fished,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara sand,2025,Bloom,1,2025-10-24,2025-10,"c(137.9087, -34.5423)"
2025-10_Windara_BRUVS,WIT01_2510,2025-10-24,Upper Gulf St Vincent,Upper Gulf St Vincent,8.1,BRUVs,Yes,Yes,No-take,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara Shellfish Reef,2025,Bloom,1,2025-10-24,2025-10,"c(137.90117, -34.5073)"
2025-10_Windara_BRUVS,WIT02_2510,2025-10-24,Upper Gulf St Vincent,Upper Gulf St Vincent,8.2,BRUVs,Yes,Yes,No-take,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara Shellfish Reef,2025,Bloom,1,2025-10-24,2025-10,"c(137.8999, -34.50903)"
2025-10_Windara_BRUVS,WIT03_2510,2025-10-24,Upper Gulf St Vincent,Upper Gulf St Vincent,8.2,BRUVs,Yes,Yes,No-take,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara Shellfish Reef,2025,Bloom,1,2025-10-24,2025-10,"c(137.89812, -34.51122)"
2025-10_Windara_BRUVS,WIT04_2510,2025-10-24,Upper Gulf St Vincent,Upper Gulf St Vincent,7.9,BRUVs,Yes,Yes,No-take,Windara Reef,Windara Shell fish Reef,Windara Reef - Windara Shell fish Reef Sanctuary Zone,Windara,Windara Shellfish Reef,2025,Bloom,1,2025-10-24,2025-10,"c(137.89737, -34.51297)"
2025-11_DangerousReef_BRUVS,DRCI01_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,10.5,BRUVs,Yes,Yes,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.22122, -34.82466)"
2025-11_DangerousReef_BRUVS,DRCI02_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,10.8,BRUVs,Yes,Yes,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.21895, -34.8223)"
2025-11_DangerousReef_BRUVS,DRCI03_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,10.9,BRUVs,Yes,No,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.21828, -34.81938)"
2025-11_DangerousReef_BRUVS,DRCI04_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,10.1,BRUVs,Yes,Yes,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.21609, -34.81832)"
2025-11_DangerousReef_BRUVS,DRCI05_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,10.9,BRUVs,Yes,Yes,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.21228, -34.81693)"
2025-11_DangerousReef_BRUVS,DRCI06_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,13.9,BRUVs,Yes,Yes,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.20998, -34.81779)"
2025-11_DangerousReef_BRUVS,DRCI07_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,13.5,BRUVs,Yes,Yes,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.20866, -34.81609)"
2025-11_DangerousReef_BRUVS,DRCI08_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,10.8,BRUVs,Yes,Yes,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.21594, -34.81548)"
2025-11_DangerousReef_BRUVS,DRCI09_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,9.6,BRUVs,Yes,Yes,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.21962, -34.81709)"
2025-11_DangerousReef_BRUVS,DRCI10_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,10.9,BRUVs,Yes,Yes,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.22421, -34.81972)"
2025-11_DangerousReef_BRUVS,DRCI11_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,10.1,BRUVs,Yes,Yes,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.22475, -34.8223)"
2025-11_DangerousReef_BRUVS,DRCI12_2511,2025-11-10,Sir Joseph Banks Group,Western Spencer Gulf,7.5,BRUVs,Yes,Yes,No-take,Dangerous Reef,Dangerous Reef,Dangerous Reef - Dangerous Reef Sanctuary Zone,DangerousReef,Dangerous Reef,2025,Bloom,1,2025-11-10,2025-11,"c(136.22438, -34.82381)"
2025-11_OSullivan_BRUVS,NTR_R3_2511,2025-11-13,Encounter,Adelaide Metro,21.5,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,Noarlunga tyre reef,2025,Bloom,1,2025-11-13,2025-11,"c(138.4426, -35.1481)"
2025-11_OSullivan_BRUVS,NTRO01_2511,2025-11-13,Encounter,Adelaide Metro,20.2,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,Noarlunga tyre reef,2025,Bloom,1,2025-11-13,2025-11,"c(138.4418, -35.1474)"
2025-11_OSullivan_BRUVS,NTRO02_2511,2025-11-13,Encounter,Adelaide Metro,20.2,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,Noarlunga tyre reef,2025,Bloom,1,2025-11-13,2025-11,"c(138.442, -35.1483)"
2025-11_OSullivan_BRUVS,OR_T01_2511,2025-11-13,Encounter,Adelaide Metro,9.9,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan Shellfish Reef,2025,Bloom,1,2025-11-13,2025-11,"c(138.4594, -35.1286)"
2025-11_OSullivan_BRUVS,OR_T02_2511,2025-11-13,Encounter,Adelaide Metro,9.1,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan Shellfish Reef,2025,Bloom,1,2025-11-13,2025-11,"c(138.4621, -35.1286)"
2025-11_OSullivan_BRUVS,OR_T03_2511,2025-11-13,Encounter,Adelaide Metro,10.5,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan Shellfish Reef,2025,Bloom,1,2025-11-13,2025-11,"c(138.4594, -35.1304)"
2025-11_OSullivan_BRUVS,OR_T04_2511,2025-11-13,Encounter,Adelaide Metro,8.1,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan Shellfish Reef,2025,Bloom,1,2025-11-13,2025-11,"c(138.4621, -35.1304)"
2025-11_OSullivan_BRUVS,ORCC01_2511,2025-11-13,Encounter,Adelaide Metro,11.4,BRUVs,Yes,No,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan sand,2025,Bloom,1,2025-11-13,2025-11,"c(138.4619, -35.1179)"
2025-11_OSullivan_BRUVS,ORCC02_2511,2025-11-13,Encounter,Adelaide Metro,10.8,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan sand,2025,Bloom,1,2025-11-13,2025-11,"c(138.4618, -35.1197)"
2025-11_OSullivan_BRUVS,ORCC03_2511,2025-11-13,Encounter,Adelaide Metro,14,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan sand,2025,Bloom,1,2025-11-13,2025-11,"c(138.4592, -35.1198)"
2025-11_OSullivan_BRUVS,ORCC04_2511,2025-11-13,Encounter,Adelaide Metro,16,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan sand,2025,Bloom,1,2025-11-13,2025-11,"c(138.4592, -35.1179)"
2025-11_OSullivan_BRUVS,ORSC01_2511,2025-11-13,Encounter,Adelaide Metro,12.6,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan rocky reef,2025,Bloom,1,2025-11-13,2025-11,"c(138.4581, -35.1394)"
2025-11_OSullivan_BRUVS,ORSC02_2511,2025-11-13,Encounter,Adelaide Metro,11.6,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan rocky reef,2025,Bloom,1,2025-11-13,2025-11,"c(138.4579, -35.1414)"
2025-11_OSullivan_BRUVS,ORSC03_2511,2025-11-13,Encounter,Adelaide Metro,7.4,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,O'Sullivan rocky reef,2025,Bloom,1,2025-11-13,2025-11,"c(138.4601, -35.139)"
2025-11_OSullivan_BRUVS,PN_I01_2511,2025-11-13,Encounter,Adelaide Metro,6.8,BRUVs,Yes,Yes,No-take,Port Noarlunga,Port Noarlunga Reef,Port Noarlunga - Port Noarlunga Reef Sanctuary Zone,OSullivan,Port Noarlunga Reef SZ,2025,Bloom,1,2025-11-13,2025-11,"c(138.4627, -35.1457)"
2025-11_OSullivan_BRUVS,PN_I02_2511,2025-11-13,Encounter,Adelaide Metro,9.5,BRUVs,Yes,Yes,No-take,Port Noarlunga,Port Noarlunga Reef,Port Noarlunga - Port Noarlunga Reef Sanctuary Zone,OSullivan,Port Noarlunga Reef SZ,2025,Bloom,1,2025-11-13,2025-11,"c(138.463, -35.1475)"
2025-11_OSullivan_BRUVS,PN_I03_2511,2025-11-13,Encounter,Adelaide Metro,8.3,BRUVs,Yes,Yes,No-take,Port Noarlunga,Port Noarlunga Reef,Port Noarlunga - Port Noarlunga Reef Sanctuary Zone,OSullivan,Port Noarlunga Reef SZ,2025,Bloom,1,2025-11-13,2025-11,"c(138.4637, -35.1496)"
2025-11_OSullivan_BRUVS,PN_I04_2511,2025-11-13,Encounter,Adelaide Metro,12.2,BRUVs,Yes,Yes,No-take,Port Noarlunga,Port Noarlunga Reef,Port Noarlunga - Port Noarlunga Reef Sanctuary Zone,OSullivan,Port Noarlunga Reef SZ,2025,Bloom,1,2025-11-13,2025-11,"c(138.4644, -35.1518)"
2025-11_OSullivan_BRUVS,PN_I05_2511,2025-11-13,Encounter,Adelaide Metro,7,BRUVs,Yes,No,No-take,Port Noarlunga,Port Noarlunga Reef,Port Noarlunga - Port Noarlunga Reef Sanctuary Zone,OSullivan,Port Noarlunga Reef SZ,2025,Bloom,1,2025-11-13,2025-11,"c(138.4649, -35.1538)"
2025-11_OSullivan_BRUVS,PN_I06_2511,2025-11-13,Encounter,Adelaide Metro,7,BRUVs,Yes,Yes,No-take,Port Noarlunga,Port Noarlunga Reef,Port Noarlunga - Port Noarlunga Reef Sanctuary Zone,OSullivan,Port Noarlunga Reef SZ,2025,Bloom,1,2025-11-13,2025-11,"c(138.4652, -35.1558)"
2025-11_OSullivan_BRUVS,WB_001_2511,2025-11-13,Encounter,Adelaide Metro,4.6,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,Whitton Bluff,2025,Bloom,1,2025-11-13,2025-11,"c(138.4671, -35.1412)"
2025-11_OSullivan_BRUVS,WB_002_2511,2025-11-13,Encounter,Adelaide Metro,6.5,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,Whitton Bluff,2025,Bloom,1,2025-11-13,2025-11,"c(138.4647, -35.1421)"
2025-11_OSullivan_BRUVS,WB_003_2511,2025-11-13,Encounter,Adelaide Metro,6,BRUVs,Yes,Yes,Fished,O'Sullivan,NA,O'Sullivan,OSullivan,Whitton Bluff,2025,Bloom,1,2025-11-13,2025-11,"c(138.4644, -35.1438)"
2025-11_PortGibbon_BRUVS,PGCI01_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,14,BRUVs,Yes,No,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ central,2025,Bloom,1,2025-11-14,2025-11,"c(136.82916, -33.82141)"
2025-11_PortGibbon_BRUVS,PGCI02_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,13.2,BRUVs,Yes,Yes,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ central,2025,Bloom,1,2025-11-14,2025-11,"c(136.83147, -33.82047)"
2025-11_PortGibbon_BRUVS,PGCI03_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,13.5,BRUVs,Yes,Yes,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ central,2025,Bloom,1,2025-11-14,2025-11,"c(136.8345, -33.82049)"
2025-11_PortGibbon_BRUVS,PGCI04_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,13.6,BRUVs,Yes,Yes,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ central,2025,Bloom,1,2025-11-14,2025-11,"c(136.8372, -33.81994)"
2025-11_PortGibbon_BRUVS,PGCO01_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,11.9,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside central,2025,Bloom,1,2025-11-14,2025-11,"c(136.91779, -33.79219)"
2025-11_PortGibbon_BRUVS,PGCO02_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,11.9,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside central,2025,Bloom,1,2025-11-14,2025-11,"c(136.92061, -33.79151)"
2025-11_PortGibbon_BRUVS,PGCO03_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,11.9,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside central,2025,Bloom,1,2025-11-14,2025-11,"c(136.92371, -33.79057)"
2025-11_PortGibbon_BRUVS,PGCO04_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,12.5,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside central,2025,Bloom,1,2025-11-14,2025-11,"c(136.92616, -33.78964)"
2025-11_PortGibbon_BRUVS,PGEI01_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,13.1,BRUVs,Yes,Yes,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ North,2025,Bloom,1,2025-11-14,2025-11,"c(136.85086, -33.81811)"
2025-11_PortGibbon_BRUVS,PGEI02_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,13.2,BRUVs,Yes,Yes,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ North,2025,Bloom,1,2025-11-14,2025-11,"c(136.85294, -33.81828)"
2025-11_PortGibbon_BRUVS,PGEI03_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,13.3,BRUVs,Yes,Yes,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ North,2025,Bloom,1,2025-11-14,2025-11,"c(136.85522, -33.81773)"
2025-11_PortGibbon_BRUVS,PGEI04_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,13.2,BRUVs,Yes,Yes,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ North,2025,Bloom,1,2025-11-14,2025-11,"c(136.85764, -33.81748)"
2025-11_PortGibbon_BRUVS,PGEO01_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,13,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside North,2025,Bloom,1,2025-11-14,2025-11,"c(136.96912, -33.78244)"
2025-11_PortGibbon_BRUVS,PGEO02_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,13,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside North,2025,Bloom,1,2025-11-14,2025-11,"c(136.96693, -33.78344)"
2025-11_PortGibbon_BRUVS,PGEO03_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,13.3,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside North,2025,Bloom,1,2025-11-14,2025-11,"c(136.9639, -33.78436)"
2025-11_PortGibbon_BRUVS,PGEO04_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,13.1,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside North,2025,Bloom,1,2025-11-14,2025-11,"c(136.96118, -33.78496)"
2025-11_PortGibbon_BRUVS,PGWI01_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,15.4,BRUVs,Yes,Yes,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ South,2025,Bloom,1,2025-11-14,2025-11,"c(136.80893, -33.82532)"
2025-11_PortGibbon_BRUVS,PGWI02_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,15.7,BRUVs,Yes,Yes,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ South,2025,Bloom,1,2025-11-14,2025-11,"c(136.81117, -33.82486)"
2025-11_PortGibbon_BRUVS,PGWI03_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,15.8,BRUVs,Yes,Yes,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ South,2025,Bloom,1,2025-11-14,2025-11,"c(136.812997, -33.824347)"
2025-11_PortGibbon_BRUVS,PGWI04_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,15.5,BRUVs,Yes,Yes,No-take,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon SZ South,2025,Bloom,1,2025-11-14,2025-11,"c(136.81517, -33.8238)"
2025-11_PortGibbon_BRUVS,PGWO01_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,12.1,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside South,2025,Bloom,1,2025-11-14,2025-11,"c(136.887998, -33.809094)"
2025-11_PortGibbon_BRUVS,PGWO02_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,12.4,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside South,2025,Bloom,1,2025-11-14,2025-11,"c(136.89035, -33.80848)"
2025-11_PortGibbon_BRUVS,PGWO03_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,12.6,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside South,2025,Bloom,1,2025-11-14,2025-11,"c(136.89279, -33.80732)"
2025-11_PortGibbon_BRUVS,PGWO04_2511,2025-11-14,Franklin Harbor,Western Spencer Gulf,12.6,BRUVs,Yes,Yes,Fished,Port Gibbon,Port Gibbon,Port Gibbon - Port Gibbon Sanctuary Zone,Port Gibbon,Port Gibbon outside South,2025,Bloom,1,2025-11-14,2025-11,"c(136.89508, -33.80619)"
2025-12_Carrickalinga_BRUVS,ARSO01_2512,2025-12-17,Encounter,Fleurieu,11.8,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,Carrickalinga,Carrickalinga outside North,2025,Bloom,1,2025-12-17,2025-12,"c(138.4258, -35.3419)"
2025-12_Carrickalinga_BRUVS,ARSO02_2512,2025-12-17,Encounter,Fleurieu,12.6,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,Carrickalinga,Carrickalinga outside North,2025,Bloom,1,2025-12-17,2025-12,"c(138.4273, -35.3383)"
2025-12_Carrickalinga_BRUVS,ARSO03_2512,2025-12-17,Encounter,Fleurieu,13.2,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,Carrickalinga,Carrickalinga outside North,2025,Bloom,1,2025-12-17,2025-12,"c(138.425, -35.3394)"
2025-12_Carrickalinga_BRUVS,ARSO04_2512,2025-12-17,Encounter,Fleurieu,15.4,BRUVs,Yes,Yes,Fished,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,Carrickalinga,Carrickalinga outside North,2025,Bloom,1,2025-12-17,2025-12,"c(138.4236, -35.3372)"
2025-12_Carrickalinga_BRUVS,CACI01_2512,2025-12-17,Encounter,Fleurieu,6.8,BRUVs,Yes,No,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,Carrickalinga,Carrickalinga Cliffs SZ central,2025,Bloom,1,2025-12-17,2025-12,"c(138.3348, -35.3986)"
2025-12_Carrickalinga_BRUVS,CACI02_2512,2025-12-17,Encounter,Fleurieu,7.4,BRUVs,Yes,Yes,No-take,Carrickalinga,Carrickalinga Cliffs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,Carrickalinga,Carrickalinga Cliffs SZ central,2025,Bloom,1,2025-12-17,2025-12,"c(138.3365, -35.3973)"
