survey_id,location,mpa,site_code,site_name,latitude,longitude,depth,survey_date,sampling_event,program,period,start_year_month,period_split,sampling_event_start_date,block,transect,id
912352628,Carrickalinga,Encounter Marine Park,GSV47,Carrickalinga Nth,-35.371190000000006,138.37876,5.2,2019-04-15,13,RLS,Pre-bloom,2019-02,Pre-bloom,2019-02-19,2,Transect_912352628_2019-04-15_5.2,912352628 2
912352629,Carrickalinga,Encounter Marine Park,GSV24,Ripple Rock,-35.3841,138.35586999999998,5.1,2019-04-15,13,RLS,Pre-bloom,2019-02,Pre-bloom,2019-02-19,1,Transect_912352629_2019-04-15_5.1,912352629 1
912352629,Carrickalinga,Encounter Marine Park,GSV24,Ripple Rock,-35.3841,138.35586999999998,5.1,2019-04-15,13,RLS,Pre-bloom,2019-02,Pre-bloom,2019-02-19,2,Transect_912352629_2019-04-15_5.1,912352629 2
912352630,Carrickalinga,Encounter Marine Park,GSV24,Ripple Rock,-35.3841,138.35586999999998,5.2,2019-04-15,13,RLS,Pre-bloom,2019-02,Pre-bloom,2019-02-19,1,Transect_912352630_2019-04-15_5.2,912352630 1
912352632,Carrickalinga,Encounter Marine Park,GSV3,Carrickalinga Head,-35.398,138.33591,5.2,2019-04-15,13,RLS,Pre-bloom,2019-02,Pre-bloom,2019-02-19,2,Transect_912352632_2019-04-15_5.2,912352632 2
912353055,Encounter Bay,Encounter Marine Park,GSV107,Olivers Reef,-35.54715,138.63821000000002,5.1,2013-03-05,7,RLS,Pre-bloom,2013-03,Pre-bloom,2013-03-04,2,Transect_912353055_2013-03-05_5.1,912353055 2
912353169,Southern Metro,Encounter Marine Park,GSV131,Horseshoe outer,-35.1394,138.45799,11.1,2019-09-13,10,RLS,Pre-bloom,2019-09,Pre-bloom,2019-09-10,1,Transect_912353169_2019-09-13_11.1,912353169 1
912353175,Metro,NA,GSV140,Hallett Cove,-35.0736,138.49428999999998,5.1,2019-09-10,7,RLS,Pre-bloom,2019-09,Pre-bloom,2019-09-10,2,Transect_912353175_2019-09-10_5.1,912353175 2
912353178,Southern Metro,Encounter Marine Park,GSV53,Moana inside,-35.2091,138.46428999999998,5.2,2019-09-26,10,RLS,Pre-bloom,2019-09,Pre-bloom,2019-09-10,2,Transect_912353178_2019-09-26_5.2,912353178 2
912353179,Southern Metro,Encounter Marine Park,GSV136,Noarlunga North Outside,-35.14748,138.46303,5.1,2019-09-26,10,RLS,Pre-bloom,2019-09,Pre-bloom,2019-09-10,2,Transect_912353179_2019-09-26_5.1,912353179 2
912353181,Southern Metro,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5.1,2019-09-26,10,RLS,Pre-bloom,2019-09,Pre-bloom,2019-09-10,2,Transect_912353181_2019-09-26_5.1,912353181 2
912353191,Rapid Head,Encounter Marine Park,GSV95,Lasseters Reef,-35.508379999999995,138.21873,5.1,2019-03-24,14,RLS,Pre-bloom,2019-02,Pre-bloom,2019-02-16,1,Transect_912353191_2019-03-24_5.1,912353191 1
912353193,Rapid Head,Encounter Marine Park,GSV95,Lasseters Reef,-35.508379999999995,138.21873,5.4,2019-03-24,14,RLS,Pre-bloom,2019-02,Pre-bloom,2019-02-16,2,Transect_912353193_2019-03-24_5.4,912353193 2
912353431,Carrickalinga,Encounter Marine Park,GSV7,Myponga South,-35.3882,138.3492,5.1,2020-03-22,14,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-09,2,Transect_912353431_2020-03-22_5.1,912353431 2
912353444,Rapid Head,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.2,2020-03-21,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,1,Transect_912353444_2020-03-21_5.2,912353444 1
912353446,Rapid Head,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.3,2020-03-21,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,1,Transect_912353446_2020-03-21_5.3,912353446 1
912353447,Rapid Head,Encounter Marine Park,GSV5,Rapid Head South,-35.53145,138.1519,5.1,2020-03-21,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,2,Transect_912353447_2020-03-21_5.1,912353447 2
912353450,Rapid Head,Encounter Marine Park,GSV5,Rapid Head South,-35.53145,138.1519,5.3,2020-03-21,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,1,Transect_912353450_2020-03-21_5.3,912353450 1
912353451,Rapid Head,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,5.1,2020-03-21,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,1,Transect_912353451_2020-03-21_5.1,912353451 1
912353454,Rapid Head,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,5.3,2020-03-21,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,1,Transect_912353454_2020-03-21_5.3,912353454 1
912353457,Carrickalinga,Encounter Marine Park,GSV45,Carrickalinga North Site,-35.3777,138.36288000000002,5.2,2020-03-22,14,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-09,1,Transect_912353457_2020-03-22_5.2,912353457 1
912353625,Encounter Bay,Encounter Marine Park,GSV40,Whalebone Reef,-35.5714,138.61166,5.1,2020-01-31,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,2,Transect_912353625_2020-01-31_5.1,912353625 2
912353629,Encounter Bay,Encounter Marine Park,COO18,Pullen Island,-35.53778,138.69255,5.1,2020-01-31,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,1,Transect_912353629_2020-01-31_5.1,912353629 1
912353629,Encounter Bay,Encounter Marine Park,COO18,Pullen Island,-35.53778,138.69255,5.1,2020-01-31,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,2,Transect_912353629_2020-01-31_5.1,912353629 2
912353630,Encounter Bay,Encounter Marine Park,COO18,Pullen Island,-35.53778,138.69255,5.2,2020-01-31,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,1,Transect_912353630_2020-01-31_5.2,912353630 1
912353632,Encounter Bay,Encounter Marine Park,COO18,Pullen Island,-35.53778,138.69255,5.3,2020-01-31,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,2,Transect_912353632_2020-01-31_5.3,912353632 2
912353646,Upper GSV,NA,GSV127,Semaphore,-34.8471,138.44595,8.2,2020-02-13,7,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-13,1,Transect_912353646_2020-02-13_8.2,912353646 1
912353648,Upper GSV,NA,GSV127,Semaphore,-34.8471,138.44595,8.3,2020-02-13,7,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-13,1,Transect_912353648_2020-02-13_8.3,912353648 1
912353673,Encounter Bay,Encounter Marine Park,GSV121,Encounter Deep,-35.577290000000005,138.61845,10.1,2020-03-18,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,1,Transect_912353673_2020-03-18_10.1,912353673 1
912353673,Encounter Bay,Encounter Marine Park,GSV121,Encounter Deep,-35.577290000000005,138.61845,10.1,2020-03-18,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,2,Transect_912353673_2020-03-18_10.1,912353673 2
912353674,Encounter Bay,Encounter Marine Park,GSV121,Encounter Deep,-35.577290000000005,138.61845,10.2,2020-03-18,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,1,Transect_912353674_2020-03-18_10.2,912353674 1
912353674,Encounter Bay,Encounter Marine Park,GSV121,Encounter Deep,-35.577290000000005,138.61845,10.2,2020-03-18,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,2,Transect_912353674_2020-03-18_10.2,912353674 2
912353675,Encounter Bay,Encounter Marine Park,GSV121,Encounter Deep,-35.577290000000005,138.61845,10.3,2020-03-18,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,1,Transect_912353675_2020-03-18_10.3,912353675 1
912353675,Encounter Bay,Encounter Marine Park,GSV121,Encounter Deep,-35.577290000000005,138.61845,10.3,2020-03-18,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,2,Transect_912353675_2020-03-18_10.3,912353675 2
912353676,Encounter Bay,Encounter Marine Park,GSV121,Encounter Deep,-35.577290000000005,138.61845,10.4,2020-03-18,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,1,Transect_912353676_2020-03-18_10.4,912353676 1
912353676,Encounter Bay,Encounter Marine Park,GSV121,Encounter Deep,-35.577290000000005,138.61845,10.4,2020-03-18,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,2,Transect_912353676_2020-03-18_10.4,912353676 2
912353677,Southern Fleurieu,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,5.1,2020-03-18,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,1,Transect_912353677_2020-03-18_5.1,912353677 1
912353677,Southern Fleurieu,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,5.1,2020-03-18,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,2,Transect_912353677_2020-03-18_5.1,912353677 2
912353678,Southern Fleurieu,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,5.2,2020-03-18,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,2,Transect_912353678_2020-03-18_5.2,912353678 2
912353679,Southern Fleurieu,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,5.4,2020-03-18,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,2,Transect_912353679_2020-03-18_5.4,912353679 2
912353680,Southern Fleurieu,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,5.3,2020-03-18,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,1,Transect_912353680_2020-03-18_5.3,912353680 1
912353680,Southern Fleurieu,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,5.3,2020-03-18,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,2,Transect_912353680_2020-03-18_5.3,912353680 2
912353685,Encounter Bay,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.1,2020-03-18,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,2,Transect_912353685_2020-03-18_5.1,912353685 2
912353687,Encounter Bay,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.4,2020-03-18,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,2,Transect_912353687_2020-03-18_5.4,912353687 2
912353688,Encounter Bay,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.3,2020-03-18,11,RLS,Pre-bloom,2020-01,Pre-bloom,2020-01-31,2,Transect_912353688_2020-03-18_5.3,912353688 2
912353697,Southern Fleurieu,Encounter Marine Park,GSV119,Deep Creek,-35.65469,138.24448,5.1,2020-03-27,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,1,Transect_912353697_2020-03-27_5.1,912353697 1
912353699,Southern Fleurieu,Encounter Marine Park,GSV119,Deep Creek,-35.65469,138.24448,5.4,2020-03-27,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,1,Transect_912353699_2020-03-27_5.4,912353699 1
912353699,Southern Fleurieu,Encounter Marine Park,GSV119,Deep Creek,-35.65469,138.24448,5.4,2020-03-27,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,2,Transect_912353699_2020-03-27_5.4,912353699 2
912353700,Southern Fleurieu,Encounter Marine Park,GSV119,Deep Creek,-35.65469,138.24448,5.3,2020-03-27,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,1,Transect_912353700_2020-03-27_5.3,912353700 1
912353701,Southern Fleurieu,Encounter Marine Park,GSV118,Backstairs Deep,-35.64782,138.25916999999998,10.1,2020-03-27,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,2,Transect_912353701_2020-03-27_10.1,912353701 2
912353703,Southern Fleurieu,Encounter Marine Park,GSV118,Backstairs Deep,-35.64782,138.25916999999998,10.4,2020-03-27,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,2,Transect_912353703_2020-03-27_10.4,912353703 2
912353704,Southern Fleurieu,Encounter Marine Park,GSV118,Backstairs Deep,-35.64782,138.25916999999998,10.3,2020-03-27,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,1,Transect_912353704_2020-03-27_10.3,912353704 1
912353704,Southern Fleurieu,Encounter Marine Park,GSV118,Backstairs Deep,-35.64782,138.25916999999998,10.3,2020-03-27,7,RLS,Pre-bloom,2020-03,Pre-bloom,2020-03-18,2,Transect_912353704_2020-03-27_10.3,912353704 2
912353708,Carrickalinga,Encounter Marine Park,GSV47,Carrickalinga Nth,-35.371190000000006,138.37876,5.3,2020-04-27,14,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-09,1,Transect_912353708_2020-04-27_5.3,912353708 1
912353709,Carrickalinga,Encounter Marine Park,GSV46,Carrickalinga North Site 2,-35.37312,138.37358,5.1,2020-04-27,14,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-09,2,Transect_912353709_2020-04-27_5.1,912353709 2
912353710,Carrickalinga,Encounter Marine Park,GSV46,Carrickalinga North Site 2,-35.37312,138.37358,5.2,2020-04-27,14,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-09,1,Transect_912353710_2020-04-27_5.2,912353710 1
912353711,Carrickalinga,Encounter Marine Park,GSV46,Carrickalinga North Site 2,-35.37312,138.37358,5.4,2020-04-27,14,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-09,1,Transect_912353711_2020-04-27_5.4,912353711 1
912353712,Carrickalinga,Encounter Marine Park,GSV46,Carrickalinga North Site 2,-35.37312,138.37358,5.3,2020-04-27,14,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-09,1,Transect_912353712_2020-04-27_5.3,912353712 1
912353712,Carrickalinga,Encounter Marine Park,GSV46,Carrickalinga North Site 2,-35.37312,138.37358,5.3,2020-04-27,14,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-09,2,Transect_912353712_2020-04-27_5.3,912353712 2
912353906,Rapid Head,Encounter Marine Park,GSV43,Rapid Head SZ,-35.5186,138.17102,5.4,2020-02-06,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,2,Transect_912353906_2020-02-06_5.4,912353906 2
912353907,Rapid Head,Encounter Marine Park,GSV43,Rapid Head SZ,-35.5186,138.17102,5.3,2020-02-06,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,2,Transect_912353907_2020-02-06_5.3,912353907 2
912353920,Rapid Head,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.4,2020-02-06,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,1,Transect_912353920_2020-02-06_5.4,912353920 1
912353921,Rapid Head,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.3,2020-02-06,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,2,Transect_912353921_2020-02-06_5.3,912353921 2
912353923,Rapid Head,Encounter Marine Park,GSV43,Rapid Head SZ,-35.5186,138.17102,5.2,2020-02-06,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,1,Transect_912353923_2020-02-06_5.2,912353923 1
912353923,Rapid Head,Encounter Marine Park,GSV43,Rapid Head SZ,-35.5186,138.17102,5.2,2020-02-06,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,2,Transect_912353923_2020-02-06_5.2,912353923 2
912353924,Rapid Head,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.1,2020-02-06,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,1,Transect_912353924_2020-02-06_5.1,912353924 1
912353924,Rapid Head,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.1,2020-02-06,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,2,Transect_912353924_2020-02-06_5.1,912353924 2
912353931,Rapid Head,Encounter Marine Park,GSV41,Rapid Head East,-35.519459999999995,138.17719,5.2,2020-02-08,15,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-06,2,Transect_912353931_2020-02-08_5.2,912353931 2
912353934,Carrickalinga,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.1,2020-02-09,14,RLS,Pre-bloom,2020-02,Pre-bloom,2020-02-09,1,Transect_912353934_2020-02-09_5.1,912353934 1
923400290,Carrickalinga,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.3,2021-03-10,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,1,Transect_923400290_2021-03-10_5.3,923400290 1
923400291,Carrickalinga,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.4,2021-03-10,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,1,Transect_923400291_2021-03-10_5.4,923400291 1
923400297,Rapid Head,Encounter Marine Park,GSV42,Rapid Head SZ Site2,-35.52262,138.16308999999998,5.4,2021-03-10,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400297_2021-03-10_5.4,923400297 1
923400297,Rapid Head,Encounter Marine Park,GSV42,Rapid Head SZ Site2,-35.52262,138.16308999999998,5.4,2021-03-10,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,2,Transect_923400297_2021-03-10_5.4,923400297 2
923400298,Rapid Head,Encounter Marine Park,GSV42,Rapid Head SZ Site2,-35.52262,138.16308999999998,5.3,2021-03-10,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400298_2021-03-10_5.3,923400298 1
923400300,Rapid Head,Encounter Marine Park,GSV42,Rapid Head SZ Site2,-35.52262,138.16308999999998,5.2,2021-03-10,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400300_2021-03-10_5.2,923400300 1
923400301,Rapid Head,Encounter Marine Park,GSV43,Rapid Head SZ,-35.5186,138.17102,5.4,2021-03-23,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400301_2021-03-23_5.4,923400301 1
923400306,Sponge Gardens,Encounter Marine Park,GSV58,Penneshaw Pub,-35.71625,137.93896999999998,5.3,2021-02-23,9,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-22,1,Transect_923400306_2021-02-23_5.3,923400306 1
923400308,Sponge Gardens,Encounter Marine Park,GSV58,Penneshaw Pub,-35.71625,137.93896999999998,5.2,2021-02-23,9,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-22,2,Transect_923400308_2021-02-23_5.2,923400308 2
923400310,Sponge Gardens,Encounter Marine Park,GSV58,Penneshaw Pub,-35.71625,137.93896999999998,5.4,2021-02-23,9,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-22,1,Transect_923400310_2021-02-23_5.4,923400310 1
923400311,Southern Metro,Encounter Marine Park,GSV124,Horseshoe inner,-35.13793,138.46292,3.4,2021-02-03,12,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-03,1,Transect_923400311_2021-02-03_3.4,923400311 1
923400314,Southern Metro,Encounter Marine Park,GSV124,Horseshoe inner,-35.13793,138.46292,3.2,2021-02-03,12,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-03,1,Transect_923400314_2021-02-03_3.2,923400314 1
923400320,Rapid Head,Encounter Marine Park,GSV41,Rapid Head East,-35.519459999999995,138.17719,6.1,2020-12-13,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,2,Transect_923400320_2020-12-13_6.1,923400320 2
923400321,Carrickalinga,Encounter Marine Park,GSV7,Myponga South,-35.3882,138.3492,5.2,2021-03-11,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,2,Transect_923400321_2021-03-11_5.2,923400321 2
923400322,Carrickalinga,Encounter Marine Park,GSV7,Myponga South,-35.3882,138.3492,5.3,2021-03-11,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,1,Transect_923400322_2021-03-11_5.3,923400322 1
923400325,Carrickalinga,Encounter Marine Park,GSV24,Ripple Rock,-35.3841,138.35586999999998,5.1,2021-03-11,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,2,Transect_923400325_2021-03-11_5.1,923400325 2
923400334,Rapid Head,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,6.3,2021-01-09,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400334_2021-01-09_6.3,923400334 1
923400335,Rapid Head,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,6.4,2021-01-09,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400335_2021-01-09_6.4,923400335 1
923400335,Rapid Head,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,6.4,2021-01-09,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,2,Transect_923400335_2021-01-09_6.4,923400335 2
923400336,Sponge Gardens,Encounter Marine Park,GSV59,Puzzle Rock,-35.7215,137.98051999999998,5.1,2021-02-22,9,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-22,1,Transect_923400336_2021-02-22_5.1,923400336 1
923400346,Rapid Head,Encounter Marine Park,GSV26,2nd Valley Boat Shed,-35.50945,138.21448999999998,5.4,2021-03-20,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400346_2021-03-20_5.4,923400346 1
923400347,Rapid Head,Encounter Marine Park,GSV26,2nd Valley Boat Shed,-35.50945,138.21448999999998,5.3,2021-03-20,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400347_2021-03-20_5.3,923400347 1
923400349,Rapid Head,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,5.2,2021-01-09,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400349_2021-01-09_5.2,923400349 1
923400351,Rapid Head,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,5.4,2021-01-09,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400351_2021-01-09_5.4,923400351 1
923400352,Rapid Head,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.2,2021-02-24,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400352_2021-02-24_5.2,923400352 1
923400352,Rapid Head,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.2,2021-02-24,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,2,Transect_923400352_2021-02-24_5.2,923400352 2
923400353,Rapid Head,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.1,2021-02-24,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400353_2021-02-24_5.1,923400353 1
923400354,Southern Metro,Encounter Marine Park,GSV116,Aldinga Pinacles,-35.26681,138.43364,10.3,2021-02-15,12,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-03,1,Transect_923400354_2021-02-15_10.3,923400354 1
923400355,Rapid Head,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.4,2021-02-24,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,2,Transect_923400355_2021-02-24_5.4,923400355 2
923400357,Rapid Head,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.3,2021-02-24,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,1,Transect_923400357_2021-02-24_5.3,923400357 1
923400357,Rapid Head,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.3,2021-02-24,16,RLS,Pre-bloom,2020-12,Pre-bloom,2020-12-13,2,Transect_923400357_2021-02-24_5.3,923400357 2
923400363,Sponge Gardens,Encounter Marine Park,GSV57,Grassy Knoll,-35.72388,137.98821999999998,5.3,2021-03-22,9,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-22,1,Transect_923400363_2021-03-22_5.3,923400363 1
923400365,Sponge Gardens,Encounter Marine Park,GSV57,Grassy Knoll,-35.72388,137.98821999999998,5.4,2021-03-22,9,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-22,2,Transect_923400365_2021-03-22_5.4,923400365 2
923400367,Carrickalinga,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.2,2021-03-12,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,2,Transect_923400367_2021-03-12_5.2,923400367 2
923400368,Carrickalinga,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.1,2021-03-12,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,2,Transect_923400368_2021-03-12_5.1,923400368 2
923400370,Carrickalinga,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.3,2021-03-12,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,2,Transect_923400370_2021-03-12_5.3,923400370 2
923400373,Carrickalinga,Encounter Marine Park,GSV47,Carrickalinga Nth,-35.371190000000006,138.37876,5.1,2021-03-11,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,2,Transect_923400373_2021-03-11_5.1,923400373 2
923400378,Southern Metro,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5.1,2021-02-15,12,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-03,2,Transect_923400378_2021-02-15_5.1,923400378 2
923400380,Southern Metro,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5.2,2021-02-15,12,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-03,2,Transect_923400380_2021-02-15_5.2,923400380 2
923400381,Southern Metro,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5.3,2021-02-15,12,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-03,1,Transect_923400381_2021-02-15_5.3,923400381 1
923400381,Southern Metro,Encounter Marine Park,GSV138,Moana outside,-35.2065,138.4622,5.3,2021-02-15,12,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-03,2,Transect_923400381_2021-02-15_5.3,923400381 2
923400390,Carrickalinga,Encounter Marine Park,GSV3,Carrickalinga Head,-35.398,138.33591,5.4,2021-03-21,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,1,Transect_923400390_2021-03-21_5.4,923400390 1
923400390,Carrickalinga,Encounter Marine Park,GSV3,Carrickalinga Head,-35.398,138.33591,5.4,2021-03-21,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,2,Transect_923400390_2021-03-21_5.4,923400390 2
923400391,Southern Metro,Encounter Marine Park,GSV116,Aldinga Pinacles,-35.26681,138.43364,12.1,2021-02-15,12,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-03,1,Transect_923400391_2021-02-15_12.1,923400391 1
923400391,Southern Metro,Encounter Marine Park,GSV116,Aldinga Pinacles,-35.26681,138.43364,12.1,2021-02-15,12,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-03,2,Transect_923400391_2021-02-15_12.1,923400391 2
923400394,Carrickalinga,Encounter Marine Park,GSV45,Carrickalinga North Site,-35.3777,138.36288000000002,5.4,2021-03-12,15,RLS,Pre-bloom,2021-03,Pre-bloom,2021-03-10,1,Transect_923400394_2021-03-12_5.4,923400394 1
923400403,Sponge Gardens,Encounter Marine Park,GSV21,Cable Hut,-35.73268,138.0191,5.1,2021-02-23,9,RLS,Pre-bloom,2021-02,Pre-bloom,2021-02-22,2,Transect_923400403_2021-02-23_5.1,923400403 2
