spatial_level,spatial_group,metric_group,metric,comparison_type,comparison_period,pre_bloom_mean_fished,pre_bloom_mean_no_take,pre_bloom_mean_overall,comparison_mean_fished,comparison_mean_no_take,comparison_mean_overall,change_fished,change_no_take,change_overall
region,Fleurieu,invert_phylum_richness,M2 invertebrate Mollusca species richness,period,Bloom,1.8065217391304347,2.0408163265306123,1.9066002490660026,1.8310810810810811,2.5,2.0416666666666665,1.3594822259082235,22.499999999999986,7.0841497931634905
region,Fleurieu,invert_phylum_richness,M2 invertebrate Mollusca species richness,period_split,Bloom 2026-01,1.8065217391304347,2.0408163265306123,1.9066002490660026,1.7857142857142858,2.5,2.019230769230769,-1.151796458655653,22.499999999999986,5.907400894337528
region,Fleurieu,invert_phylum_richness,M2 invertebrate Mollusca species richness,period_split,Bloom 2026-05,1.8065217391304347,NA,1.9066002490660026,2.625,NA,2.625,45.30685920577616,NA,37.679621162638796
region,Fleurieu,invert_phylum_shannon,M2 invertebrate Arthropoda Shannon diversity,period,Bloom,0.08759950574769766,0.07321723388516953,0.08145614429209722,0.4399294085095253,0.4217855711758876,0.43421745971930603,402.20535464732086,476.0741683268127,433.06900724668026
region,Fleurieu,invert_phylum_shannon,M2 invertebrate Arthropoda Shannon diversity,period_split,Bloom 2026-01,0.08759950574769766,0.07321723388516953,0.08145614429209722,0.4466029198955445,0.4217855711758876,0.43848955589104127,409.82356131305266,476.0741683268127,438.3136652265813
region,Fleurieu,invert_phylum_shannon,M2 invertebrate Arthropoda Shannon diversity,period_split,Bloom 2026-05,0.08759950574769766,NA,0.08145614429209722,0.32314295925418896,NA,0.32314295925418896,268.8867379970143,NA,296.7078997692504
region,Fleurieu,invert_phylum_shannon,M2 invertebrate Echinodermata Shannon diversity,period,Bloom,0.7374344283595438,0.6769429410561588,0.7115955987891066,0.253440083987507,0.1430337445215727,0.21868253267415733,-65.63218718289355,-78.87063504962279,-69.26870640483436
region,Fleurieu,invert_phylum_shannon,M2 invertebrate Echinodermata Shannon diversity,period_split,Bloom 2026-01,0.7374344283595438,0.6769429410561588,0.7115955987891066,0.26792237450107886,0.1430337445215727,0.22709339931547107,-63.66831216477317,-78.87063504962279,-68.08673357425107
region,Fleurieu,invert_phylum_shannon,M2 invertebrate Echinodermata Shannon diversity,period_split,Bloom 2026-05,0.7374344283595438,NA,0.7115955987891066,0,NA,0,-100,NA,-100
region,Fleurieu,invert_phylum_shannon,M2 invertebrate Mollusca Shannon diversity,period,Bloom,0.42776952407841523,0.44481720110835926,0.4350514085382792,0.4587119206940586,0.5743297187405778,0.4951101163753702,7.233427084901734,29.115896891916435,13.804968024096524
region,Fleurieu,invert_phylum_shannon,M2 invertebrate Mollusca Shannon diversity,period_split,Bloom 2026-01,0.42776952407841523,0.44481720110835926,0.4350514085382792,0.44790236910125597,0.5743297187405778,0.48923438725257273,4.706470164328522,29.115896891916435,12.454385309621642
region,Fleurieu,invert_phylum_shannon,M2 invertebrate Mollusca Shannon diversity,period_split,Bloom 2026-05,0.42776952407841523,NA,0.4350514085382792,0.6478790735681043,NA,0.6478790735681043,51.45517319493297,NA,48.92011860044323
region,Fleurieu,invert_phylum_simpson,M2 invertebrate Arthropoda Simpson diversity,period,Bloom,0.6356305800963868,0.6066657778509907,0.6232583171198354,1.4707690540878058,1.4556992883236286,1.4660248685694537,131.38739704197033,139.95078368853987,135.2194633108406
region,Fleurieu,invert_phylum_simpson,M2 invertebrate Arthropoda Simpson diversity,period_split,Bloom 2026-01,0.6356305800963868,0.6066657778509907,0.6232583171198354,1.480527285749966,1.4556992883236286,1.4724104404375096,132.92260191846958,139.95078368853987,136.24400990615354
region,Fleurieu,invert_phylum_simpson,M2 invertebrate Arthropoda Simpson diversity,period_split,Bloom 2026-05,0.6356305800963868,NA,0.6232583171198354,1.3,NA,1.3,104.5213117032331,NA,108.58125183270454
region,Fleurieu,invert_phylum_simpson,M2 invertebrate Echinodermata Simpson diversity,period,Bloom,2.1752991232767727,2.066267083147986,2.1287262842180255,1.070614873433717,0.7031746031746031,0.9549392327965887,-50.78309635775557,-65.96884260947975,-55.140346606497616
region,Fleurieu,invert_phylum_simpson,M2 invertebrate Echinodermata Simpson diversity,period_split,Bloom 2026-01,2.1752991232767727,2.066267083147986,2.1287262842180255,1.1032214376299296,0.7031746031746031,0.9724368955964575,-49.28415012791039,-65.96884260947975,-54.31836855654384
region,Fleurieu,invert_phylum_simpson,M2 invertebrate Echinodermata Simpson diversity,period_split,Bloom 2026-05,2.1752991232767727,NA,2.1287262842180255,0.5,NA,0.5,-77.0146553800462,NA,-76.51177590529579
region,Fleurieu,invert_phylum_simpson,M2 invertebrate Mollusca Simpson diversity,period,Bloom,1.4508055023653876,1.4599473550099145,1.4547104282147933,1.5291177678680214,1.7628254450271674,1.6026924069736785,5.39784729069153,20.745822715997605,10.172607268684203
region,Fleurieu,invert_phylum_simpson,M2 invertebrate Mollusca Simpson diversity,period_split,Bloom 2026-01,1.4508055023653876,1.4599473550099145,1.4547104282147933,1.5072688939772902,1.7628254450271674,1.5908162279743654,3.891865003258175,20.745822715997605,9.356212557477832
region,Fleurieu,invert_phylum_simpson,M2 invertebrate Mollusca Simpson diversity,period_split,Bloom 2026-05,1.4508055023653876,NA,1.4547104282147933,1.9114730609558197,NA,1.9114730609558197,31.75253732077536,NA,31.39886976004985
region,Fleurieu,shannon_diversity,M1 fish Shannon diversity,period,Bloom,1.1859037390329383,1.5754359736574528,1.3527083840577923,1.1030228300425484,1.4612748942959395,1.215805887307505,-6.9888395037843765,-7.246316655857669,-10.120621588787188
region,Fleurieu,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2026-01,1.1859037390329383,1.5754359736574528,1.3527083840577923,1.1185135106267758,1.4612748942959395,1.2305701168263101,-5.682605272930232,-7.246316655857669,-9.029164650040627
region,Fleurieu,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2026-05,1.1859037390329383,NA,1.3527083840577923,0.8319359198185708,NA,0.8319359198185708,-29.847938543731672,NA,-38.4985019961976
region,Fleurieu,shannon_diversity,M2 fish Shannon diversity,period,Bloom,0.3082329814230277,0.28586437145083304,0.29868233896298957,0.1087097423091584,0.08836480029154506,0.10243513402335241,-64.73130753001345,-69.08855768101787,-65.70432172889693
region,Fleurieu,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2026-01,0.3082329814230277,0.28586437145083304,0.29868233896298957,0.10654019836577142,0.08836480029154506,0.10071701257499986,-65.43517248741378,-69.08855768101787,-66.279555421762
region,Fleurieu,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2026-05,0.3082329814230277,NA,0.29868233896298957,0.14667676131843055,NA,0.14667676131843055,-52.41367077550757,NA,-50.89205413762157
region,Fleurieu,shannon_diversity,M2 invertebrate Shannon diversity,period,Bloom,1.2937082639123008,1.2022056029370962,1.2546230675057066,1.276106005414737,1.194250810037726,1.250336777240493,-1.3606049361030443,-0.6616832328792981,-0.34163968256498833
region,Fleurieu,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2026-01,1.2937082639123008,1.2022056029370962,1.2546230675057066,1.2828099579958563,1.194250810037726,1.2538579288556984,-0.8424083095432167,-0.6616832328792981,-0.06098553978681309
region,Fleurieu,shannon_diversity,M2 invertebrate Shannon diversity,period_split,Bloom 2026-05,1.2937082639123008,NA,1.2546230675057066,1.1587868352451522,NA,1.1587868352451522,-10.429045900899865,NA,-7.6386473947976015
region,Fleurieu,simpson_diversity,M1 fish Simpson diversity,period,Bloom,3.0294373137176063,4.132015006706548,3.50158073175495,2.919708486210053,3.6560074898613095,3.1515063206928557,-3.6220860887495405,-11.519985190582446,-9.997610732985763
region,Fleurieu,simpson_diversity,M1 fish Simpson diversity,period_split,Bloom 2026-01,3.0294373137176063,4.132015006706548,3.50158073175495,2.95565200362753,3.6560074898613095,3.184614374127035,-2.4356110541046263,-11.519985190582446,-9.05209338038182
