spatial_level,spatial_group,metric_group,metric,comparison_type,comparison_period,comparison_scope,status,pre_bloom_mean,pre_bloom_se,n_pre_bloom,comparison_mean,comparison_se,n_comparison,absolute_change,percentage,percentage_change,baseline_zero,impact
location,Encounter Bay,total_abundance,M1 fish total abundance,period_split,Bloom 2026-02,by_status,Fished,24.48695652173913,1.7826978080459384,115,21.083333333333332,9.211289461055577,12,-3.403623188405799,86.10026041666666,-13.899739583333343,FALSE,Low
location,Encounter Bay,total_abundance,M1 fish total abundance,period_split,Bloom 2026-02,by_status,No-take,14,2.47903295573181,14,20.875,3.891095604068345,4,6.875,149.10714285714286,49.10714285714286,FALSE,Low
location,Encounter Bay,total_abundance,M1 fish total abundance,period_split,Bloom 2026-02,overall,Overall,23.348837209302324,1.635268731130281,129,21.03125,6.886500797151386,16,-2.3175872093023244,90.07407868525897,-9.925921314741032,FALSE,Low
location,Encounter Bay,total_abundance,M1 fish total abundance,period_split,Bloom 2026-05,by_status,Fished,24.48695652173913,1.7826978080459384,115,7.125,1.4102621336880194,8,-17.36195652173913,29.097123579545453,-70.90287642045455,FALSE,High
location,Encounter Bay,total_abundance,M1 fish total abundance,period_split,Bloom 2026-05,by_status,No-take,14,2.47903295573181,14,0.375,0.375,4,-13.625,2.6785714285714284,-97.32142857142857,FALSE,High
location,Encounter Bay,total_abundance,M1 fish total abundance,period_split,Bloom 2026-05,overall,Overall,23.348837209302324,1.635268731130281,129,4.875,1.3330373724557152,12,-18.473837209302324,20.878984063745023,-79.12101593625498,FALSE,High
location,Encounter Bay,total_abundance,M2 fish total abundance,period,Bloom,by_status,Fished,2.1965811965811968,0.5088719684353391,117,0.2857142857142857,0.0906639655459989,28,-1.9108669108669112,13.00722623679822,-86.99277376320178,FALSE,High
location,Encounter Bay,total_abundance,M2 fish total abundance,period,Bloom,by_status,No-take,0.4791666666666667,0.12937687430087624,24,0.25,0.0944911182523068,8,-0.22916666666666669,52.17391304347826,-47.82608695652174,FALSE,Medium
location,Encounter Bay,total_abundance,M2 fish total abundance,period,Bloom,overall,Overall,1.9042553191489362,0.4260072067025845,141,0.2777777777777778,0.07304174834821295,36,-1.6264775413711585,14.587212911235259,-85.41278708876474,FALSE,High
location,Encounter Bay,total_abundance,M2 fish total abundance,period_split,Bloom 2025-06,by_status,Fished,2.1965811965811968,0.5088719684353391,117,0.375,0.2454951265154914,8,-1.8215811965811968,17.071984435797663,-82.92801556420234,FALSE,High
location,Encounter Bay,total_abundance,M2 fish total abundance,period_split,Bloom 2025-06,overall,Overall,1.9042553191489362,0.4260072067025845,141,0.375,0.2454951265154914,8,-1.5292553191489362,19.692737430167597,-80.3072625698324,FALSE,High
location,Encounter Bay,total_abundance,M2 fish total abundance,period_split,Bloom 2026-02,by_status,Fished,2.1965811965811968,0.5088719684353391,117,0.25,0.11514154661795957,12,-1.9465811965811968,11.381322957198442,-88.61867704280155,FALSE,High
location,Encounter Bay,total_abundance,M2 fish total abundance,period_split,Bloom 2026-02,by_status,No-take,0.4791666666666667,0.12937687430087624,24,0.375,0.125,4,-0.10416666666666669,78.26086956521738,-21.739130434782624,FALSE,Medium
location,Encounter Bay,total_abundance,M2 fish total abundance,period_split,Bloom 2026-02,overall,Overall,1.9042553191489362,0.4260072067025845,141,0.28125,0.09092980351164665,16,-1.6230053191489362,14.7695530726257,-85.2304469273743,FALSE,High
location,Encounter Bay,total_abundance,M2 fish total abundance,period_split,Bloom 2026-05,by_status,Fished,2.1965811965811968,0.5088719684353391,117,0.25,0.13363062095621217,8,-1.9465811965811968,11.381322957198442,-88.61867704280155,FALSE,High
location,Encounter Bay,total_abundance,M2 fish total abundance,period_split,Bloom 2026-05,by_status,No-take,0.4791666666666667,0.12937687430087624,24,0.125,0.125,4,-0.3541666666666667,26.08695652173913,-73.91304347826087,FALSE,High
location,Encounter Bay,total_abundance,M2 fish total abundance,period_split,Bloom 2026-05,overall,Overall,1.9042553191489362,0.4260072067025845,141,0.20833333333333334,0.09649802426406816,12,-1.695921985815603,10.940409683426445,-89.05959031657355,FALSE,High
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period,Bloom,by_status,Fished,59.47008547008547,3.2049738149277642,117,9.910714285714286,1.3261347271061434,28,-49.55937118437119,16.66504126801626,-83.33495873198373,FALSE,High
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period,Bloom,by_status,No-take,39.583333333333336,5.134483684394568,24,15.875,2.614776007888356,8,-23.708333333333336,40.10526315789473,-59.89473684210527,FALSE,High
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period,Bloom,overall,Overall,56.08510638297872,2.8632986510874767,141,11.23611111111111,1.238836837827475,36,-44.84899527186761,20.034037261844546,-79.96596273815545,FALSE,High
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2025-06,by_status,Fished,59.47008547008547,3.2049738149277642,117,9.125,1.2808688457449497,8,-50.34508547008547,15.343848807128484,-84.65615119287152,FALSE,High
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2025-06,overall,Overall,56.08510638297872,2.8632986510874767,141,9.125,1.2808688457449497,8,-46.96010638297872,16.269916540212442,-83.73008345978755,FALSE,High
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-02,by_status,Fished,59.47008547008547,3.2049738149277642,117,12.041666666666666,2.6100463926369533,12,-47.42841880341881,20.24827536648462,-79.75172463351538,FALSE,High
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-02,by_status,No-take,39.583333333333336,5.134483684394568,24,20.125,3.659320292076112,4,-19.458333333333336,50.84210526315789,-49.15789473684211,FALSE,Medium
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-02,overall,Overall,56.08510638297872,2.8632986510874767,141,14.0625,2.2875910728682842,16,-42.02260638297872,25.073501517450687,-74.9264984825493,FALSE,High
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-05,by_status,Fished,59.47008547008547,3.2049738149277642,117,7.5,2.037593117942273,8,-51.97008547008547,12.611382581201495,-87.3886174187985,FALSE,High
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-05,by_status,No-take,39.583333333333336,5.134483684394568,24,11.625,2.544397440128671,4,-27.958333333333336,29.368421052631575,-70.63157894736842,FALSE,High
location,Encounter Bay,total_abundance,M2 invertebrate total abundance,period_split,Bloom 2026-05,overall,Overall,56.08510638297872,2.8632986510874767,141,8.875,1.6412359071840656,12,-47.21010638297872,15.824165402124432,-84.17583459787556,FALSE,High
location,Metro,b20,M1 fish B20 biomass,period,Bloom,by_status,Fished,1.167910733600406,0.38094902989256374,60,0.015283299407257075,0.015283299407257075,8,-1.1526274341931488,1.3086016737034432,-98.69139832629655,FALSE,High
location,Metro,b20,M1 fish B20 biomass,period,Bloom,overall,Overall,1.167910733600406,0.38094902989256374,60,0.015283299407257075,0.015283299407257075,8,-1.1526274341931488,1.3086016737034432,-98.69139832629655,FALSE,High
location,Metro,b20,M1 fish B20 biomass,period_split,Bloom 2025-11,by_status,Fished,1.167910733600406,0.38094902989256374,60,0,0,4,-1.167910733600406,0,-100,FALSE,High
location,Metro,b20,M1 fish B20 biomass,period_split,Bloom 2025-11,overall,Overall,1.167910733600406,0.38094902989256374,60,0,0,4,-1.167910733600406,0,-100,FALSE,High
location,Metro,b20,M1 fish B20 biomass,period_split,Bloom 2026-01,by_status,Fished,1.167910733600406,0.38094902989256374,60,0.03056659881451415,0.03056659881451415,4,-1.137344134785892,2.6172033474068863,-97.38279665259311,FALSE,High
location,Metro,b20,M1 fish B20 biomass,period_split,Bloom 2026-01,overall,Overall,1.167910733600406,0.38094902989256374,60,0.03056659881451415,0.03056659881451415,4,-1.137344134785892,2.6172033474068863,-97.38279665259311,FALSE,High
location,Metro,b20,M2 fish B20 biomass,period,Bloom,by_status,Fished,0.01347080432921447,0.0071120274901209654,60,0,0,8,-0.01347080432921447,0,-100,FALSE,High
location,Metro,b20,M2 fish B20 biomass,period,Bloom,overall,Overall,0.01347080432921447,0.0071120274901209654,60,0,0,8,-0.01347080432921447,0,-100,FALSE,High
location,Metro,b20,M2 fish B20 biomass,period_split,Bloom 2025-11,by_status,Fished,0.01347080432921447,0.0071120274901209654,60,0,0,4,-0.01347080432921447,0,-100,FALSE,High
location,Metro,b20,M2 fish B20 biomass,period_split,Bloom 2025-11,overall,Overall,0.01347080432921447,0.0071120274901209654,60,0,0,4,-0.01347080432921447,0,-100,FALSE,High
location,Metro,b20,M2 fish B20 biomass,period_split,Bloom 2026-01,by_status,Fished,0.01347080432921447,0.0071120274901209654,60,0,0,4,-0.01347080432921447,0,-100,FALSE,High
location,Metro,b20,M2 fish B20 biomass,period_split,Bloom 2026-01,overall,Overall,0.01347080432921447,0.0071120274901209654,60,0,0,4,-0.01347080432921447,0,-100,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period,Bloom,by_status,Fished,5.583333333333333,0.6255129721618485,60,4.875,0.6391260774347599,8,-0.708333333333333,87.3134328358209,-12.686567164179095,FALSE,Low
location,Metro,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period,Bloom,overall,Overall,5.583333333333333,0.6255129721618485,60,4.875,0.6391260774347599,8,-0.708333333333333,87.3134328358209,-12.686567164179095,FALSE,Low
location,Metro,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2025-11,by_status,Fished,5.583333333333333,0.6255129721618485,60,6.125,0.6884463184107628,4,0.541666666666667,109.70149253731346,9.701492537313456,FALSE,Low
location,Metro,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2025-11,overall,Overall,5.583333333333333,0.6255129721618485,60,6.125,0.6884463184107628,4,0.541666666666667,109.70149253731346,9.701492537313456,FALSE,Low
location,Metro,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2026-01,by_status,Fished,5.583333333333333,0.6255129721618485,60,3.625,0.625,4,-1.958333333333333,64.92537313432835,-35.07462686567165,FALSE,Medium
location,Metro,invert_phylum_abundance,M2 invertebrate Arthropoda abundance,period_split,Bloom 2026-01,overall,Overall,5.583333333333333,0.6255129721618485,60,3.625,0.625,4,-1.958333333333333,64.92537313432835,-35.07462686567165,FALSE,Medium
location,Metro,invert_phylum_abundance,M2 invertebrate Chordata abundance,period,Bloom,by_status,Fished,0,0,60,0,0,8,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Chordata abundance,period,Bloom,overall,Overall,0,0,60,0,0,8,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2025-11,by_status,Fished,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2025-11,overall,Overall,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2026-01,by_status,Fished,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Chordata abundance,period_split,Bloom 2026-01,overall,Overall,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period,Bloom,by_status,Fished,0,0,60,0,0,8,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period,Bloom,overall,Overall,0,0,60,0,0,8,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2025-11,by_status,Fished,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2025-11,overall,Overall,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2026-01,by_status,Fished,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Cnidaria abundance,period_split,Bloom 2026-01,overall,Overall,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period,Bloom,by_status,Fished,9.425,1.613494689484397,60,0.5,0.34069257193462343,8,-8.925,5.305039787798408,-94.6949602122016,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period,Bloom,overall,Overall,9.425,1.613494689484397,60,0.5,0.34069257193462343,8,-8.925,5.305039787798408,-94.6949602122016,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2025-11,by_status,Fished,9.425,1.613494689484397,60,1,0.6123724356957945,4,-8.425,10.610079575596815,-89.38992042440319,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2025-11,overall,Overall,9.425,1.613494689484397,60,1,0.6123724356957945,4,-8.425,10.610079575596815,-89.38992042440319,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2026-01,by_status,Fished,9.425,1.613494689484397,60,0,0,4,-9.425,0,-100,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Echinodermata abundance,period_split,Bloom 2026-01,overall,Overall,9.425,1.613494689484397,60,0,0,4,-9.425,0,-100,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period,Bloom,by_status,Fished,17.791666666666668,2.2434239011779846,60,2,0.6546536707079771,8,-15.791666666666668,11.241217798594846,-88.75878220140515,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period,Bloom,overall,Overall,17.791666666666668,2.2434239011779846,60,2,0.6546536707079771,8,-15.791666666666668,11.241217798594846,-88.75878220140515,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2025-11,by_status,Fished,17.791666666666668,2.2434239011779846,60,3.5,0.67700320038633,4,-14.291666666666668,19.672131147540984,-80.32786885245902,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2025-11,overall,Overall,17.791666666666668,2.2434239011779846,60,3.5,0.67700320038633,4,-14.291666666666668,19.672131147540984,-80.32786885245902,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2026-01,by_status,Fished,17.791666666666668,2.2434239011779846,60,0.5,0.2041241452319315,4,-17.291666666666668,2.8103044496487115,-97.18969555035129,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Mollusca abundance,period_split,Bloom 2026-01,overall,Overall,17.791666666666668,2.2434239011779846,60,0.5,0.2041241452319315,4,-17.291666666666668,2.8103044496487115,-97.18969555035129,FALSE,High
location,Metro,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period,Bloom,by_status,Fished,0,0,60,0,0,8,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period,Bloom,overall,Overall,0,0,60,0,0,8,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2025-11,by_status,Fished,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2025-11,overall,Overall,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2026-01,by_status,Fished,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,invert_phylum_abundance,M2 invertebrate Platyhelminthes abundance,period_split,Bloom 2026-01,overall,Overall,0,0,60,0,0,4,0,NA,NA,TRUE,Undefined - pre-bloom zero
location,Metro,shannon_diversity,M1 fish Shannon diversity,period,Bloom,by_status,Fished,0.6555846525041001,0.054927220918163475,60,0.07811213025887825,0.05154144624678928,8,-0.5774725222452219,11.914880856426048,-88.08511914357395,FALSE,High
location,Metro,shannon_diversity,M1 fish Shannon diversity,period,Bloom,overall,Overall,0.6555846525041001,0.054927220918163475,60,0.07811213025887825,0.05154144624678928,8,-0.5774725222452219,11.914880856426048,-88.08511914357395,FALSE,High
location,Metro,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2025-11,by_status,Fished,0.6555846525041001,0.054927220918163475,60,0.06958086294776335,0.06958086294776335,4,-0.5860037895563368,10.613558856509103,-89.3864411434909,FALSE,High
location,Metro,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2025-11,overall,Overall,0.6555846525041001,0.054927220918163475,60,0.06958086294776335,0.06958086294776335,4,-0.5860037895563368,10.613558856509103,-89.3864411434909,FALSE,High
location,Metro,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2026-01,by_status,Fished,0.6555846525041001,0.054927220918163475,60,0.08664339756999316,0.08664339756999316,4,-0.568941254934107,13.216202856342992,-86.78379714365701,FALSE,High
location,Metro,shannon_diversity,M1 fish Shannon diversity,period_split,Bloom 2026-01,overall,Overall,0.6555846525041001,0.054927220918163475,60,0.08664339756999316,0.08664339756999316,4,-0.568941254934107,13.216202856342992,-86.78379714365701,FALSE,High
location,Metro,shannon_diversity,M2 fish Shannon diversity,period,Bloom,by_status,Fished,0.5312983445084357,0.04567897499101283,60,0,0,8,-0.5312983445084357,0,-100,FALSE,High
location,Metro,shannon_diversity,M2 fish Shannon diversity,period,Bloom,overall,Overall,0.5312983445084357,0.04567897499101283,60,0,0,8,-0.5312983445084357,0,-100,FALSE,High
location,Metro,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2025-11,by_status,Fished,0.5312983445084357,0.04567897499101283,60,0,0,4,-0.5312983445084357,0,-100,FALSE,High
location,Metro,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2025-11,overall,Overall,0.5312983445084357,0.04567897499101283,60,0,0,4,-0.5312983445084357,0,-100,FALSE,High
location,Metro,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2026-01,by_status,Fished,0.5312983445084357,0.04567897499101283,60,0,0,4,-0.5312983445084357,0,-100,FALSE,High
location,Metro,shannon_diversity,M2 fish Shannon diversity,period_split,Bloom 2026-01,overall,Overall,0.5312983445084357,0.04567897499101283,60,0,0,4,-0.5312983445084357,0,-100,FALSE,High
location,Metro,shannon_diversity,M2 invertebrate Shannon diversity,period,Bloom,by_status,Fished,1.6522758849636974,0.05586226905138731,60,0.9466049432886257,0.11888887911816579,8,-0.7056709416750717,57.29097373526236,-42.70902626473764,FALSE,Medium
location,Metro,shannon_diversity,M2 invertebrate Shannon diversity,period,Bloom,overall,Overall,1.6522758849636974,0.05586226905138731,60,0.9466049432886257,0.11888887911816579,8,-0.7056709416750717,57.29097373526236,-42.70902626473764,FALSE,Medium
