dataset,dataset_label,location,ordination,scientific,label,axis1,axis2,xend,yend,r2,pval,vector_length
BRUV,BRUVs,Cape Elizabeth - Cape Elizabeth Sanctuary Zone,cap_status,Pempherididae Pempheris klunzingeri,P. klunzingeri,0.5840724787217596,-0.5289875148840008,0.49675077319647915,-0.44990128212339914,,,0.7880155146336468
BRUV,BRUVs,Cape Elizabeth - Cape Elizabeth Sanctuary Zone,cap_status,Trygonorrhinidae Trygonorrhina dumerilii,T. dumerilii,0.1008891113093859,-0.5373378888532436,0.08580569342990342,-0.45700323415301564,,,0.546727189353208
BRUV,BRUVs,Cape Elizabeth - Cape Elizabeth Sanctuary Zone,cap_status,Ovalipidae Nectocarcinus integrifrons,N. integrifrons,-0.06335172151779886,-0.48490500415022814,-0.05388032785959479,-0.4124093233525162,,,0.48902587218796667
BRUV,BRUVs,Cape Elizabeth - Cape Elizabeth Sanctuary Zone,cap_status,Monacanthidae Acanthaluteres spilomelanurus,A. spilomelanurus,-0.23247142468593757,0.4249445145737095,-0.19771580440077383,0.36141322159548706,,,0.4843767167833268
BRUV,BRUVs,Cape Elizabeth - Cape Elizabeth Sanctuary Zone,cap_status,Sparidae Chrysophrys auratus,C. auratus,0.3063375756365793,0.3060056696263185,0.2605386028282597,0.2602563183974191,,,0.4329921247440287
BRUV,BRUVs,Cape Elizabeth - Cape Elizabeth Sanctuary Zone,cap_status,Portunidae Portunus armatus,P. armatus,-0.3858657423598895,-0.1734967695262679,-0.32817691784895864,-0.1475581499711812,,,0.4230762344578097
BRUV,BRUVs,Cape Elizabeth - Cape Elizabeth Sanctuary Zone,cap_status,Mullidae Upeneichthys vlamingii,U. vlamingii,-0.13052595966596212,0.40193863938979874,-0.11101168733061821,0.3418468377955177,,,0.4226011074065507
BRUV,BRUVs,Cape Elizabeth - Cape Elizabeth Sanctuary Zone,cap_status,Pinguipedidae Parapercis haackei,P. haackei,0.25071194272643627,0.26221232400048367,0.21322927536580202,0.22301029312996692,,,0.36278338038476693
BRUV,BRUVs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,pco,Scorpididae Scorpis aequipinnis,S. aequipinnis,0.8451702356030406,0.02186792538690252,0.5685254934397349,0.01471002236871406,0.7147909333100265,0.001,
BRUV,BRUVs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,pco,Kyphosidae Kyphosus sydneyanus,K. sydneyanus,0.8297988288175026,-0.13234279595722329,0.5581855213731896,-0.08902378503792145,0.7060807119486742,0.001,
BRUV,BRUVs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,pco,Monacanthidae Acanthaluteres brownii,A. brownii,-0.03992602398176003,0.7982900300769944,-0.0268572667719667,0.5369903176177484,0.6388610595113207,0.001,
BRUV,BRUVs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,pco,Labridae Notolabrus tetricus,N. tetricus,0.7466470687865898,0.26041416480369717,0.5022513516514808,0.17517428478545646,0.6252973825580136,0.001,
BRUV,BRUVs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,pco,Arripidae Arripis truttaceus,A. truttaceus,0.393779373879233,0.6562215417303938,0.2648858222998635,0.4414242954874753,0.5856889071237358,0.001,
BRUV,BRUVs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,pco,Monacanthidae Thamnaconus degeni,T. degeni,-0.3580666020456978,0.6741146043474021,-0.24086270793370937,0.45346052419615,0.5826421912950065,0.001,
BRUV,BRUVs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,pco,Gerreidae Parequula melbournensis,P. melbournensis,-0.7085596834876786,0.13731829537780682,-0.47663089247210305,0.09237068267349431,0.5209131393096259,0.001,
BRUV,BRUVs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,pco,Girellidae Girella zebra,G. zebra,0.7093622610987123,-0.09713748332280447,0.477170766941311,-0.06534202615191191,0.5126305081373658,0.001,
BRUV,BRUVs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,pco,Carangidae Trachurus novaezelandiae,T. novaezelandiae,-0.5407211005543001,0.4525579022431653,-0.36372995351234305,0.3044247109569191,0.4971879634673878,0.001,
BRUV,BRUVs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,pco,Labridae Notolabrus parilus,N. parilus,0.28907815855306357,0.613319952577662,0.19445585730638704,0.4125654382833967,0.4597275459822958,0.001,
BRUV,BRUVs,Carrickalinga - Carrickalinga Cliffs Sanctuary Zone,cap_period,Scorpididae Scorpis aequipinnis,S. aequipinnis,0.004848346482936106,1.4215152813134135,0.0035012476117974732,1.0265514235315416,,,1.4215235493902914
