dataset,dataset_label,location,id,site_name,status,period,sampling_event,survey_date,period_CAP1,status_CAP1,period_cap_percent,status_cap_percent
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,66_2015-201706_SA_MPA_StereoBRUVS_7,66,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_7,2016-12-06,-0.02122739198119572,0.8225046317686073,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,66_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_1,66,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_1,2017-12-05,-0.24404649367703704,2.017504031568905,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,66_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_1,66,No-take,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_1,2018-12-11,0.3987177578059724,1.6288684500812078,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,66_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,66,No-take,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,2021-01-21,-0.6498964650051341,1.377102843881581,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,66_2025-02_RapidHead_BRUVS_1,66,No-take,Pre-bloom,2025-02_RapidHead_BRUVS_1,2025-02-27,-0.44552832079247207,2.9066668708498757,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,66_2025-12_RapidHead_BRUVS_1,66,No-take,Bloom,2025-12_RapidHead_BRUVS_1,2025-12-10,3.133611851270661,1.7659124186113315,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,67_2015-201706_SA_MPA_StereoBRUVS_2,67,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_2,2015-12-10,-1.2691811958624928,-0.028665436552826776,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,67_2015-201706_SA_MPA_StereoBRUVS_7,67,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_7,2016-12-06,-0.8328292232688451,0.5396611369001422,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,67_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_1,67,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_1,2017-12-05,-0.11184753614500423,1.1081211436055132,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,67_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_1,67,No-take,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_1,2018-12-11,-0.6508140624134312,0.7124168627631257,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,67_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,67,No-take,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,2021-01-21,-2.002606111839882,1.542262300851805,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,67_2025-02_RapidHead_BRUVS_1,67,No-take,Pre-bloom,2025-02_RapidHead_BRUVS_1,2025-02-27,-0.5363814681062933,1.380143733355061,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,67_2025-12_RapidHead_BRUVS_1,67,No-take,Bloom,2025-12_RapidHead_BRUVS_1,2025-12-10,3.17230665077859,0.6967959076177471,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,68_2015-201706_SA_MPA_StereoBRUVS_7,68,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_7,2016-12-06,-0.844266419194928,3.0182100066110595,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,68_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_1,68,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_1,2017-12-05,-1.371351487034926,1.2654306046180535,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,68_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_1,68,No-take,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_1,2018-12-11,-2.5860668116635015,1.3264346150703354,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,68_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,68,No-take,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,2021-01-21,-0.6441069175320194,1.3065083711223737,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,68_2025-02_RapidHead_BRUVS_1,68,No-take,Pre-bloom,2025-02_RapidHead_BRUVS_1,2025-02-27,-1.4920855638701838,2.762948409614659,4.8,6.1
BRUV,BRUVs,Rapid Head - Rapid Head Sanctuary Zone,68_2025-12_RapidHead_BRUVS_1,68,No-take,Bloom,2025-12_RapidHead_BRUVS_1,2025-12-10,1.6928683992905686,0.8474409283769161,4.8,6.1
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,3_2015-201706_SA_MPA_StereoBRUVS_3,3,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_3,2016-01-20,-0.28545400980441077,-1.5336311605303938,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,3_2015-201706_SA_MPA_StereoBRUVS_7,3,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_7,2016-12-06,-1.0366593170383562,-1.0510937795402941,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,3_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_2,3,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_2,2018-01-17,-0.4482871666345634,-0.4139145268237969,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,3_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,3,No-take,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,2019-01-22,-1.2850361059623514,0.38293910900228206,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,3_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,3,No-take,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,2021-01-21,-0.7281043003276862,0.0041097158144371105,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,3_2025-04_SpongeGardens_BRUVS_1,3,No-take,Bloom,2025-04_SpongeGardens_BRUVS_1,2025-04-02,3.1967278744963803,-2.297704737899502,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,3_2026-01_SpongeGardens_BRUVS_1,3,No-take,Bloom,2026-01_SpongeGardens_BRUVS_1,2026-01-27,1.3374532815907179,-0.47434291306998017,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,72_2015-201706_SA_MPA_StereoBRUVS_3,72,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_3,2016-01-20,-0.025858188722767367,1.4884769804597793,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,72_2015-201706_SA_MPA_StereoBRUVS_7,72,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_7,2016-12-06,-2.7641871520689536,2.214759218383652,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,72_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_2,72,Fished,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_2,2018-01-17,-2.0688384521994054,2.2611536412188933,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,72_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,72,Fished,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,2019-01-22,-0.6711606744682783,1.6391581927884824,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,72_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,72,Fished,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,2021-01-21,-0.11954890235232578,1.597672755590771,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,72_2025-04_SpongeGardens_BRUVS_1,72,Fished,Bloom,2025-04_SpongeGardens_BRUVS_1,2025-04-02,3.1238911812291734,1.5666994460335284,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,72_2026-01_SpongeGardens_BRUVS_1,72,Fished,Bloom,2026-01_SpongeGardens_BRUVS_1,2026-01-27,0.8368024743641012,2.3384155098536867,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,73_2015-201706_SA_MPA_StereoBRUVS_3,73,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_3,2016-01-20,-1.1190985024874531,0.2534430058324465,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,73_2015-201706_SA_MPA_StereoBRUVS_7,73,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_7,2016-12-06,-1.133852083714032,0.5034214025079452,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,73_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_1,73,Fished,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_1,2017-12-05,0.07542759339402005,-0.12555246535398576,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,73_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,73,Fished,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,2019-01-22,0.6625859617878551,0.6255622468056898,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,73_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,73,Fished,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,2021-01-21,-0.13244511127418562,0.782260836091727,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,73_2025-04_SpongeGardens_BRUVS_1,73,Fished,Bloom,2025-04_SpongeGardens_BRUVS_1,2025-04-02,2.6891807299944444,0.676555338152314,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,73_2026-01_SpongeGardens_BRUVS_1,73,Fished,Bloom,2026-01_SpongeGardens_BRUVS_1,2026-01-27,1.8551624304661491,0.10833600077556918,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,74_2015-201706_SA_MPA_StereoBRUVS_3,74,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_3,2016-01-20,0.14499889296081375,0.9245074496881853,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,74_2015-201706_SA_MPA_StereoBRUVS_7,74,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_7,2016-12-06,-1.9373544633359234,2.261896139809566,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,74_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_2,74,Fished,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_2,2018-01-17,-0.6707617131904237,0.9911138534442151,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,74_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,74,Fished,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,2019-01-22,-1.795978404990495,1.4787200991157965,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,74_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,74,Fished,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,2021-01-21,-1.4219596081808326,1.0145522056241498,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,74_2025-04_SpongeGardens_BRUVS_1,74,Fished,Bloom,2025-04_SpongeGardens_BRUVS_1,2025-04-02,1.8916789789420143,0.3922067701894276,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,74_2026-01_SpongeGardens_BRUVS_1,74,Fished,Bloom,2026-01_SpongeGardens_BRUVS_1,2026-01-27,0.5414104643195905,1.1881298580556579,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,75_2015-201706_SA_MPA_StereoBRUVS_3,75,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_3,2016-01-20,-0.5686285303906877,-1.7585941621815073,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,75_2015-201706_SA_MPA_StereoBRUVS_7,75,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_7,2016-12-06,-0.11323541199150965,-1.3111410719209324,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,75_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_2,75,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_2,2018-01-17,-1.2250265982769666,-0.4447933148278674,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,75_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,75,No-take,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,2019-01-22,-0.4593280238284496,-1.3685300611377127,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,75_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,75,No-take,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,2021-01-21,-0.006090520048145501,-0.066417850573022,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,75_2025-04_SpongeGardens_BRUVS_1,75,No-take,Bloom,2025-04_SpongeGardens_BRUVS_1,2025-04-02,2.2388343561161346,0.0731242980336332,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,75_2026-01_SpongeGardens_BRUVS_1,75,No-take,Bloom,2026-01_SpongeGardens_BRUVS_1,2026-01-27,1.893353139308203,-1.315694112422614,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,76_2015-201706_SA_MPA_StereoBRUVS_3,76,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_3,2016-01-20,-0.18787310189775694,-2.9339257441266233,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,76_2015-201706_SA_MPA_StereoBRUVS_7,76,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_7,2016-12-06,-0.6309588567265432,-0.7948889764345506,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,76_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_1,76,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_1,2017-12-05,-0.35852369439341947,-2.1582761195203264,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,76_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,76,No-take,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_2,2019-01-22,-0.3493412311327072,-1.1458155220618034,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,76_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,76,No-take,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_2,2021-01-21,-1.18758827297488,-1.126069675943996,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,76_2025-04_SpongeGardens_BRUVS_1,76,No-take,Bloom,2025-04_SpongeGardens_BRUVS_1,2025-04-02,1.716996221222173,-2.451598200902321,6.9,5.8
BRUV,BRUVs,Sponge Gardens - Sponge Gardens Sanctuary Zone,76_2026-01_SpongeGardens_BRUVS_1,76,No-take,Bloom,2026-01_SpongeGardens_BRUVS_1,2026-01-27,0.5266748182217353,-1.9952296780006062,6.9,5.8
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,2_2015-201706_SA_MPA_StereoBRUVS_4,2,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_4,2016-04-19,-1.307211266583766,-0.09503831109531725,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,2_2015-201706_SA_MPA_StereoBRUVS_11,2,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_11,2017-06-02,-1.420413553910566,0.8099285597893092,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,2_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,2,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,2018-06-26,-0.4701759726060335,-0.6249181307246464,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,2_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,2,No-take,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,2019-06-06,-0.8401041929132612,-0.43983521135904863,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,2_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,2,No-take,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,2021-05-20,-0.8539634565953594,-0.3014800673431012,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,2_2025-04_Pages_BRUVS_1,2,No-take,Bloom,2025-04_Pages_BRUVS_1,2025-04-09,1.4600304551020031,-1.1282024126758459,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,2_2025-12_Pages_BRUVS_1,2,No-take,Bloom,2025-12_Pages_BRUVS_1,2025-12-02,1.8979499690316202,-2.087649880708257,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,2_2026-03_PagesIslands_BRUVS_1,2,No-take,Bloom,2026-03_PagesIslands_BRUVS_1,2026-03-01,2.0163390365373757,-0.36406293685737945,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,69_2015-201706_SA_MPA_StereoBRUVS_4,69,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_4,2016-04-19,-1.5068714180850884,-0.1274710262798203,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,69_2015-201706_SA_MPA_StereoBRUVS_11,69,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_11,2017-06-02,-0.345363450551121,1.0279437158650198,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,69_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,69,Fished,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,2018-06-26,-1.8013974070052883,-1.450874233889795,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,69_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,69,Fished,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,2019-06-06,-0.600202559306781,0.03212835179590734,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,69_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,69,Fished,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,2021-05-20,-0.7251466323050474,0.18589464543480388,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,69_2025-12_Pages_BRUVS_1,69,Fished,Bloom,2025-12_Pages_BRUVS_1,2025-12-02,1.1065172352490003,0.9178739874358202,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,69_2026-03_PagesIslands_BRUVS_1,69,Fished,Bloom,2026-03_PagesIslands_BRUVS_1,2026-03-01,2.2113428884288773,-0.1837712203956491,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,70_2015-201706_SA_MPA_StereoBRUVS_4,70,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_4,2016-04-19,-0.7297392217128035,-2.663700262164741,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,70_2015-201706_SA_MPA_StereoBRUVS_11,70,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_11,2017-06-02,-0.8353840354485073,-3.2968755099264078,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,70_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,70,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,2018-06-26,-0.8719780179460387,-3.0791939638361083,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,70_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,70,No-take,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,2019-06-06,-0.9373608232574531,-1.9357143949074933,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,70_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,70,No-take,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,2021-05-20,-1.9017681080630369,-3.1871495608976637,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,70_2025-12_Pages_BRUVS_1,70,No-take,Bloom,2025-12_Pages_BRUVS_1,2025-12-02,1.4158256167446968,-2.0245728503476994,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,70_2026-03_PagesIslands_BRUVS_1,70,No-take,Bloom,2026-03_PagesIslands_BRUVS_1,2026-03-01,2.666386091998494,-2.677138012271711,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,71_2015-201706_SA_MPA_StereoBRUVS_4,71,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_4,2016-04-19,-0.7047905202339622,2.750470003356648,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,71_2015-201706_SA_MPA_StereoBRUVS_11,71,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_11,2017-06-02,-0.8958292146436243,2.574021881228074,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,71_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,71,Fished,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,2018-06-26,-1.2156759420922796,-0.2598468593866252,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,71_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,71,Fished,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,2019-06-06,-0.4942857081605423,1.7933494705486381,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,71_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,71,Fished,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,2021-05-20,-0.5479895535902072,2.1091098528710157,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,71_2025-04_Pages_BRUVS_1,71,Fished,Bloom,2025-04_Pages_BRUVS_1,2025-04-09,1.7685208213744776,0.71767633366885,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,71_2025-12_Pages_BRUVS_1,71,Fished,Bloom,2025-12_Pages_BRUVS_1,2025-12-02,1.5310958559578844,1.2854901467160647,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,71_2026-03_PagesIslands_BRUVS_1,71,Fished,Bloom,2026-03_PagesIslands_BRUVS_1,2026-03-01,1.7001130752049192,1.8444380237008007,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,80_2015-201706_SA_MPA_StereoBRUVS_4,80,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_4,2016-04-19,-1.362053899663446,-0.17954171075344924,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,80_2015-201706_SA_MPA_StereoBRUVS_11,80,No-take,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_11,2017-06-02,-0.5970587091453494,-0.36235285118947047,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,80_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,80,No-take,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,2018-06-26,-0.6257118605922395,0.021945505645127126,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,80_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,80,No-take,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,2019-06-06,-0.40635847002029085,-0.36914453939168673,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,80_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,80,No-take,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,2021-05-20,-1.1227463568791374,-0.9462949849715535,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,80_2025-04_Pages_BRUVS_1,80,No-take,Bloom,2025-04_Pages_BRUVS_1,2025-04-09,1.7931669474067042,-1.8156876620713078,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,80_2025-12_Pages_BRUVS_1,80,No-take,Bloom,2025-12_Pages_BRUVS_1,2025-12-02,1.8852224897645367,-1.8592179001469102,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,80_2026-03_PagesIslands_BRUVS_1,80,No-take,Bloom,2026-03_PagesIslands_BRUVS_1,2026-03-01,2.2485647400836015,-0.9042517363037829,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,81_2015-201706_SA_MPA_StereoBRUVS_4,81,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_4,2016-04-19,-1.3602560458258692,2.939593097855343,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,81_2015-201706_SA_MPA_StereoBRUVS_11,81,Fished,Pre-bloom,2015-201706_SA_MPA_StereoBRUVS_11,2017-06-02,-1.2593355532869397,1.3892112803468601,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,81_201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,81,Fished,Pre-bloom,201712-201806_SA_MarineParkMonitoring_StereoBRUVS_4,2018-06-26,-0.840620365305469,2.627949244308597,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,81_201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,81,Fished,Pre-bloom,201812-201906_SA_MarineParkMonitoring_StereoBRUVS_3,2019-06-06,-0.3594659649413571,2.404052683275476,5.8,2
BRUV,BRUVs,The Pages - The Pages Sanctuary Zone,81_202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,81,Fished,Pre-bloom,202012-202105_SA_MarineParkMonitoring_StereoBRUVS_3,2021-05-20,-1.1709576958825911,1.6606131667540218,5.8,2
