"Period","Status","response","SE","df","asymp.LCL","asymp.UCL","reporting_name","metric","model_family","family_code","family_selection_reason","1","metric_id"
"Bloom","Fished",7.46350590261399e-10,7.504713413920781e-6,Inf,2.220446049250313e-16,NA,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"sharks_rays"
"Pre-bloom","Fished",3.708191107409362,0.6255212206239453,Inf,2.6642564582829324,5.161170294368714,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","Fished",1.0792893404539412,0.428238750244335,Inf,0.4959061107994651,2.3489637555374925,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","No-take",7.784600012804451,0.935939521368603,Inf,6.150305126455322,9.853169251503683,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","No-take",5.185424866072239,1.6098456404322092,Inf,2.8217843580936215,9.528946095599622,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.3341883553229345,0.12956223423741262,Inf,0.1563101120642344,0.7144890075157335,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Bloom","Fished",0.077523300263912,0.081639812435672,Inf,0.009840827837880728,0.6107069631555421,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Pre-bloom","No-take",0.39668166409111555,0.1464951433301336,Inf,0.19234995931868934,0.8180731786139106,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Bloom","No-take",0.3810003542423533,0.21416535049656732,Inf,0.12660583055695418,1.146560701779823,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.2755638942042951,0.11250974882639865,Inf,0.12379011225938129,0.6134210431114724,"Boston Bay","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Bloom","Fished",0.1525475179616144,0.09321830263128483,Inf,0.04605272489317997,0.5053065869658295,"Boston Bay","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Pre-bloom","Fished",2.747420845190727,0.48916978528572724,Inf,1.9380786015522322,3.8947446685304614,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","Fished",1.665109669745615,0.3774933095951089,Inf,1.067748166427831,2.5966705441003914,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","No-take",2.913737179853213,0.5048491875504664,Inf,2.0747548564229485,4.091984326233217,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","No-take",2.330955853114518,0.44939486859259264,Inf,1.597450065085105,3.40126762515069,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","Fished",5.8319779444549775,0.7581533023208759,Inf,4.520226857076817,7.524393757220513,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","Fished",6.102169741082859,1.7012930630631447,Inf,3.5331994847157913,10.539024391367628,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","No-take",7.600674947411079,0.9861668952365354,Inf,5.894012809986508,9.80151579554077,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","No-take",6.5970784090791685,1.827128373125783,Inf,3.833563559729288,11.352738217965497,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","Fished",7.527443393619415,1.5042102932337933,Inf,5.088054437216346,11.13635963280777,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","Fished",5.771185397199404,1.2283776283659948,Inf,3.802678480373281,8.758716010504832,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","No-take",6.5005920882169645,1.3285984667913777,Inf,4.354951946404236,9.703367113448868,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","No-take",4.896918009339384,1.0780403555391789,Inf,3.180779905349926,7.538970536710024,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.3750000000057216,0.21650633290559848,Inf,0.1209455429731136,1.1627133712199083,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"reef_associated_richness"
"Bloom","Fished",0.625000000006205,0.2795084738965264,Inf,0.2601424022952339,1.5015814283303135,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"reef_associated_richness"
"Pre-bloom","No-take",3.31149567020819e-10,6.433791792852032e-6,Inf,2.220446049250313e-16,NA,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"reef_associated_richness"
"Bloom","No-take",0.5000000000014989,0.20412410830777447,Inf,0.22463038028348595,1.11293939709311,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"reef_associated_richness"
"Pre-bloom","No-take",3.0058954138616834,2.069684272765772,Inf,0.7796256636683349,11.589417409068908,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","No-take",15.846198636691367,16.36021278452448,Inf,2.094655164878319,119.87749365326489,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.7658168477879926,0.5183597379546699,Inf,0.20322198829133695,2.8858857709588617,"Glenelg","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","Fished",0.33296873552957307,0.24878870818348225,Inf,0.07698388131308162,1.4401479497932677,"Glenelg","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.7941176462955176,0.15282799998688992,Inf,0.5445917356662092,1.1579735696621987,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"reef_associated_richness"
"Bloom","Fished",0.3749999990250943,0.15309309604619037,Inf,0.16847277137782166,0.8347046120197739,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"reef_associated_richness"
"Pre-bloom","No-take",1.7727272700410681,0.28386352301955753,Inf,1.295211239476286,2.4262930077860827,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"reef_associated_richness"
"Bloom","No-take",0.6249999995389317,0.2795084739463691,Inf,0.2601424018896037,1.5015814284263957,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",NA,"reef_associated_richness"
"Pre-bloom","Fished",1.070983312551447,0.8287372731379657,Inf,0.2350253430530195,4.880347118586768,"O'Sullivan","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","Fished",0.3985813099020842,0.3174509644727445,Inf,0.08367111978564937,1.8987084314187568,"O'Sullivan","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.5704591064503782,0.33642025030602185,Inf,0.17957271786046383,1.8122106520937824,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","Fished",0.31081884019229045,0.2781721631526246,Inf,0.05379120261209604,1.7959879446301186,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","No-take",0.732621862437524,0.34704568283180437,Inf,0.28950932633021087,1.853946469100042,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","No-take",0.14310215189372438,0.16500620600068783,Inf,0.014933263352929297,1.371316194768478,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","No-take",7.499999925586994,1.1439878129719705,Inf,5.5619365762390345,10.113383731146572,"Orcades Bank - Orcades Bank Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary","overall","reef_associated_richness"
"Pre-bloom","Fished",2.083333333332776,0.41666663236261803,Inf,1.4077270894660792,3.083181257399565,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Bloom","Fished",0.9999999999993331,0.28867511063788936,Inf,0.5679097179960836,1.7608432613677556,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Pre-bloom","No-take",2.2500000000000333,0.4330126662837243,Inf,1.5430099202283214,3.280925115018732,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Bloom","No-take",1.333333333332361,0.3333333057404544,Inf,0.816842580083675,2.1764019422115264,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Pre-bloom","No-take",5.117256912087408,1.1820168628894185,Inf,3.2540275287456786,8.047356106541706,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","No-take",4.260480537499163,2.5380490276257754,Inf,1.325505973035738,13.694162666681361,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","Fished",5.964822339803614,0.6911109600618836,Inf,4.753062225034105,7.485512257345837,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","Fished",6.153937274851281,1.2906956222662813,Inf,4.079682509992667,9.28281646673336,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","No-take",7.36182658798243,0.8361480387651447,Inf,5.892601377022486,9.197379432937367,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","No-take",6.366083961300766,1.3289613412895938,Inf,4.228423871112574,9.584428202479963,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","Fished",9.803419960435065,0.748809768628578,Inf,8.440354774411073,11.386611758551647,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","Fished",9.294137438661373,1.022225776988897,Inf,7.491844702007569,11.530002845037579,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","No-take",11.699872660368639,0.8821063217713337,Inf,10.092649713176705,13.563040842498017,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Bloom","No-take",11.876026844689608,1.2841688713420483,Inf,9.607927957248181,14.679545292529824,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Negative binomial (nbinom2)","nbinom2","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",NA,"reef_associated_richness"
"Pre-bloom","Fished",5.96305663519695,1.9332638609128896,Inf,3.158664908320478,11.257301887547566,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Bloom","Fished",4.759530995290367,1.5969888099956353,Inf,2.4657913523831376,9.186963557657025,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Pre-bloom","No-take",6.869201611104123,2.2216372546935483,Inf,3.6442708850691155,12.947975675277107,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Bloom","No-take",4.56917525336051,1.5345633780163683,Inf,2.3657055259213786,8.825004746857031,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Pre-bloom","Fished",2.0285409114649697,1.8183628747755107,Inf,0.3500866924992474,11.754169231942393,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Bloom","Fished",2.4403712955061136,2.1832191933918628,Inf,0.42261900359679033,14.091680708262917,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Pre-bloom","No-take",4.306454213365139,6.499134335773904,Inf,0.22362448218473283,82.93165270021805,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Bloom","No-take",4.968983698012733,7.497942878795335,Inf,0.25813558163728106,95.65050596477062,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.4027777777756472,0.07479394964348753,Inf,0.2798990057272509,0.5796016954342972,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Bloom","Fished",0.7500000000044944,0.24999998039385848,Inf,0.3902360957187021,1.4414350855237499,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson","poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",NA,"reef_associated_richness"
"Pre-bloom","Fished",1.3183042905425786,0.1380648373185528,Inf,1.0477021818668335,1.5889063992183237,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","Fished",1.2472668284073725,0.2616357155289683,Inf,0.7344702489012278,1.7600634079135171,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","No-take",1.6986429944450552,0.10407880701414954,Inf,1.4946522811434273,1.902633707746683,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","No-take",1.429018029032663,0.26163571569780614,Inf,0.9162214491956023,1.941814608869724,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","Fished",1.2529633361046562,0.12838731754594518,Inf,1.0013288176428963,1.504597854566416,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","Fished",0.8973869229833302,0.22237335698058236,Inf,0.46154315218012026,1.3332306937865401,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","No-take",1.0150586439749354,0.12838731755064797,Inf,0.7634241255039582,1.2666931624459126,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","No-take",1.5013947139108827,0.22237335698057997,Inf,1.0655509431076775,1.937238484714088,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","Fished",1.2624104210454858,0.23765557293103207,Inf,0.796614057375431,1.7282067847155407,"Boston Bay","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","Fished",1.4568349451252627,0.3155962800611505,Inf,0.8382776025505915,2.075392287699934,"Boston Bay","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","Fished",1.8995814073485509,0.09379684881745479,Inf,1.7157429618029911,2.0834198528941106,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","Fished",1.7666509940629123,0.0937968488174517,Inf,1.5828125485173585,1.950489439608466,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","No-take",1.9491197042130954,0.0937968488174449,Inf,1.765281258667555,2.1329581497586356,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","No-take",1.8412157347280973,0.09379684881745202,Inf,1.6573772891825431,2.0250541802736515,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","Fished",1.7500689353736678,0.06976963911617112,Inf,1.6133229554916155,1.88681491525572,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","Fished",1.8355737678376918,0.16970905621907822,Inf,1.5029501297980152,2.1681974058773683,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","No-take",1.7853532407830848,0.07026623295946025,Inf,1.6476339548532415,1.923072526712928,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","No-take",1.7239627001722175,0.16970905621908847,Inf,1.391339062132521,2.0565863382119143,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","Fished",2.0539438619252826,0.1328507552967274,Inf,1.793561166224753,2.314326557625812,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","Fished",1.9741773738356059,0.13927209288109618,Inf,1.7012090877371402,2.2471456599340716,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","No-take",1.9381005418805075,0.13285075529668308,Inf,1.677717846180065,2.19848323758095,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","No-take",1.7606764891525195,0.13884804582431357,Inf,1.488539320013098,2.032813658291941,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","Fished",0.40787826292759805,0.13411914279903364,Inf,0.14500957340410764,0.6707469524510885,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","Fished",0.5643866359628624,0.13411914279903436,Inf,0.3015179464393706,0.8272553254863543,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Pre-bloom","No-take",0.5729570784175121,0.13411914279903545,Inf,0.31008838889401813,0.835825767941006,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
"Bloom","No-take",0.5457687110069269,0.10950782156500873,Inf,0.3311373247140712,0.7604000972997826,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Gaussian","gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",NA,"shannon_diversity"
