"reporting_name","metric","model_type","formula","n_observations","n_dates","n_periods","n_statuses","n_sites","family_code","selected_family","selection_reason","selected_model_valid","selected_pdHess","selected_finite_standard_errors","selected_AIC","selected_logLik","nb_valid","nb_converged","nb_pdHess","nb_finite_standard_errors","nb_theta","nb_at_poisson_boundary","nb_AIC","nb_logLik","nb_warnings","nb_error","poisson_valid","poisson_converged","poisson_pdHess","poisson_finite_standard_errors","poisson_dispersion_ratio","poisson_dispersion_ok","poisson_AIC","poisson_logLik","poisson_minus_nb_AIC","poisson_warnings","poisson_error","model_error"
"Boston Bay","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",141,6,2,1,3,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,179.56045225436074,-85.78022612718037,TRUE,TRUE,TRUE,TRUE,14926836.80217185,TRUE,181.56045343719538,-85.78022671859769,NA,NA,TRUE,TRUE,TRUE,TRUE,0.617395654025013,TRUE,179.56045225436074,-85.78022612718037,-2.0000011828346373,NA,NA,NA
"Boston Bay","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",93,4,2,1,3,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,145.06447939499168,-67.53223969749584,FALSE,TRUE,FALSE,TRUE,863528100.1039982,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.6250000042605682,TRUE,145.06447939499168,-67.53223969749584,NA,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,184.18468348411596,-86.09234174205798,TRUE,TRUE,TRUE,TRUE,163.1695875089756,FALSE,184.18468348411596,-86.09234174205798,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0991556783340761,TRUE,182.1896345853561,-86.09481729267804,-1.995048898759876,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,184.18468348411596,-86.09234174205798,TRUE,TRUE,TRUE,TRUE,163.1695875089756,FALSE,184.18468348411596,-86.09234174205798,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0991556783340761,TRUE,182.1896345853561,-86.09481729267804,-1.995048898759876,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",165,8,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,829.9709851987506,-407.9854925993753,TRUE,TRUE,TRUE,TRUE,106.72973564923842,FALSE,829.9709851987506,-407.9854925993753,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0447519781476742,TRUE,828.2335411830635,-408.11677059153175,-1.7374440156870605,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",165,8,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,816.8742104538745,-398.43710522693726,TRUE,TRUE,TRUE,TRUE,742.0135976438239,FALSE,816.8742104538745,-398.43710522693726,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0582332389625195,TRUE,814.8801891201692,-398.4400945600846,-1.994021333705291,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",46,2,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,248.71607340040296,-118.35803670020148,TRUE,TRUE,TRUE,TRUE,13.013857440685097,FALSE,248.71607340040296,-118.35803670020148,NA,NA,TRUE,TRUE,TRUE,TRUE,1.513407152937804,FALSE,250.1245360273006,-120.0622680136503,1.4084626268976308,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",46,2,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,248.71607340040296,-118.35803670020148,TRUE,TRUE,TRUE,TRUE,13.013857440685097,FALSE,248.71607340040296,-118.35803670020148,NA,NA,TRUE,TRUE,TRUE,TRUE,1.513407152937804,FALSE,250.1245360273006,-120.0622680136503,1.4084626268976308,NA,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",36,2,2,2,4,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,65.45611022057864,-27.72805511028932,FALSE,TRUE,FALSE,TRUE,0.8691154540035908,FALSE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,1.27741935491549,TRUE,65.45611022057864,-27.72805511028932,NA,NA,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",36,2,2,2,4,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,65.45611022057864,-27.72805511028932,FALSE,TRUE,FALSE,TRUE,0.8691154540035908,FALSE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,1.27741935491549,TRUE,65.45611022057864,-27.72805511028932,NA,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct)",77,7,2,1,1,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,461.09445784580436,-226.54722892290218,TRUE,TRUE,TRUE,TRUE,1.3392485389901994,FALSE,461.09445784580436,-226.54722892290218,NA,NA,TRUE,TRUE,TRUE,TRUE,3.6726623631021975,FALSE,582.2384231345251,-288.11921156726254,121.14396528872072,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct",65,6,2,1,1,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,436.5725231150673,-211.28626155753366,TRUE,TRUE,TRUE,TRUE,1.565467995641261,FALSE,436.5725231150673,-211.28626155753366,NA,NA,TRUE,TRUE,TRUE,TRUE,4.5589744402442784,FALSE,545.8526822709133,-266.92634113545665,109.28015915584598,NA,NA,NA
"Glenelg","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,6,2,1,4,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,249.9393865053596,-119.9696932526798,TRUE,TRUE,TRUE,TRUE,1.1733607505118033,FALSE,249.9393865053596,-119.9696932526798,NA,NA,TRUE,TRUE,TRUE,TRUE,1.8690960308246216,FALSE,275.98884352122064,-133.99442176061032,26.049457015861037,NA,NA,NA
"Glenelg","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",98,6,2,1,4,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,247.9835752131816,-115.9917876065908,TRUE,TRUE,TRUE,TRUE,1.3067014547383384,FALSE,247.9835752131816,-115.9917876065908,NA,NA,TRUE,TRUE,TRUE,TRUE,1.9489464335550133,FALSE,272.21773084507544,-129.10886542253772,24.234155631893827,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",80,5,2,2,5,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,188.1628477744361,-88.08142388721805,FALSE,FALSE,TRUE,TRUE,49966969.04172088,TRUE,190.16284851659387,-88.08142425829693,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",NA,TRUE,TRUE,TRUE,TRUE,0.6517671523726819,TRUE,188.1628477744361,-88.08142388721805,-2.0000007421577664,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",74,4,2,2,5,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,180.35474843878535,-85.17737421939268,FALSE,FALSE,TRUE,TRUE,1442232586.3503017,TRUE,182.3547484666319,-85.17737423331594,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",NA,TRUE,TRUE,TRUE,TRUE,0.5090054069564423,TRUE,180.35474843878535,-85.17737421939268,-2.0000000278465393,NA,NA,NA
"O'Sullivan","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,9,2,1,5,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,276.03114655384485,-133.01557327692242,TRUE,TRUE,TRUE,TRUE,3.863548848367452,FALSE,276.03114655384485,-133.01557327692242,NA,NA,TRUE,TRUE,TRUE,TRUE,1.3346119938196295,TRUE,282.75843140141285,-137.37921570070642,6.727284847568001,NA,NA,NA
"O'Sullivan","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",98,9,2,1,5,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,282.33907918516104,-130.16953959258052,TRUE,TRUE,TRUE,TRUE,4.425868343187965,FALSE,282.33907918516104,-130.16953959258052,NA,NA,TRUE,TRUE,TRUE,TRUE,1.3118576268620492,TRUE,287.4633300652679,-133.73166503263394,5.1242508801068425,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",57,4,2,2,4,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,138.68923753662582,-62.34461876831291,TRUE,TRUE,TRUE,TRUE,1.6803834050068087,FALSE,138.68923753662582,-62.34461876831291,NA,NA,TRUE,TRUE,TRUE,TRUE,1.8176492551336332,FALSE,142.65897143288757,-65.32948571644378,3.9697338962617437,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",57,4,2,2,4,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,134.56032058618848,-57.280160293094234,TRUE,TRUE,TRUE,TRUE,2.764199186809971,FALSE,134.56032058618848,-57.280160293094234,NA,NA,TRUE,TRUE,TRUE,TRUE,1.1644527648838523,TRUE,135.8894847400223,-58.944742370011156,1.3291641538338297,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ 1",12,1,1,1,1,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,68.75366845451626,-32.37683422725813,TRUE,TRUE,TRUE,TRUE,6.855996659826006,FALSE,68.75366845451626,-32.37683422725813,NA,NA,TRUE,TRUE,TRUE,TRUE,2.8484848572230144,FALSE,72.39260487733554,-35.19630243866777,3.6389364228192846,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ 1",12,1,1,1,1,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,68.75366845451626,-32.37683422725813,TRUE,TRUE,TRUE,TRUE,6.855996659826006,FALSE,68.75366845451626,-32.37683422725813,NA,NA,TRUE,TRUE,TRUE,TRUE,2.8484848572230144,FALSE,72.39260487733554,-35.19630243866777,3.6389364228192846,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,146.40358252263547,-68.20179126131774,TRUE,TRUE,TRUE,TRUE,242840327.7940185,TRUE,148.4035826632733,-68.20179133163666,NA,NA,TRUE,TRUE,TRUE,TRUE,0.6903359169516853,TRUE,146.40358252263547,-68.20179126131774,-2.0000001406378374,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,146.40358252263547,-68.20179126131774,TRUE,TRUE,TRUE,TRUE,242840327.7940185,TRUE,148.4035826632733,-68.20179133163666,NA,NA,TRUE,TRUE,TRUE,TRUE,0.6903359169516853,TRUE,146.40358252263547,-68.20179126131774,-2.0000001406378374,NA,NA,NA
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct)",37,8,2,1,1,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,198.02395291646505,-95.01197645823252,TRUE,TRUE,TRUE,TRUE,388.41753470665606,FALSE,198.02395291646505,-95.01197645823252,NA,NA,TRUE,TRUE,TRUE,TRUE,1.15669638278655,TRUE,196.02564151837663,-95.01282075918832,-1.9983113980884184,NA,NA,NA
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct",37,8,2,1,1,NA,NA,"Neither family passed the required checks",FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,241095958.12218687,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting') | Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",NA,TRUE,TRUE,TRUE,TRUE,1.559181789708515,FALSE,179.67975531783603,-81.83987765891801,NA,NA,NA,"Negative binomial Hessian was not positive definite | Poisson dispersion ratio was 1.559, above the allowed value of 1.5"
"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",164,7,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,825.628412428691,-405.8142062143455,TRUE,TRUE,TRUE,TRUE,45.272513300734026,FALSE,825.628412428691,-405.8142062143455,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0912811278847057,TRUE,825.1142785201998,-406.5571392600999,-0.5141339084912033,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",164,7,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,814.424123289706,-391.212061644853,TRUE,TRUE,TRUE,TRUE,491.9374386832819,FALSE,814.424123289706,-391.212061644853,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0605054643853218,TRUE,812.4389724487946,-391.2194862243973,-1.9851508409113876,NA,NA,NA
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",163,8,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,948.3293731623098,-467.1646865811549,TRUE,TRUE,TRUE,TRUE,17.678848190423842,FALSE,948.3293731623098,-467.1646865811549,NA,NA,TRUE,TRUE,TRUE,TRUE,1.4422733670523467,TRUE,963.3119168725874,-475.6559584362937,14.982543710277582,NA,NA,NA
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",163,8,2,2,6,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,951.1926540486944,-457.5963270243472,TRUE,TRUE,TRUE,TRUE,23.10457227005716,FALSE,951.1926540486944,-457.5963270243472,NA,NA,TRUE,TRUE,TRUE,TRUE,1.4966690958712587,TRUE,960.3385924444351,-463.16929622221755,9.1459383957407,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",181,8,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,865.6971976198275,-426.84859880991377,TRUE,TRUE,TRUE,TRUE,26863276.706648685,TRUE,867.6972017783507,-426.8486008891754,NA,NA,TRUE,TRUE,TRUE,TRUE,0.8597625004927278,TRUE,865.6971976198275,-426.84859880991377,-2.000004158523211,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",181,8,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,860.2516801935128,-413.1258400967564,TRUE,TRUE,TRUE,TRUE,85499986.78160742,TRUE,862.2516828371538,-413.1258414185769,NA,NA,TRUE,TRUE,TRUE,TRUE,0.8677348264024737,TRUE,860.2516801935128,-413.1258400967564,-2.0000026436409826,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",72,5,2,2,4,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,333.5913800855426,-160.7956900427713,TRUE,TRUE,TRUE,TRUE,52626100.34597066,TRUE,335.5913806404063,-160.79569032020316,NA,NA,TRUE,TRUE,TRUE,TRUE,1.08253289438193,TRUE,333.5913800855426,-160.7956900427713,-2.000000554863732,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",72,5,2,2,4,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,332.9163707060541,-160.45818535302706,TRUE,TRUE,TRUE,TRUE,14235790.224113677,TRUE,334.91637310223655,-160.45818655111827,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0491813864672848,TRUE,332.9163707060541,-160.45818535302706,-2.000002396182424,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",84,7,2,1,3,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,148.8532258904653,-70.42661294523265,TRUE,TRUE,TRUE,TRUE,863442579.5374335,TRUE,150.85322588464666,-70.42661294232333,NA,NA,TRUE,TRUE,TRUE,TRUE,0.8566091942234868,TRUE,148.8532258904653,-70.42661294523265,-1.9999999941813655,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",84,7,2,1,3,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,151.90913581168672,-67.95456790584336,TRUE,TRUE,TRUE,TRUE,39105095.42470523,TRUE,153.909136068919,-67.9545680344595,NA,NA,TRUE,TRUE,TRUE,TRUE,0.8771932855204562,TRUE,151.90913581168672,-67.95456790584336,-2.000000257232273,NA,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",125,9,2,2,3,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,274.17511217958736,-130.08755608979368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",125,9,2,2,3,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,270.66257696187495,-124.33128848093747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",96,4,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,119.17266349627579,-52.586331748137894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",96,4,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,112.41591966241849,-46.207959831209244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston Bay","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",141,6,2,1,3,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,160.34078158485156,-75.17039079242578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston Bay","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",141,6,2,1,3,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,142.65490679910062,-63.32745339955031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,35.98020695592126,-11.99010347796063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,35.98020695592126,-11.99010347796063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",165,8,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,306.94828529535926,-146.47414264767963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",165,8,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,300.9499676898391,-140.47498384491956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | uwa_site_code)",46,2,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,69.29917900819642,-28.64958950409821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",46,2,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,69.29917900819642,-28.64958950409821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | uwa_site_code)",36,2,2,2,4,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,44.37354408519023,-16.186772042595116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
