"reporting_name","metric","model_type","formula","n_observations","n_dates","n_periods","n_statuses","n_sites","family_code","selected_family","selection_reason","selected_model_valid","selected_pdHess","selected_finite_standard_errors","selected_AIC","selected_logLik","nb_valid","nb_converged","nb_pdHess","nb_finite_standard_errors","nb_theta","nb_at_poisson_boundary","nb_AIC","nb_logLik","nb_warnings","nb_error","poisson_valid","poisson_converged","poisson_pdHess","poisson_finite_standard_errors","poisson_dispersion_ratio","poisson_dispersion_ok","poisson_AIC","poisson_logLik","poisson_minus_nb_AIC","poisson_warnings","poisson_error","model_error"
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",36,2,2,2,4,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,44.37354408519023,-16.186772042595116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct)",76,7,2,1,1,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,134.43167486152686,-63.21583743076343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct",76,7,2,1,1,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,136.97416073335663,-60.48708036667831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glenelg","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",93,6,2,1,4,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,182.3154964940794,-86.1577482470397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glenelg","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",93,6,2,1,4,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,180.09295123381239,-82.04647561690619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",80,5,2,2,5,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,65.91715211481022,-25.95857605740511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",80,5,2,2,5,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,65.76687891131017,-25.883439455655086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O'Sullivan","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,9,2,1,5,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,150.67601841473157,-70.33800920736579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O'Sullivan","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",98,9,2,1,5,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,143.16395230246144,-60.58197615123072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",57,4,2,2,4,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,53.95673278839693,-19.978366394198463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",57,4,2,2,4,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,48.935307990732866,-14.467653995366435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Shannon diversity","Period","shannon ~ 1",12,1,1,1,1,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,19.355166116333884,-7.677583058166942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Shannon diversity","Temporal","shannon ~ 1",12,1,1,1,1,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,19.355166116333884,-7.677583058166942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,51.74503062043667,-19.872515310218336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,51.74503062043667,-19.872515310218336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct)",37,8,2,1,1,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,65.32809185899694,-28.664045929498467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct",37,8,2,1,1,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,55.5827393797925,-18.79136968989625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",163,7,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,146.91051933513438,-66.45525966756719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",163,7,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,143.6325606262339,-55.81628031311695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",163,8,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,199.27503211518467,-92.63751605759234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",163,8,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,208.6340115244035,-86.31700576220175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",181,8,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,255.42524713325378,-120.71262356662689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",181,8,2,2,6,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,255.68491588664673,-109.84245794332337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",72,5,2,2,4,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,111.031282967225,-48.5156414836125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",72,5,2,2,4,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,106.51981504767856,-46.25990752383928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",84,7,2,1,3,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,94.90215123326055,-42.45107561663028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",84,7,2,1,3,"gaussian","Gaussian","Gaussian was specified because Shannon diversity is a continuous response rather than count data",TRUE,TRUE,TRUE,100.40213852587642,-41.20106926293821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",125,9,2,2,3,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,220.1476521566848,-104.0738260783424,FALSE,TRUE,FALSE,TRUE,7074120012.835879,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.6178714173118524,TRUE,220.1476521566848,-104.0738260783424,NA,NA,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",113,8,2,2,3,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,204.93707135485474,-93.46853567742737,FALSE,TRUE,FALSE,TRUE,772975191.6214408,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.6271819464644375,TRUE,204.93707135485474,-93.46853567742737,NA,NA,NA,NA
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",96,4,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,156.9618425399043,-72.48092126995215,TRUE,TRUE,TRUE,TRUE,39777216.09749277,TRUE,158.96184276678275,-72.48092138339138,NA,NA,TRUE,TRUE,TRUE,TRUE,0.7308154856652419,TRUE,156.9618425399043,-72.48092126995215,-2.0000002268784556,NA,NA,NA
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",72,3,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,134.74242454893022,-60.371212274465115,TRUE,TRUE,TRUE,TRUE,44386748.49558785,TRUE,136.74242484756894,-60.37121242378446,NA,NA,TRUE,TRUE,TRUE,TRUE,0.7881318648695042,TRUE,134.74242454893022,-60.371212274465115,-2.0000002986387244,NA,NA,NA
"Boston Bay","Shark and ray richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",141,6,2,1,3,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,182.12312751646039,-87.061563758230193,FALSE,TRUE,FALSE,TRUE,13784001.31379987,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.8208006851070475,TRUE,182.12312751646039,-87.061563758230193,NA,NA,NA,NA
"Boston Bay","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",117,5,2,1,3,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,162.1794963601921,-75.08974818009605,TRUE,TRUE,TRUE,TRUE,12527200.568397647,TRUE,164.17949690775615,-75.08974845387807,NA,NA,TRUE,TRUE,TRUE,TRUE,0.8618948980859774,TRUE,162.1794963601921,-75.08974818009605,-2.000000547564042,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,68.01353354764645,-29.006766773823223,FALSE,TRUE,FALSE,TRUE,68616048.68481368,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.4228329810485385,TRUE,68.01353354764645,-29.006766773823223,NA,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ Status + (1 | uwa_site_code)",24,1,1,2,6,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,52.84649567031059,-23.423247835155294,FALSE,FALSE,TRUE,TRUE,40874050.88691837,TRUE,54.84649597390474,-23.42324798695237,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",NA,TRUE,TRUE,TRUE,TRUE,0.3896103895094131,TRUE,52.84649567031059,-23.423247835155294,-2.000000303594149,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",165,8,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,244.5100993263115,-116.25504966315575,TRUE,TRUE,TRUE,TRUE,4004968.8805215005,TRUE,246.51010278317756,-116.25505139158878,NA,NA,TRUE,TRUE,TRUE,TRUE,0.8989236963119508,TRUE,244.5100993263115,-116.25504966315575,-2.000003456866068,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",165,8,2,2,6,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,243.9594286687451,-112.97971433437255,FALSE,FALSE,TRUE,TRUE,503111618.9559043,TRUE,245.95942870815227,-112.97971435407614,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",NA,TRUE,TRUE,TRUE,TRUE,0.8867932982798984,TRUE,243.9594286687451,-112.97971433437255,-2.0000000394071833,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",46,2,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,109.18555122970606,-49.59277561485303,TRUE,TRUE,TRUE,TRUE,1691091425.429975,TRUE,111.18555123765024,-49.59277561882512,NA,NA,TRUE,TRUE,TRUE,TRUE,0.6410247915615981,TRUE,109.18555122970606,-49.59277561485303,-2.0000000079441804,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",46,2,2,2,6,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,109.18555122970606,-49.59277561485303,TRUE,TRUE,TRUE,TRUE,1691091425.429975,TRUE,111.18555123765024,-49.59277561882512,NA,NA,TRUE,TRUE,TRUE,TRUE,0.6410247915615981,TRUE,109.18555122970606,-49.59277561485303,-2.0000000079441804,NA,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",36,2,2,2,4,NA,NA,"Neither family passed the required checks",FALSE,FALSE,FALSE,NA,NA,FALSE,TRUE,FALSE,TRUE,11631458624.872356,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,FALSE,TRUE,FALSE,TRUE,0.6451615921718225,TRUE,NA,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,"Negative binomial Hessian was not positive definite | Poisson Hessian was not positive definite"
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ Status + (1 | uwa_site_code)",20,1,1,2,4,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,32.476649253712,-13.238324626855997,TRUE,TRUE,TRUE,TRUE,22186637.61075548,TRUE,34.47664975842339,-13.238324879211694,NA,NA,TRUE,TRUE,TRUE,TRUE,0.7647057475974056,TRUE,32.476649253712,-13.238324626855997,-2.0000005047113945,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period + (1 | start_date_fct)",77,7,2,1,1,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,173.6782642840412,-83.8391321420206,TRUE,TRUE,TRUE,TRUE,93506893.07889603,TRUE,175.678264587351,-83.8391322936755,NA,NA,TRUE,TRUE,TRUE,TRUE,0.7182655179363179,TRUE,173.6782642840412,-83.8391321420206,-2.000000303309804,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct",77,7,2,1,1,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,178.88571924187082,-82.44285962093541,FALSE,TRUE,FALSE,TRUE,29783450.2888177,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.7635061835731867,TRUE,178.88571924187082,-82.44285962093541,NA,NA,NA,NA
"Glenelg","Shark and ray richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,6,2,1,4,"nbinom2","Negative binomial (nbinom2)","Negative binomial converged with finite uncertainty and did not approach the Poisson boundary",TRUE,TRUE,TRUE,146.07180220566084,-68.03590110283042,TRUE,TRUE,TRUE,TRUE,27.56814387185327,FALSE,146.07180220566084,-68.03590110283042,NA,NA,TRUE,TRUE,TRUE,TRUE,1.006156795731485,TRUE,144.08376213769648,-68.04188106884824,-1.9880400679643628,NA,NA,NA
"Glenelg","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",80,5,2,1,4,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,142.2487909232408,-65.1243954616204,TRUE,TRUE,TRUE,TRUE,26150099.818741377,TRUE,144.24879097361998,-65.12439548680999,NA,NA,TRUE,TRUE,TRUE,TRUE,1.0197381796134657,TRUE,142.2487909232408,-65.1243954616204,-2.0000000503791853,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",80,5,2,2,5,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,194.81376871860027,-91.40688435930014,FALSE,TRUE,FALSE,TRUE,163838358.89227805,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.5059839409900316,TRUE,194.81376871860027,-91.40688435930014,NA,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",80,5,2,2,5,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,190.71694585094863,-89.35847292547432,TRUE,TRUE,TRUE,TRUE,29739338.051951755,TRUE,192.7169480814935,-89.35847404074676,NA,NA,TRUE,TRUE,TRUE,TRUE,0.47358407264281643,TRUE,190.71694585094863,-89.35847292547432,-2.0000022305448795,NA,NA,NA
"O'Sullivan","Shark and ray richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,9,2,1,5,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,118.85790897097286,-55.42895448548643,TRUE,TRUE,TRUE,TRUE,36501850.62841121,TRUE,120.85790930584503,-55.42895465292251,NA,NA,TRUE,TRUE,TRUE,TRUE,0.694208819211095,TRUE,118.85790897097286,-55.42895448548643,-2.000000334872169,NA,NA,NA
"O'Sullivan","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",52,6,1,1,5,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,98.98546431241658,-42.49273215620829,TRUE,TRUE,TRUE,TRUE,542857604.12077,TRUE,100.98546433506809,-42.492732167534044,NA,NA,TRUE,TRUE,TRUE,TRUE,0.7037036452655014,TRUE,98.98546431241658,-42.49273215620829,-2.0000000226515056,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",57,4,2,2,4,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,103.4751674778324,-45.7375837389162,FALSE,TRUE,FALSE,TRUE,50166603.805519976,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.44455881492629323,TRUE,103.4751674778324,-45.7375837389162,NA,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",35,2,1,2,3,"poisson","Poisson","Poisson used because the negative binomial dispersion parameter approached the Poisson boundary and the simpler Poisson model passed convergence, uncertainty, dispersion and AIC checks",TRUE,TRUE,TRUE,85.22741871950302,-37.61370935975151,TRUE,TRUE,TRUE,TRUE,92774041.67522623,TRUE,87.22741900623623,-37.613709503118116,NA,NA,TRUE,TRUE,TRUE,TRUE,0.6399999598078515,TRUE,85.22741871950302,-37.61370935975151,-2.0000002867332114,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ 1",12,1,1,1,1,"poisson","Poisson","Poisson fallback used because the negative binomial fit did not provide a reliable Hessian and standard errors; the Poisson dispersion check was acceptable",TRUE,TRUE,TRUE,32.27499726118394,-15.137498630591969,FALSE,TRUE,FALSE,TRUE,177143822.22811195,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')",NA,TRUE,TRUE,TRUE,TRUE,0.7482517458302478,TRUE,32.27499726118394,-15.137498630591969,NA,NA,NA,NA
