site_name,status,CAP1,MDS1,n_events
Cable Hut,No-take,-0.31894756364614957,-0.3791084605602749,10
Grassy Knoll,Fished,0.20201033678809086,-0.413297117751305,6
Pancake Rock,No-take,0.11831066475741632,-1.2105842645710245,6
Penneshaw Pub,Fished,0.3838641835426371,1.695449953620603,6
Puzzle Rock,Fished,-0.17260591234456113,0.5602788629688513,6
