"reporting_name","metric","model_type","formula","n_observations","n_dates","n_periods","n_statuses","n_sites","requested_family_code","family_code","selected_family","link","selection_reason","poisson_dispersion_ratio","dispersion_threshold","poisson_overdispersed","poisson_valid","poisson_AIC","poisson_warnings","poisson_error","nbinom2_fitted","nbinom2_valid","nbinom2_AIC","nbinom2_theta","nbinom2_warnings","nbinom2_error","selected_model_valid","selected_converged","selected_pdHess","selected_finite_standard_errors","selected_AIC","selected_logLik","model_warnings","model_error","fixed_effect_structure","structure_reason","n_all_zero_period_status_cells","missing_period_status_cell"
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",36,2,2,2,4,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,44.37354408519023,-16.186772042595116,NA,NA,NA,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct)",76,7,2,1,1,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,134.43167486152686,-63.21583743076343,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct",76,7,2,1,1,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,136.97416073335663,-60.48708036667831,NA,NA,NA,NA,NA,NA
"Glenelg","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",93,6,2,1,4,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,182.3154964940794,-86.1577482470397,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Glenelg","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",93,6,2,1,4,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,180.09295123381239,-82.04647561690619,NA,NA,NA,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",80,5,2,2,5,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,65.91715211481022,-25.95857605740511,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Middle/Long Spit - Middle Spit Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",80,5,2,2,5,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,65.76687891131017,-25.883439455655086,NA,NA,NA,NA,NA,NA
"O'Sullivan","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,9,2,1,5,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,150.67601841473157,-70.33800920736579,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"O'Sullivan","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",98,9,2,1,5,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,143.16395230246144,-60.58197615123072,NA,NA,NA,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",57,4,2,2,4,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,53.95673278839693,-19.978366394198463,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",57,4,2,2,4,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,48.935307990732866,-14.467653995366435,NA,NA,NA,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Shannon diversity","Period","shannon ~ 1",12,1,1,1,1,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,19.355166116333884,-7.677583058166942,NA,NA,"1","Intercept-only fixed effect used",0,FALSE
"Orcades Bank - Orcades Bank Sanctuary Zone","Shannon diversity","Temporal","shannon ~ 1",12,1,1,1,1,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,19.355166116333884,-7.677583058166942,NA,NA,NA,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,51.74503062043667,-19.872515310218336,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Port Gibbon - Port Gibbon Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,51.74503062043667,-19.872515310218336,NA,NA,NA,NA,NA,NA
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct)",37,8,2,1,1,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,65.32809185899694,-28.664045929498467,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct",37,8,2,1,1,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,55.5827393797925,-18.79136968989625,NA,NA,NA,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",163,7,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,146.91051933513438,-66.45525966756719,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Rapid Head - Rapid Head Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",163,7,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,143.6325606262339,-55.81628031311695,NA,NA,NA,NA,NA,NA
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",163,8,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,199.27503211518467,-92.63751605759234,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",163,8,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,208.6340115244035,-86.31700576220175,NA,NA,NA,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",181,8,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,255.42524713325378,-120.71262356662689,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"The Pages - The Pages Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",181,8,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,255.68491588664673,-109.84245794332337,NA,NA,NA,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",72,5,2,2,4,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,111.031282967225,-48.5156414836125,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Victor Harbor - Encounter Bay Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",72,5,2,2,4,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,106.51981504767856,-46.25990752383928,NA,NA,NA,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",84,7,2,1,3,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,94.90215123326055,-42.45107561663028,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",84,7,2,1,3,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,100.40213852587642,-41.20106926293821,NA,NA,NA,NA,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",125,9,2,2,3,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.618, not greater than the threshold of 1.5",0.6178714173118524,1.5,FALSE,TRUE,220.1476521566848,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,220.1476521566848,-104.0738260783424,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",113,8,2,2,3,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.627, not greater than the threshold of 1.5",0.6271819464644375,1.5,FALSE,TRUE,204.93707135485474,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,204.93707135485474,-93.46853567742737,NA,NA,NA,NA,NA,NA
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",96,4,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.731, not greater than the threshold of 1.5",0.7308154856652419,1.5,FALSE,TRUE,156.9618425399043,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,156.9618425399043,-72.48092126995215,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",72,3,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.788, not greater than the threshold of 1.5",0.7881318648695042,1.5,FALSE,TRUE,134.74242454893022,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,134.74242454893022,-60.371212274465115,NA,NA,NA,NA,NA,NA
"Boston Bay","Shark and ray richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",141,6,2,1,3,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.821, not greater than the threshold of 1.5",0.8208006851070475,1.5,FALSE,TRUE,182.12312751646039,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,182.12312751646039,-87.061563758230193,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Boston Bay","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",117,5,2,1,3,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.862, not greater than the threshold of 1.5",0.8618948980859774,1.5,FALSE,TRUE,162.1794963601921,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,162.1794963601921,-75.08974818009605,NA,NA,NA,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period + Status + (1 | uwa_site_code)",48,2,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.571, not greater than the threshold of 1.5",0.5710955706243753,1.5,FALSE,TRUE,67.85445391471204,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,67.85445391471204,-29.92722695735602,NA,NA,"Period + Status","Additive Period + Status model used because 1 observed Period x Status cell contained all zeros",1,FALSE
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ Status + (1 | uwa_site_code)",24,1,1,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.39, not greater than the threshold of 1.5",0.3896103895094131,1.5,FALSE,TRUE,52.84649567031059,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,52.84649567031059,-23.423247835155294,NA,NA,NA,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",165,8,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.899, not greater than the threshold of 1.5",0.8989236963119508,1.5,FALSE,TRUE,244.5100993263115,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,244.5100993263115,-116.25504966315575,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",165,8,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.887, not greater than the threshold of 1.5",0.8867932982798984,1.5,FALSE,TRUE,243.9594286687451,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,243.9594286687451,-112.97971433437255,NA,NA,NA,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",46,2,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.641, not greater than the threshold of 1.5",0.6410247915615981,1.5,FALSE,TRUE,109.18555122970606,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,109.18555122970606,-49.59277561485303,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",46,2,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.641, not greater than the threshold of 1.5",0.6410247915615981,1.5,FALSE,TRUE,109.18555122970606,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,109.18555122970606,-49.59277561485303,NA,NA,NA,NA,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period + Status + (1 | uwa_site_code)",36,2,2,2,4,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.1, not greater than the threshold of 1.5",1.1000398558300688,1.5,FALSE,TRUE,43.31133724065151,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,43.31133724065151,-17.655668620325756,NA,NA,"Period + Status","Additive Period + Status model used because 1 observed Period x Status cell contained all zeros",1,FALSE
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ Status + (1 | uwa_site_code)",20,1,1,2,4,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.765, not greater than the threshold of 1.5",0.7647057475974056,1.5,FALSE,TRUE,32.476649253712,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,32.476649253712,-13.238324626855997,NA,NA,NA,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period + (1 | start_date_fct)",77,7,2,1,1,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.718, not greater than the threshold of 1.5",0.7182655179363179,1.5,FALSE,TRUE,173.6782642840412,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,173.6782642840412,-83.8391321420206,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct",77,7,2,1,1,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.764, not greater than the threshold of 1.5",0.7635061835731867,1.5,FALSE,TRUE,178.88571924187082,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,178.88571924187082,-82.44285962093541,NA,NA,NA,NA,NA,NA
"Glenelg","Shark and ray richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,6,2,1,4,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5",1.006156795731485,1.5,FALSE,TRUE,144.08376213769648,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,144.08376213769648,-68.04188106884824,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Glenelg","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",80,5,2,1,4,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.02, not greater than the threshold of 1.5",1.0197381796134657,1.5,FALSE,TRUE,142.2487909232408,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,142.2487909232408,-65.1243954616204,NA,NA,NA,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",80,5,2,2,5,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.506, not greater than the threshold of 1.5",0.5059839409900316,1.5,FALSE,TRUE,194.81376871860027,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,194.81376871860027,-91.40688435930014,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",80,5,2,2,5,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.474, not greater than the threshold of 1.5",0.47358407264281643,1.5,FALSE,TRUE,190.71694585094863,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,190.71694585094863,-89.35847292547432,NA,NA,NA,NA,NA,NA
"O'Sullivan","Shark and ray richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,9,2,1,5,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.694, not greater than the threshold of 1.5",0.694208819211095,1.5,FALSE,TRUE,118.85790897097286,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,118.85790897097286,-55.42895448548643,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"O'Sullivan","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",52,6,1,1,5,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.704, not greater than the threshold of 1.5",0.7037036452655014,1.5,FALSE,TRUE,98.98546431241658,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,98.98546431241658,-42.49273215620829,NA,NA,NA,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",57,4,2,2,4,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.445, not greater than the threshold of 1.5",0.44455881492629323,1.5,FALSE,TRUE,103.4751674778324,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,103.4751674778324,-45.7375837389162,NA,NA,"Period * Status","Full Period x Status interaction used",2,FALSE
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",35,2,1,2,3,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.64, not greater than the threshold of 1.5",0.6399999598078515,1.5,FALSE,TRUE,85.22741871950302,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,85.22741871950302,-37.61370935975151,NA,NA,NA,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ 1",12,1,1,1,1,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.748, not greater than the threshold of 1.5",0.7482517458302478,1.5,FALSE,TRUE,32.27499726118394,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,32.27499726118394,-15.137498630591969,NA,NA,"1","Intercept-only fixed effect used",0,FALSE
"Orcades Bank - Orcades Bank Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ 1",12,1,1,1,1,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.748, not greater than the threshold of 1.5",0.7482517458302478,1.5,FALSE,TRUE,32.27499726118394,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,32.27499726118394,-15.137498630591969,NA,NA,NA,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.782, not greater than the threshold of 1.5",0.7821297426002182,1.5,FALSE,TRUE,83.05255702190907,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,83.05255702190907,-36.52627851095453,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.782, not greater than the threshold of 1.5",0.7821297426002182,1.5,FALSE,TRUE,83.05255702190907,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,83.05255702190907,-36.52627851095453,NA,NA,NA,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",164,7,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.885, not greater than the threshold of 1.5",0.8853428800369646,1.5,FALSE,TRUE,182.3209503155581,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,182.3209503155581,-85.16047515777905,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",118,5,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.95, not greater than the threshold of 1.5",0.95024335017128,1.5,FALSE,TRUE,159.67074127714534,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,159.67074127714534,-68.83537063857267,NA,NA,NA,NA,NA,NA
