"reporting_name","metric","model_type","formula","n_observations","n_dates","n_periods","n_statuses","n_sites","requested_family_code","family_code","selected_family","link","selection_reason","poisson_dispersion_ratio","dispersion_threshold","poisson_overdispersed","poisson_valid","poisson_AIC","poisson_warnings","poisson_error","nbinom2_fitted","nbinom2_valid","nbinom2_AIC","nbinom2_theta","nbinom2_warnings","nbinom2_error","selected_model_valid","selected_converged","selected_pdHess","selected_finite_standard_errors","selected_AIC","selected_logLik","model_warnings","model_error","fixed_effect_structure","structure_reason","n_all_zero_period_status_cells","missing_period_status_cell"
"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",125,9,2,2,3,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.456, greater than the threshold of 1.5",2.4561069277989245,1.5,TRUE,TRUE,753.4371620772464,NA,NA,TRUE,TRUE,681.29633414084185,2.397067327944056,NA,NA,TRUE,TRUE,TRUE,TRUE,681.29633414084185,-333.6481670704209,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",125,9,2,2,3,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.626, greater than the threshold of 1.5",2.6255143624057475,1.5,TRUE,TRUE,755.2942838499001,NA,NA,TRUE,TRUE,686.2275020694836,2.5684927607965595,NA,NA,TRUE,TRUE,TRUE,TRUE,686.2275020694836,-332.1137510347418,NA,NA,NA,NA,NA,NA
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",96,4,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.993, not greater than the threshold of 1.5",0.9927065852944518,1.5,FALSE,TRUE,155.35876338932647,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,155.35876338932647,-71.67938169466323,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",96,4,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.007, not greater than the threshold of 1.5",1.0071250388338413,1.5,FALSE,TRUE,149.9509794274746,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,149.9509794274746,-65.9754897137373,NA,NA,NA,NA,NA,NA
"Boston Bay","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",141,6,2,1,3,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.617, not greater than the threshold of 1.5",0.617395654025013,1.5,FALSE,TRUE,179.56045225436074,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,179.56045225436074,-85.78022612718037,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Boston Bay","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",93,4,2,1,3,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.625, not greater than the threshold of 1.5",0.6250000042605682,1.5,FALSE,TRUE,145.06447939499168,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,145.06447939499168,-67.53223969749584,NA,NA,NA,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.099, not greater than the threshold of 1.5",1.0991556783340761,1.5,FALSE,TRUE,182.1896345853561,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,182.1896345853561,-86.09481729267804,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.099, not greater than the threshold of 1.5",1.0991556783340761,1.5,FALSE,TRUE,182.1896345853561,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,182.1896345853561,-86.09481729267804,NA,NA,NA,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",165,8,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.045, not greater than the threshold of 1.5",1.0447519781476742,1.5,FALSE,TRUE,828.2335411830635,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,828.2335411830635,-408.11677059153175,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",165,8,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.058, not greater than the threshold of 1.5",1.0582332389625195,1.5,FALSE,TRUE,814.8801891201692,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,814.8801891201692,-398.4400945600846,NA,NA,NA,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",46,2,2,2,6,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.513, greater than the threshold of 1.5",1.513407152937804,1.5,TRUE,TRUE,250.1245360273006,NA,NA,TRUE,TRUE,248.71607340040296,13.013857440685097,NA,NA,TRUE,TRUE,TRUE,TRUE,248.71607340040296,-118.35803670020148,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",46,2,2,2,6,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.513, greater than the threshold of 1.5",1.513407152937804,1.5,TRUE,TRUE,250.1245360273006,NA,NA,TRUE,TRUE,248.71607340040296,13.013857440685097,NA,NA,TRUE,TRUE,TRUE,TRUE,248.71607340040296,-118.35803670020148,NA,NA,NA,NA,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period + Status + (1 | uwa_site_code)",36,2,2,2,4,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.465, not greater than the threshold of 1.5",1.464646086367515,1.5,FALSE,TRUE,66.47025491650346,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,66.47025491650346,-29.235127458251732,NA,NA,"Period + Status","Additive Period + Status model used because 1 observed Period x Status cell contained all zeros",1,FALSE
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",36,2,2,2,4,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.277, not greater than the threshold of 1.5",1.27741935491549,1.5,FALSE,TRUE,65.45611022057864,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,65.45611022057864,-27.72805511028932,NA,NA,NA,NA,NA,NA
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct)",77,7,2,1,1,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.673, greater than the threshold of 1.5",3.6726623631021975,1.5,TRUE,TRUE,582.2384231345251,NA,NA,TRUE,TRUE,461.09445784580436,1.3392485389901994,NA,NA,TRUE,TRUE,TRUE,TRUE,461.09445784580436,-226.54722892290218,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct",65,6,2,1,1,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","nbinom2 selected: Poisson Pearson dispersion ratio = 4.559, greater than the threshold of 1.5",4.5589744402442784,1.5,TRUE,TRUE,545.8526822709133,NA,NA,TRUE,TRUE,436.5725231150673,1.565467995641261,NA,NA,TRUE,TRUE,TRUE,TRUE,436.5725231150673,-211.28626155753366,NA,NA,NA,NA,NA,NA
"Glenelg","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,6,2,1,4,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.869, greater than the threshold of 1.5",1.8690960308246216,1.5,TRUE,TRUE,275.98884352122064,NA,NA,TRUE,TRUE,249.9393865053596,1.1733607505118033,NA,NA,TRUE,TRUE,TRUE,TRUE,249.9393865053596,-119.9696932526798,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Glenelg","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",98,6,2,1,4,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.949, greater than the threshold of 1.5",1.9489464335550133,1.5,TRUE,TRUE,272.21773084507544,NA,NA,TRUE,TRUE,247.9835752131816,1.3067014547383384,NA,NA,TRUE,TRUE,TRUE,TRUE,247.9835752131816,-115.9917876065908,NA,NA,NA,NA,NA,NA
"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",80,5,2,2,5,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.652, not greater than the threshold of 1.5",0.6517671523726819,1.5,FALSE,TRUE,188.1628477744361,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,188.1628477744361,-88.08142388721805,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",74,4,2,2,5,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.509, not greater than the threshold of 1.5",0.5090054069564423,1.5,FALSE,TRUE,180.35474843878535,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,180.35474843878535,-85.17737421939268,NA,NA,NA,NA,NA,NA
"O'Sullivan","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",98,9,2,1,5,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.335, not greater than the threshold of 1.5",1.3346119938196295,1.5,FALSE,TRUE,282.75843140141285,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,282.75843140141285,-137.37921570070642,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"O'Sullivan","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",98,9,2,1,5,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.312, not greater than the threshold of 1.5",1.3118576268620492,1.5,FALSE,TRUE,287.4633300652679,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,287.4633300652679,-133.73166503263394,NA,NA,NA,NA,NA,NA
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",57,4,2,2,4,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.818, greater than the threshold of 1.5",1.8176492551336332,1.5,TRUE,TRUE,142.65897143288757,NA,NA,TRUE,TRUE,138.68923753662582,1.6803834050068087,NA,NA,TRUE,TRUE,TRUE,TRUE,138.68923753662582,-62.34461876831291,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",57,4,2,2,4,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.164, not greater than the threshold of 1.5",1.1644527648838523,1.5,FALSE,TRUE,135.8894847400223,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,135.8894847400223,-58.944742370011156,NA,NA,NA,NA,NA,NA
"Orcades Bank - Orcades Bank Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ 1",12,1,1,1,1,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.848, greater than the threshold of 1.5",2.8484848572230144,1.5,TRUE,TRUE,72.39260487733554,NA,NA,TRUE,TRUE,68.75366845451626,6.855996659826006,NA,NA,TRUE,TRUE,TRUE,TRUE,68.75366845451626,-32.37683422725813,NA,NA,"1","Intercept-only fixed effect used",0,FALSE
"Orcades Bank - Orcades Bank Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ 1",12,1,1,1,1,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.848, greater than the threshold of 1.5",2.8484848572230144,1.5,TRUE,TRUE,72.39260487733554,NA,NA,TRUE,TRUE,68.75366845451626,6.855996659826006,NA,NA,TRUE,TRUE,TRUE,TRUE,68.75366845451626,-32.37683422725813,NA,NA,NA,NA,NA,NA
"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.69, not greater than the threshold of 1.5",0.6903359169516853,1.5,FALSE,TRUE,146.40358252263547,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,146.40358252263547,-68.20179126131774,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.69, not greater than the threshold of 1.5",0.6903359169516853,1.5,FALSE,TRUE,146.40358252263547,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,146.40358252263547,-68.20179126131774,NA,NA,NA,NA,NA,NA
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct)",37,8,2,1,1,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.157, not greater than the threshold of 1.5",1.15669638278655,1.5,FALSE,TRUE,196.02564151837663,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,196.02564151837663,-95.01282075918832,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct",37,8,2,1,1,"auto_count","nbinom2","Negative binomial nbinom2 (log link)","log","Poisson was overdispersed (ratio = 1.559), but the nbinom2 replacement was invalid",1.559181789708515,1.5,TRUE,TRUE,179.67975531783603,NA,NA,TRUE,FALSE,NA,241095958.12218687,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting') | Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",NA,FALSE,FALSE,FALSE,TRUE,NA,NA,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting') | Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')","nbinom2 model did not converge | nbinom2 model Hessian was not positive definite | nbinom2 model AIC was not finite",NA,NA,NA,NA
"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",164,7,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.091, not greater than the threshold of 1.5",1.0912811278847057,1.5,FALSE,TRUE,825.1142785201998,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,825.1142785201998,-406.5571392600999,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",164,7,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.061, not greater than the threshold of 1.5",1.0605054643853218,1.5,FALSE,TRUE,812.4389724487946,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,812.4389724487946,-391.2194862243973,NA,NA,NA,NA,NA,NA
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",163,8,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.442, not greater than the threshold of 1.5",1.4422733670523467,1.5,FALSE,TRUE,963.3119168725874,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,963.3119168725874,-475.6559584362937,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",163,8,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.497, not greater than the threshold of 1.5",1.4966690958712587,1.5,FALSE,TRUE,960.3385924444351,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,960.3385924444351,-463.16929622221755,NA,NA,NA,NA,NA,NA
"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",181,8,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.86, not greater than the threshold of 1.5",0.8597625004927278,1.5,FALSE,TRUE,865.6971976198275,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,865.6971976198275,-426.84859880991377,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct * Status + (1 | uwa_site_code)",181,8,2,2,6,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.868, not greater than the threshold of 1.5",0.8677348264024737,1.5,FALSE,TRUE,860.2516801935128,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,860.2516801935128,-413.1258400967564,NA,NA,NA,NA,NA,NA
"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period * Status + (1 | start_date_fct) + (1 |     uwa_site_code)",72,5,2,2,4,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.083, not greater than the threshold of 1.5",1.08253289438193,1.5,FALSE,TRUE,333.5913800855426,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,333.5913800855426,-160.7956900427713,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",72,5,2,2,4,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 1.049, not greater than the threshold of 1.5",1.0491813864672848,1.5,FALSE,TRUE,332.9163707060541,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,332.9163707060541,-160.45818535302706,NA,NA,NA,NA,NA,NA
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Period","n_species_sample ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",84,7,2,1,3,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.857, not greater than the threshold of 1.5",0.8566091942234868,1.5,FALSE,TRUE,148.8532258904653,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,148.8532258904653,-70.42661294523265,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Temporal","n_species_sample ~ start_date_fct + (1 | uwa_site_code)",84,7,2,1,3,"auto_count","poisson","Poisson (log link)","log","Poisson retained: Pearson dispersion ratio = 0.877, not greater than the threshold of 1.5",0.8771932855204562,1.5,FALSE,TRUE,151.90913581168672,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,151.90913581168672,-67.95456790584336,NA,NA,NA,NA,NA,NA
"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",125,9,2,2,3,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,274.17511217958736,-130.08755608979368,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",125,9,2,2,3,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,270.66257696187495,-124.33128848093747,NA,NA,NA,NA,NA,NA
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",96,4,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,119.17266349627579,-52.586331748137894,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",96,4,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,112.41591966241849,-46.207959831209244,NA,NA,NA,NA,NA,NA
"Boston Bay","Shannon diversity","Period","shannon ~ Period + (1 | start_date_fct) + (1 | uwa_site_code)",141,6,2,1,3,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,160.34078158485156,-75.17039079242578,NA,NA,"Period","Period-only fixed effect used",0,FALSE
"Boston Bay","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",141,6,2,1,3,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,142.65490679910062,-63.32745339955031,NA,NA,NA,NA,NA,NA
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | uwa_site_code)",48,2,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,35.98020695592126,-11.99010347796063,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",48,2,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,35.98020695592126,-11.99010347796063,NA,NA,NA,NA,NA,NA
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | start_date_fct) + (1 | uwa_site_code)",165,8,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,306.94828529535926,-146.47414264767963,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct + (1 | uwa_site_code)",165,8,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,300.9499676898391,-140.47498384491956,NA,NA,NA,NA,NA,NA
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | uwa_site_code)",46,2,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,69.29917900819642,-28.64958950409821,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Temporal","shannon ~ start_date_fct * Status + (1 | uwa_site_code)",46,2,2,2,6,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,69.29917900819642,-28.64958950409821,NA,NA,NA,NA,NA,NA
"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Period","shannon ~ Period * Status + (1 | uwa_site_code)",36,2,2,2,4,"gaussian","gaussian","Gaussian (identity link)","identity","Gaussian identity model was specified for Shannon diversity",NA,1.5,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,44.37354408519023,-16.186772042595116,NA,NA,"Period * Status","Full Period x Status interaction used",0,FALSE
