site_name,status,CAP1,MDS1,n_events
Backstairs Deep,Fished,0.6907241687942094,2.002802949604698,4
Deep Creek,Fished,0.211620304490179,0.5204971287033188,4
Fishery Beach,Fished,0.5300442427952683,1.5214873442764534,4
Flat Irons,Fished,-0.7146952167533446,-1.1261192660432155,9
Newland Head,Fished,0.03377096298083715,-1.054087777896953,6
Porpoise Head,Fished,0.12501907714411398,0.07011259285819461,4
