site_name,status,CAP1,MDS1,n_events
Edithburgh,Fished,0.05388797154703612,-1.5653105692771019,4
Troubridge Lighthouse,Fished,-0.22741787555932758,1.603134547040212,2
Troubridge Point,Fished,0.05982096623262778,0.7637432957569954,4
