"Period","Status","response","SE","df","asymp.LCL","asymp.UCL","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"Bloom","Fished",0.03930981065260374,0.04102039608606508,Inf,0.005084625388368267,0.30390856661309623,"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.606, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","No-take",0.19707893428446543,0.19824578431631945,Inf,0.02744093671822974,1.415407452650774,"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.606, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","No-take",0.4717169101802828,0.4100389149723268,Inf,0.0858571216707469,2.591710961419856,"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.606, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",0.792345719647242,0.23865722305702083,Inf,0.4390661123746903,1.42987974190899,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.584, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom","Fished",7.46350590261399e-10,7.504713413920781e-6,Inf,2.220446049250313e-16,NA,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.584, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom","Fished",3.708191107409362,0.6255212206239453,Inf,2.6642564582829324,5.161170294368714,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.456, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",1.0792893404539412,0.428238750244335,Inf,0.4959061107994651,2.3489637555374925,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.456, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",7.784600012804451,0.935939521368603,Inf,6.150305126455322,9.853169251503683,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.456, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",5.185424866072239,1.6098456404322092,Inf,2.8217843580936215,9.528946095599622,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.456, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.3341883553229345,0.12956223423741262,Inf,0.1563101120642344,0.7144890075157335,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.993, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",0.077523300263912,0.081639812435672,Inf,0.009840827837880728,0.6107069631555421,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.993, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",0.39668166409111555,0.1464951433301336,Inf,0.19234995931868934,0.8180731786139106,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.993, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",0.3810003542423533,0.21416535049656732,Inf,0.12660583055695418,1.146560701779823,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.993, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.2755638942042951,0.11250974882639865,Inf,0.12379011225938129,0.6134210431114724,"Boston Bay","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.617, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",0.1525475179616144,0.09321830263128483,Inf,0.04605272489317997,0.5053065869658295,"Boston Bay","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.617, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",2.7463496333737583,0.4868246139251804,Inf,1.9403039618724958,3.887244708531816,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.099, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",1.6644547782574317,0.3763247291506327,Inf,1.0686110883792737,2.59253318535725,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.099, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",2.9125492267970583,0.5023059231643812,Inf,2.077173678652911,4.083887200042656,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.099, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",2.3300397871091243,0.44750238381870483,Inf,1.5991286944757037,3.3950271971647243,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.099, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",5.8397928311416045,0.7623741387420397,Inf,4.521417965302628,7.542585218256922,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.045, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",6.098636629120334,1.7019451056826012,Inf,3.5292964652524685,10.538465413782577,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.045, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",7.601128860769221,0.9903778823016344,Inf,5.888057528362545,9.812601130289313,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.045, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",6.596443536417827,1.8287222333389892,Inf,3.8311795968870217,11.357616167225505,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.045, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",7.527443393619415,1.5042102932337933,Inf,5.088054437216346,11.13635963280777,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.513, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",5.771185397199404,1.2283776283659948,Inf,3.802678480373281,8.758716010504832,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.513, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",6.5005920882169645,1.3285984667913777,Inf,4.354951946404236,9.703367113448868,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.513, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",4.896918009339384,1.0780403555391789,Inf,3.180779905349926,7.538970536710024,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.513, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.24286876669972365,0.14768730414942025,Inf,0.07374968841555302,0.7998032141625353,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.465, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",0.7571312332438596,0.2934183661247077,Inf,0.35423936594442673,1.6182495777256418,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.465, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",0.13213123324397757,0.08927121832435324,Inf,0.03514892919434341,0.4967053961172753,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.465, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",0.4119125111700031,0.17472077038385256,Inf,0.1793705559082511,0.9459295925088503,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.465, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",3.0058954138616834,2.069684272765772,Inf,0.7796256636683349,11.589417409068908,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.673, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",15.846198636691367,16.36021278452448,Inf,2.094655164878319,119.87749365326489,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.673, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.7658168477879926,0.5183597379546699,Inf,0.20322198829133695,2.8858857709588617,"Glenelg","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.869, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",0.33296873552957307,0.24878870818348225,Inf,0.07698388131308162,1.4401479497932677,"Glenelg","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.869, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.7941176462955176,0.15282799998688992,Inf,0.5445917356662092,1.1579735696621987,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.652, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",0.3749999990250943,0.15309309604619037,Inf,0.16847277137782166,0.8347046120197739,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.652, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",1.7727272700410681,0.28386352301955753,Inf,1.295211239476286,2.4262930077860827,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.652, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",0.6249999995389317,0.2795084739463691,Inf,0.2601424018896037,1.5015814284263957,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.652, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",1.0568333794197846,0.8131629238187806,Inf,0.23391798022916532,4.77473681485125,"O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.335, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",0.3964895370349113,0.31176460005475864,Inf,0.08490269724779949,1.851577842330948,"O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.335, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.5704591064503782,0.33642025030602185,Inf,0.17957271786046383,1.8122106520937824,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.818, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",0.31081884019229045,0.2781721631526246,Inf,0.05379120261209604,1.7959879446301186,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.818, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",0.732621862437524,0.34704568283180437,Inf,0.28950932633021087,1.853946469100042,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.818, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",0.14310215189372438,0.16500620600068783,Inf,0.014933263352929297,1.371316194768478,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.818, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",7.499999925586994,1.1439878129719705,Inf,5.5619365762390345,10.113383731146572,"Orcades Bank - Orcades Bank Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.848, greater than the threshold of 1.5","overall","reef_associated_richness"
"Pre-bloom","Fished",2.083333333332776,0.41666663236261803,Inf,1.4077270894660792,3.083181257399565,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.69, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",0.9999999999993331,0.28867511063788936,Inf,0.5679097179960836,1.7608432613677556,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.69, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",2.2500000000000333,0.4330126662837243,Inf,1.5430099202283214,3.280925115018732,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.69, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",1.333333333332361,0.3333333057404544,Inf,0.816842580083675,2.1764019422115264,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.69, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",5.115994058558963,1.1811681864380361,Inf,3.2539187355897505,8.043653617079915,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.157, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",4.259564697836998,2.537636007987438,Inf,1.3251402084840347,13.692054092763417,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.157, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",5.953222156153409,0.6900113344585683,Inf,4.743436907178823,7.4715559064101535,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.091, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",6.146913463509961,1.2780970373905722,Inf,4.089507514924899,9.2393876255229,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.091, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",7.3647550712182985,0.8369805348099959,Inf,5.894161246110116,9.202262203944857,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.091, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",6.3625966934154885,1.3169974475474187,Inf,4.2407601675706434,9.546080203411394,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.091, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",9.79810101749705,0.7530334117880285,Inf,8.427966233885636,11.390978663759492,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.442, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",9.290958663870876,1.001186230480196,Inf,7.522041660608108,11.47586211145482,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.442, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",11.71057819337287,0.884468182290322,Inf,10.099256356270413,13.57898411381095,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.442, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",11.815654207523153,1.2382492789810398,Inf,9.62175079521774,14.509800484663273,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.442, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",5.96305663519695,1.9332638609128896,Inf,3.158664908320478,11.257301887547566,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.86, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",4.759530995290367,1.5969888099956353,Inf,2.4657913523831376,9.186963557657025,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.86, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",6.869201611104123,2.2216372546935483,Inf,3.6442708850691155,12.947975675277107,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.86, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",4.56917525336051,1.5345633780163683,Inf,2.3657055259213786,8.825004746857031,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.86, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",2.0285409114649697,1.8183628747755107,Inf,0.3500866924992474,11.754169231942393,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.083, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",2.4403712955061136,2.1832191933918628,Inf,0.42261900359679033,14.091680708262917,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.083, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","No-take",4.306454213365139,6.499134335773904,Inf,0.22362448218473283,82.93165270021805,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.083, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","No-take",4.968983698012733,7.497942878795335,Inf,0.25813558163728106,95.65050596477062,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.083, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",0.4027777777756472,0.07479394964348753,Inf,0.2798990057272509,0.5796016954342972,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.857, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom","Fished",0.7500000000044944,0.24999998039385848,Inf,0.3902360957187021,1.4414350855237499,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.857, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom","Fished",1.3183042905425786,0.1380648373185528,Inf,1.0477021818668335,1.5889063992183237,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom","Fished",1.2472668284073725,0.2616357155289683,Inf,0.7344702489012278,1.7600634079135171,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom","No-take",1.6986429944450552,0.10407880701414954,Inf,1.4946522811434273,1.902633707746683,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom","No-take",1.429018029032663,0.26163571569780614,Inf,0.9162214491956023,1.941814608869724,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom","Fished",1.2529633361046562,0.12838731754594518,Inf,1.0013288176428963,1.504597854566416,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom","Fished",0.8973869229833302,0.22237335698058236,Inf,0.46154315218012026,1.3332306937865401,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom","No-take",1.0150586439749354,0.12838731755064797,Inf,0.7634241255039582,1.2666931624459126,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom","No-take",1.5013947139108827,0.22237335698057997,Inf,1.0655509431076775,1.937238484714088,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom","Fished",1.2624104210454858,0.23765557293103207,Inf,0.796614057375431,1.7282067847155407,"Boston Bay","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom","Fished",1.4568349451252627,0.3155962800611505,Inf,0.8382776025505915,2.075392287699934,"Boston Bay","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom","Fished",1.8995814073485509,0.09379684881745479,Inf,1.7157429618029911,2.0834198528941106,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom","Fished",1.7666509940629123,0.0937968488174517,Inf,1.5828125485173585,1.950489439608466,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom","No-take",1.9491197042130954,0.0937968488174449,Inf,1.765281258667555,2.1329581497586356,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom","No-take",1.8412157347280973,0.09379684881745202,Inf,1.6573772891825431,2.0250541802736515,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom","Fished",1.7500689353736678,0.06976963911617112,Inf,1.6133229554916155,1.88681491525572,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom","Fished",1.8355737678376918,0.16970905621907822,Inf,1.5029501297980152,2.1681974058773683,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom","No-take",1.7853532407830848,0.07026623295946025,Inf,1.6476339548532415,1.923072526712928,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom","No-take",1.7239627001722175,0.16970905621908847,Inf,1.391339062132521,2.0565863382119143,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom","Fished",2.0539438619252826,0.1328507552967274,Inf,1.793561166224753,2.314326557625812,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom","Fished",1.9741773738356059,0.13927209288109618,Inf,1.7012090877371402,2.2471456599340716,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom","No-take",1.9381005418805075,0.13285075529668308,Inf,1.677717846180065,2.19848323758095,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom","No-take",1.7606764891525195,0.13884804582431357,Inf,1.488539320013098,2.032813658291941,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
