"start_date_fct","response","SE","df","asymp.LCL","asymp.UCL","start_date_date","Period","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","fixed_effect_structure","structure_reason","n_all_zero_date_status_cells","1","metric_id"
"2016-11-19",9.762412566759194,1.9775909499588604,Inf,6.563380779277377,14.520671941589042,"2016-11-19","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.945, greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2019-12-07",11.393527102877588,2.2260085580899065,Inf,7.768815770310214,16.709426981150138,"2019-12-07","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.945, greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2020-11-26",9.637203314276745,1.9542078237417724,Inf,6.476591648845216,14.340210523735353,"2020-11-26","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.945, greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2021-11-22",9.480664906591427,2.0784863047723503,Inf,6.169163476844681,14.56972366001336,"2021-11-22","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.945, greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2025-02-06",7.603986752381411,1.428285418856847,Inf,5.262074174322369,10.988179302477798,"2025-02-06","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.945, greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2026-02-21",6.960160985101825,1.2343867822934316,Inf,4.916526882595762,9.853264732472466,"2026-02-21","Bloom","Aldinga - Aldinga Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.945, greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2016-05-24",4.182915619559846,0.43446655474592455,Inf,3.412458847340784,5.127324273519777,"2016-05-24","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.848, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2017-04-05",6.268649844843376,0.5352988527169763,Inf,5.302581512249113,7.410724528511269,"2017-04-05","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.848, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2018-03-28",7.630041583422436,0.5965242357891105,Inf,6.546047043254524,8.893540510795248,"2018-03-28","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.848, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2026-03-24",5.54980117486347,0.5067977449085889,Inf,4.640312708480983,6.637546867094328,"2026-03-24","Bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.848, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2021-10-11",8.321558041491073,0.9112239281491467,Inf,6.714237741479758,10.313654491275583,"2021-10-11","Pre-bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.549, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2022-05-10",4.602538864161192,0.5443025491766524,Inf,3.6503390485019382,5.803122316763326,"2022-05-10","Pre-bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.549, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2024-03-25",5.779582538503769,0.7511930402558239,Inf,4.479842622254017,7.456416918184233,"2024-03-25","Pre-bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.549, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2024-11-14",7.725689913325616,0.9411594807710322,Inf,6.084741673953042,9.809173147376212,"2024-11-14","Pre-bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.549, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-05-22",5.670987528619728,0.7343401108497511,Inf,4.399831185562254,7.309393972953248,"2025-05-22","Bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.549, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-11-11",6.942027320524083,0.8766803508397053,Inf,5.419903363038169,8.89162409196324,"2025-11-11","Bloom","Boston Bay","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.549, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2017-01-12",9.157192073257447,0.6180164935905756,Inf,8.022596589211037,10.452247689893559,"2017-01-12","Pre-bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.661, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2026-03-10",7.540630683905047,0.5605676252692121,Inf,6.518229854082728,8.723397668376952,"2026-03-10","Bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.661, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2015-12-10",8.931854132349908,0.6998557535918639,Inf,7.66029851822857,10.414479024771042,"2015-12-10","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2016-12-06",6.162719415202544,0.5145806765310228,Inf,5.232364005488923,7.258499322805725,"2016-12-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2017-12-05",10.118518103419172,0.6658682506404868,Inf,8.894099488362185,11.51149801541912,"2017-12-05","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2018-12-11",10.772562971536814,0.7023313844427043,Inf,9.4803383939015,12.2409251815713,"2018-12-11","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2020-12-04",11.409358802414436,0.7093057878966842,Inf,10.100504960223882,12.887817866023447,"2020-12-04","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2025-02-06",17.60693424017088,2.184712108175136,Inf,13.805894225030176,22.454476927373687,"2025-02-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2025-02-20",15.652530556408722,0.8563115451791605,Inf,14.061038979084877,17.424154302092262,"2025-02-20","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2025-12-17",12.491998930876484,0.7441556320811333,Inf,11.11540696593175,14.039075471308063,"2025-12-17","Bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.078, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2015-11-15",10.21941582967511,0.9151491937037296,Inf,8.574344540703404,12.18011002520861,"2015-11-15","Pre-bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.248, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2025-12-04",8.910802260624386,0.8473356932460446,Inf,7.395632709366283,10.736389981534456,"2025-12-04","Bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.248, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2017-01-12",4.562071891394754,0.5340001898966712,Inf,3.626829829506026,5.738482619982414,"2017-01-12","Pre-bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.684, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2026-02-16",4.373213900046938,0.4787135135784994,Inf,3.528775343380263,5.41972722957298,"2026-02-16","Bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.684, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2016-01-19",11.999926807276687,2.5425192439861997,Inf,7.921871711467497,18.177300595710168,"2016-01-19","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.571, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2017-02-25",21.000003607787374,2.9302330757400825,Inf,15.975227825172823,27.60524959976976,"2017-02-25","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.571, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2019-02-16",16.18182154038975,1.71744543170389,Inf,13.142735663054399,19.92365631313069,"2019-02-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.571, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2020-04-10",7.74999727301975,0.8879484179052353,Inf,6.191216039585557,9.701237583664453,"2020-04-10","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.571, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2022-03-16",21.00000362806055,2.930233079407215,Inf,15.975227839345209,27.60524962857944,"2022-03-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.571, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-11-10",21.083314478856117,2.9406717151933877,Inf,16.040373102579778,27.711708859368983,"2025-11-10","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.571, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2026-04-08",20.833359683261452,2.909350340596081,Inf,15.844924504823073,27.3922968556921,"2026-04-08","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.571, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2020-10-13",7.077433519546529,1.3734079283730274,Inf,4.838339021757623,10.352739855216795,"2020-10-13","Pre-bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2021-10-25",6.670409959237676,1.2855794778387308,Inf,4.57195086648294,9.732031319602811,"2021-10-25","Pre-bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2022-12-02",5.802410923132057,1.1309375075965091,Inf,3.9600650113956517,8.501873687426297,"2022-12-02","Pre-bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2023-11-23",8.703669565562183,1.6186905578190156,Inf,6.04501917859946,12.531616801924596,"2023-11-23","Pre-bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-10-21",1.4661643812525689,0.37715519201066827,Inf,0.8855643431623014,2.4274215752381014,"2025-10-21","Bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2026-03-20",6.047814230364678,1.1530730439393622,Inf,4.162064527706548,8.787960090843729,"2026-03-20","Bloom","Glenelg","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.136, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2014-09-03",5.83333331393224,0.986013214897299,Inf,4.188297117072102,8.12448988223151,"2014-09-03","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.365, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2015-01-07",8.826086955924396,0.6194698125252034,Inf,7.691757264786286,10.12770011739355,"2015-01-07","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.365, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2016-01-10",7.9999999861225835,0.617213348848394,Inf,6.877306291415354,9.30596909110327,"2016-01-10","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.365, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2016-03-11",9.166666723906141,1.236032984928108,Inf,7.037776306483506,11.939535325917948,"2016-03-11","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.365, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2026-01-26",7.333333307736823,0.5527707521642451,Inf,6.3261531168651475,8.500865598556878,"2026-01-26","Bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.365, not greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"richness"
"2015-04-28",12.316362145203978,2.6827944711085587,Inf,8.036568611302773,18.87531654722267,"2015-04-28","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.015, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2015-10-09",13.249486882893962,2.8697784799511186,Inf,8.666279354690342,20.256547876565854,"2015-10-09","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.015, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2021-10-12",6.005236013102849,1.0937299181956188,Inf,4.202437567352137,8.581414713506335,"2021-10-12","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.015, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2022-12-01",5.950861635674673,1.0576666161093538,Inf,4.200422195756088,8.430760660850721,"2022-12-01","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.015, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2023-12-01",5.255298099905667,0.9591175976617143,Inf,3.6749286580844407,7.515290958945609,"2023-12-01","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.015, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2024-12-19",4.09604103711837,0.792878376315216,Inf,2.8028226185235927,5.985948617253356,"2024-12-19","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.015, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-02-04",6.5595392871990255,1.3388430329020513,Inf,4.396810759669427,9.786083143487966,"2025-02-04","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.015, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-11-13",4.6375235384649525,0.7776317938440493,Inf,3.3385238085198,6.441956326605283,"2025-11-13","Bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.015, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2026-03-06",3.950321695281139,0.6860290210838597,Inf,2.8106665350245867,5.552078591234354,"2026-03-06","Bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.015, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2014-09-03",5.200760910580692,1.0184279673916246,Inf,3.5430897469102915,7.6339906638297546,"2014-09-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.046, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2016-03-11",5.573730439988266,1.093737225121543,Inf,3.79414615299887,8.188000610650446,"2016-03-11","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.046, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2016-11-03",4.002330842241786,0.7898382965995704,Inf,2.7185227709003117,5.89241051876672,"2016-11-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.046, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2025-10-13",2.7934437940951247,0.535341940264825,Inf,1.918729409309777,4.066924806023404,"2025-10-13","Bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.046, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2017-02-03",12.916666838593299,1.3105517062876941,Inf,10.587313924731475,15.758509042551825,"2017-02-03","Pre-bloom","Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.822, greater than the threshold of 1.5","1","Intercept-only fixed effect used",0,"overall","richness"
"2017-02-03",7.645813135397567,0.6520527304570285,Inf,6.468911830531137,9.036830309776873,"2017-02-03","Pre-bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.735, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2025-11-14",9.197671380770256,0.7331713813524414,Inf,7.867310676154483,10.752995821691771,"2025-11-14","Bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.735, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2015-04-28",4.000000241583534,0.6030226571136774,Inf,2.9767103069734224,5.375061824184151,"2015-04-28","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.368, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2015-10-09",10.416664930370292,0.931694835334216,Inf,8.741680190898194,12.412591847569912,"2015-10-09","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.368, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2021-10-12",8.250003932768026,1.4361408842596983,Inf,5.865148788183677,11.604576004586837,"2021-10-12","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.368, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2022-12-01",13.4999960489535,1.8371168851595403,Inf,10.339505672311567,17.62655769993065,"2022-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.368, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2023-12-01",8.750000259811502,1.4790198444812843,Inf,6.282445920619207,12.186735152851941,"2023-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.368, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2024-12-19",9.49999925690299,1.541103312043787,Inf,6.912584503483741,13.055896218798342,"2024-12-19","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.368, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-02-04",6.749997971579242,1.2990378022385884,Inf,4.629028109199457,9.842772940992889,"2025-02-04","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.368, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2025-11-13",8.50000049160972,1.1902380066569092,Inf,6.459916544117205,11.184356309240677,"2025-11-13","Bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.368, not greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"richness"
"2015-12-10",8.134303832630113,0.6261998902139007,Inf,6.99507988989888,9.459062638739562,"2015-12-10","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2016-12-06",7.923116312557109,0.6120820733814263,Inf,6.809863704496547,9.218359548203258,"2016-12-06","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2017-12-05",8.433979357922581,0.6677876732395458,Inf,7.221640923192336,9.849840024782095,"2017-12-05","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2018-12-11",8.966319977685638,0.6683208583997451,Inf,7.74762137163995,10.37671952278526,"2018-12-11","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2021-01-21",11.270204667477735,0.7530439399952531,Inf,9.886825462801774,12.847148331355504,"2021-01-21","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2025-02-27",13.036734592805319,0.8287284462532346,Inf,11.50956836868156,14.76653540767973,"2025-02-27","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
"2025-12-10",8.938558963067772,0.6544144675584235,Inf,7.743706702039825,10.31777666827086,"2025-12-10","Bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"richness"
