"Period","response","SE","df","asymp.LCL","asymp.UCL","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"Bloom",1.5340070253044429,0.27148998016136455,Inf,1.0018964420246748,2.066117608584211,"Victor Harbor - Encounter Bay Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom",1.4834495831164813,0.12380813065992638,Inf,1.2407901060297966,1.7261090602031661,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Bloom",0.42880448951193295,0.16024792609435304,Inf,0.11472432576976477,0.7428846532541011,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for Shannon diversity",NA,"shannon_diversity"
"Pre-bloom",5.841660717390597,1.5144886008826386,Inf,3.5144452639985637,9.7099250020126,"Aldinga - Aldinga Reef Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 5.804, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",4.536050886479606,1.0880383858113536,Inf,2.834684531009217,7.258570546263553,"Aldinga - Aldinga Reef Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 5.804, greater than the threshold of 1.5",NA,"large_fish"
"Pre-bloom",1.7205091635638567,0.22568175053186176,Inf,1.330465493564519,2.224899327510183,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.924, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",2.056493729472853,0.41880115251445627,Inf,1.3796907935831466,3.065300195544353,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.924, greater than the threshold of 1.5",NA,"large_fish"
"Pre-bloom",2.1896883517710592,0.47997459949496546,Inf,1.4249542054352573,3.3648345045708252,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.083, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",3.2081246547670594,0.6876959529889843,Inf,2.107594458537451,4.883322670940387,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.083, greater than the threshold of 1.5",NA,"large_fish"
"Pre-bloom",9.050059923482468,1.3684216948141705,Inf,6.728911725625082,12.17189167554655,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.952, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",10.43163275349535,3.600855834153963,Inf,5.303093077789004,20.519904196960915,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.952, greater than the threshold of 1.5",NA,"large_fish"
"Pre-bloom",10.590199994589572,2.030079850343039,Inf,7.273337966434992,15.419651395681827,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.586, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",9.467152579225887,1.8920812511553557,Inf,6.398827192467033,14.006782065290965,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.586, greater than the threshold of 1.5",NA,"large_fish"
"Pre-bloom",0.6998542112817532,0.2680345014338225,Inf,0.330376493976791,1.4825386369140812,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.005, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",6.220166897078405,1.1512312299190872,Inf,4.3277411905475285,8.940108597994747,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.005, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",38.869565217385315,2.041034547926021,Inf,35.068180090521565,43.08301988550954,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.479, greater than the threshold of 1.5","overall","large_fish"
"Pre-bloom",1.4545994852504032,1.2991032761551458,Inf,0.25265916284751305,8.374363465170347,"Glenelg","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.497, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",0.1754986060887755,0.20346085103415756,Inf,0.018090473486719577,1.702540332165084,"Glenelg","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.497, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",1.6840241981634265,0.3813254045372386,Inf,1.0804503018686644,2.6247736662159755,"Middle/Long Spit - Middle Spit Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.011, greater than the threshold of 1.5","overall","large_fish"
"Pre-bloom",0.6527187104092917,0.6927095997238508,Inf,0.081540420554914,5.22491436785573,"O'Sullivan","Abundance > 200 mm","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.172, not greater than the threshold of 1.5",NA,"large_fish"
"Bloom",0.42269151054731857,0.4520566929443004,Inf,0.051962183665331084,3.438425802878265,"O'Sullivan","Abundance > 200 mm","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.172, not greater than the threshold of 1.5",NA,"large_fish"
"Pre-bloom",2.152974123546636,1.0628975123830537,Inf,0.8181083276400157,5.665872623534804,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.968, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",0.23367924256658135,0.15509096075405823,Inf,0.06363334955210471,0.8581347483803016,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.968, greater than the threshold of 1.5",NA,"large_fish"
"Pre-bloom",0.905964164091227,0.25829925249169755,Inf,0.5181137596699832,1.5841522277661813,"Port Gibbon - Port Gibbon Sanctuary Zone","Abundance > 200 mm","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.16, not greater than the threshold of 1.5",NA,"large_fish"
"Bloom",1.7244495364300603,0.36233639506463267,Inf,1.1423480923734746,2.603169930030077,"Port Gibbon - Port Gibbon Sanctuary Zone","Abundance > 200 mm","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.16, not greater than the threshold of 1.5",NA,"large_fish"
"Pre-bloom",8.64285667698899,0.8594463322729402,Inf,7.112360549112898,10.502697525407383,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.672, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",5.000000859024079,1.0553060067985263,Inf,3.3060886109539718,7.56180838813869,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.672, greater than the threshold of 1.5",NA,"large_fish"
"Pre-bloom",9.193630478603932,0.9856516018378142,Inf,7.451256216838606,11.343435109117241,"Rapid Head - Rapid Head Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.407, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",6.584783338916526,1.1097685133950672,Inf,4.732427531861339,9.162183959194982,"Rapid Head - Rapid Head Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.407, greater than the threshold of 1.5",NA,"large_fish"
"Pre-bloom",11.679488067531633,0.9146658679089323,Inf,10.017582399100977,13.617102019730416,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.309, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",15.229208758019485,1.9339870342031689,Inf,11.873577452960783,19.53318621234107,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.309, greater than the threshold of 1.5",NA,"large_fish"
"Pre-bloom",7.452469703971161,2.905835900587943,Inf,3.470589624273861,16.00284409892694,"The Pages - The Pages Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.88, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",4.975468759420473,2.0552042237076793,Inf,2.2142688348988826,11.179893329031831,"The Pages - The Pages Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.88, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",4.668784764296402,3.344435689212172,Inf,1.1467121898195638,19.008737649118455,"Victor Harbor - Encounter Bay Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.351, greater than the threshold of 1.5","overall","large_fish"
"Pre-bloom",0.9748115590817966,0.21848692898996103,Inf,0.6282590601757535,1.5125250648254107,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.619, greater than the threshold of 1.5",NA,"large_fish"
"Bloom",0.24312142177992516,0.17578469177012163,Inf,0.058935481863747606,1.0029276737728818,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Abundance > 200 mm","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.619, greater than the threshold of 1.5",NA,"large_fish"
