reporting_name,period,period_group,scientific,family,genus,species,n_deployments,n_present,occurrence_percent,occurrence_prop,average_abundance,abundance_sd,occurrence_se,abundance_se,common_name,display_name
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Microcanthidae Tilodon sexfasciatus,Microcanthidae,Tilodon,sexfasciatus,45,0,0,0,0,0,0,0,Moonlighter,<i>Tilodon sexfasciatus</i><br>(Moonlighter)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Acanthaluteres brownii,Monacanthidae,Acanthaluteres,brownii,45,0,0,0,0,0,0,0,Spiny-tailed leatherjacket,<i>Acanthaluteres brownii</i><br>(Spiny-tailed leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Acanthaluteres spilomelanurus,Monacanthidae,Acanthaluteres,spilomelanurus,45,0,0,0,0,0,0,0,Bridled leatherjacket,<i>Acanthaluteres spilomelanurus</i><br>(Bridled leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Acanthaluteres vittiger,Monacanthidae,Acanthaluteres,vittiger,45,10,22.22222222222222,0.2222222222222222,0.35555555555555557,0.7732915349205615,6.197481678030189,0.11527549590050185,Toothbrush leatherjacket,<i>Acanthaluteres vittiger</i><br>(Toothbrush leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Brachaluteres jacksonianus,Monacanthidae,Brachaluteres,jacksonianus,45,0,0,0,0,0,0,0,Southern Pygmy leatherjacket,<i>Brachaluteres jacksonianus</i><br>(Southern Pygmy leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Eubalichthys cyanoura,Monacanthidae,Eubalichthys,cyanoura,45,0,0,0,0,0,0,0,Bluetail leatherjacket,<i>Eubalichthys cyanoura</i><br>(Bluetail leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Eubalichthys gunnii,Monacanthidae,Eubalichthys,gunnii,45,0,0,0,0,0,0,0,Gunn's leatherjacket,<i>Eubalichthys gunnii</i><br>(Gunn's leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Eubalichthys mosaicus,Monacanthidae,Eubalichthys,mosaicus,45,0,0,0,0,0,0,0,Mosaic leatherjacket,<i>Eubalichthys mosaicus</i><br>(Mosaic leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Meuschenia australis,Monacanthidae,Meuschenia,australis,45,0,0,0,0,0,0,0,Southern leatherjacket,<i>Meuschenia australis</i><br>(Southern leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Meuschenia flavolineata,Monacanthidae,Meuschenia,flavolineata,45,0,0,0,0,0,0,0,Yellow-striped leatherjacket,<i>Meuschenia flavolineata</i><br>(Yellow-striped leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Meuschenia freycineti,Monacanthidae,Meuschenia,freycineti,45,5,11.11111111111111,0.1111111111111111,0.15555555555555556,0.4746077593682232,4.684855792842043,0.07075034750641397,Six-spined leatherjacket,<i>Meuschenia freycineti</i><br>(Six-spined leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Meuschenia galii,Monacanthidae,Meuschenia,galii,45,0,0,0,0,0,0,0,Blue-lined leatherjacket,<i>Meuschenia galii</i><br>(Blue-lined leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Meuschenia hippocrepis,Monacanthidae,Meuschenia,hippocrepis,45,0,0,0,0,0,0,0,Horseshoe leatherjacket,<i>Meuschenia hippocrepis</i><br>(Horseshoe leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Meuschenia scabra,Monacanthidae,Meuschenia,scabra,45,1,2.2222222222222223,0.022222222222222223,0.022222222222222223,0.14907119849998599,2.197392144324641,0.022222222222222223,Velvet Leatherjacket,<i>Meuschenia scabra</i><br>(Velvet Leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Meuschenia venusta,Monacanthidae,Meuschenia,venusta,45,0,0,0,0,0,0,0,Stars and stripes leatherjacket,<i>Meuschenia venusta</i><br>(Stars and stripes leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Monacanthidae juvenile,Monacanthidae,Monacanthidae,juvenile,45,0,0,0,0,0,0,0,Leatherjacket juvenile,<i>Monacanthidae juvenile</i><br>(Leatherjacket juvenile)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Monacanthidae spp,Monacanthidae,Monacanthidae,spp,45,0,0,0,0,0,0,0,Leatherjacket,<i>Monacanthidae spp</i><br>(Leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Nelusetta ayraud,Monacanthidae,Nelusetta,ayraud,45,0,0,0,0,0,0,0,Oceanjacket,<i>Nelusetta ayraud</i><br>(Oceanjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Scobinichthys granulatus,Monacanthidae,Scobinichthys,granulatus,45,0,0,0,0,0,0,0,Rough leatherjackets,<i>Scobinichthys granulatus</i><br>(Rough leatherjackets)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Monacanthidae Thamnaconus degeni,Monacanthidae,Thamnaconus,degeni,45,38,84.44444444444444,0.8444444444444444,52.8,39.60693235923594,5.402839267795694,5.904252875699179,Bluefin leatherjacket,<i>Thamnaconus degeni</i><br>(Bluefin leatherjacket)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Moridae Lotella rhacina,Moridae,Lotella,rhacina,45,0,0,0,0,0,0,0,Rock cod,<i>Lotella rhacina</i><br>(Rock cod)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Moridae Pseudophycis barbata,Moridae,Pseudophycis,barbata,45,0,0,0,0,0,0,0,Bearded cod,<i>Pseudophycis barbata</i><br>(Bearded cod)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Moridae Pseudophycis palmata,Moridae,Pseudophycis,palmata,45,1,2.2222222222222223,0.022222222222222223,0.022222222222222223,0.14907119849998599,2.197392144324641,0.022222222222222223,Red Cod,<i>Pseudophycis palmata</i><br>(Red Cod)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Mullidae Upeneichthys vlamingii,Mullidae,Upeneichthys,vlamingii,45,15,33.333333333333336,0.3333333333333333,0.5777777777777777,1.0972877489703436,7.027283689263066,0.16357399983836088,Goatfish,<i>Upeneichthys vlamingii</i><br>(Goatfish)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Myliobatidae Myliobatis tenuicaudatus,Myliobatidae,Myliobatis,tenuicaudatus,45,0,0,0,0,0,0,0,Southern eagle ray,<i>Myliobatis tenuicaudatus</i><br>(Southern eagle ray)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Neosebastidae Maxillicosta scabriceps,Neosebastidae,Maxillicosta,scabriceps,45,0,0,0,0,0,0,0,Little Gurnard Perch,<i>Maxillicosta scabriceps</i><br>(Little Gurnard Perch)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Neosebastidae Neosebastes bougainvillii,Neosebastidae,Neosebastes,bougainvillii,45,0,0,0,0,0,0,0,Gulf gurnard perch,<i>Neosebastes bougainvillii</i><br>(Gulf gurnard perch)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Neosebastidae Neosebastes pandus,Neosebastidae,Neosebastes,pandus,45,0,0,0,0,0,0,0,Bighead gurnard perch,<i>Neosebastes pandus</i><br>(Bighead gurnard perch)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Neosebastidae Neosebastes scorpaenoides,Neosebastidae,Neosebastes,scorpaenoides,45,0,0,0,0,0,0,0,Common gurnard perch,<i>Neosebastes scorpaenoides</i><br>(Common gurnard perch)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Notocheiridae Iso rhothophilus,Notocheiridae,Iso,rhothophilus,45,0,0,0,0,0,0,0,Surf sardine,<i>Iso rhothophilus</i><br>(Surf sardine)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Octopodidae Hapalochlaena spp,Octopodidae,Hapalochlaena,spp,45,0,0,0,0,0,0,0,Blue-ringed octopuses,<i>Hapalochlaena spp</i><br>(Blue-ringed octopuses)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Octopodidae Macroctopus maorum,Octopodidae,Macroctopus,maorum,45,0,0,0,0,0,0,0,Maori octopus,<i>Macroctopus maorum</i><br>(Maori octopus)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Octopodidae Octopodidae spp,Octopodidae,Octopodidae,spp,45,0,0,0,0,0,0,0,Octopus,<i>Octopodidae spp</i><br>(Octopus)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Octopodidae Octopus bunurong,Octopodidae,Octopus,bunurong,45,0,0,0,0,0,0,0,NA,<i>Octopus bunurong</i>
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Octopodidae Octopus spp,Octopodidae,Octopus,spp,45,0,0,0,0,0,0,0,Octopus,<i>Octopus spp</i><br>(Octopus)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Ommastrephidae Nototodarus gouldi,Ommastrephidae,Nototodarus,gouldi,45,0,0,0,0,0,0,0,Gould's squid,<i>Nototodarus gouldi</i><br>(Gould's squid)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Ophidiidae Genypterus tigerinus,Ophidiidae,Genypterus,tigerinus,45,0,0,0,0,0,0,0,Rock ling,<i>Genypterus tigerinus</i><br>(Rock ling)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Ophionereididae Ophionereis schayeri,Ophionereididae,Ophionereis,schayeri,45,0,0,0,0,0,0,0,A brittlestar,<i>Ophionereis schayeri</i><br>(A brittlestar)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Orectolobidae Sutorectus tentaculatus,Orectolobidae,Sutorectus,tentaculatus,45,0,0,0,0,0,0,0,Cobbler wobbegong,<i>Sutorectus tentaculatus</i><br>(Cobbler wobbegong)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Otariidae Arctocephalus forsteri,Otariidae,Arctocephalus,forsteri,45,0,0,0,0,0,0,0,New zealand fur-seal,<i>Arctocephalus forsteri</i><br>(New zealand fur-seal)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Otariidae Neophoca cinerea,Otariidae,Neophoca,cinerea,45,0,0,0,0,0,0,0,Australian sealion,<i>Neophoca cinerea</i><br>(Australian sealion)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Ovalipidae Nectocarcinus integrifrons,Ovalipidae,Nectocarcinus,integrifrons,45,11,24.444444444444443,0.24444444444444444,0.6222222222222222,1.3699517059983088,6.406443943833971,0.20422034270026831,Rough rock crab,<i>Nectocarcinus integrifrons</i><br>(Rough rock crab)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Ovalipidae Ovalipes australiensis,Ovalipidae,Ovalipes,australiensis,45,1,2.2222222222222223,0.022222222222222223,0.022222222222222223,0.14907119849998599,2.197392144324641,0.022222222222222223,Sand crab,<i>Ovalipes australiensis</i><br>(Sand crab)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Ovalipidae Ovalipidae spp,Ovalipidae,Ovalipidae,spp,45,0,0,0,0,0,0,0,NA,<i>Ovalipidae spp</i>
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Oziidae Ozius truncatus,Oziidae,Ozius,truncatus,45,0,0,0,0,0,0,0,Reef crab,<i>Ozius truncatus</i><br>(Reef crab)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Palinuridae Jasus edwardsii,Palinuridae,Jasus,edwardsii,45,0,0,0,0,0,0,0,Southern rock lobster,<i>Jasus edwardsii</i><br>(Southern rock lobster)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Paralichthyidae Pseudorhombus arsius,Paralichthyidae,Pseudorhombus,arsius,45,0,0,0,0,0,0,0,Largetooth flounder,<i>Pseudorhombus arsius</i><br>(Largetooth flounder)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Parascylliidae Parascyllium ferrugineum,Parascylliidae,Parascyllium,ferrugineum,45,0,0,0,0,0,0,0,Rusty carpetshark,<i>Parascyllium ferrugineum</i><br>(Rusty carpetshark)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Parascylliidae Parascyllium variolatum,Parascylliidae,Parascyllium,variolatum,45,0,0,0,0,0,0,0,Varied carpetshark,<i>Parascyllium variolatum</i><br>(Varied carpetshark)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pectinidae Equichlamys bifrons,Pectinidae,Equichlamys,bifrons,45,0,0,0,0,0,0,0,Queen scallop,<i>Equichlamys bifrons</i><br>(Queen scallop)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pectinidae Pecten fumatus,Pectinidae,Pecten,fumatus,45,0,0,0,0,0,0,0,Commercial scallop,<i>Pecten fumatus</i><br>(Commercial scallop)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pectinidae Pectinidae spp,Pectinidae,Pectinidae,spp,45,0,0,0,0,0,0,0,Scallop,<i>Pectinidae spp</i><br>(Scallop)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pempherididae Parapriacanthus elongatus,Pempherididae,Parapriacanthus,elongatus,45,0,0,0,0,0,0,0,Elongate bullseye,<i>Parapriacanthus elongatus</i><br>(Elongate bullseye)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pempherididae Pempheris klunzingeri,Pempherididae,Pempheris,klunzingeri,45,0,0,0,0,0,0,0,Rough bullseye,<i>Pempheris klunzingeri</i><br>(Rough bullseye)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pempherididae Pempheris multiradiata,Pempherididae,Pempheris,multiradiata,45,0,0,0,0,0,0,0,Bigscale bullseye,<i>Pempheris multiradiata</i><br>(Bigscale bullseye)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Penaeidae Melicertus latisulcatus,Penaeidae,Melicertus,latisulcatus,45,0,0,0,0,0,0,0,King prawn,<i>Melicertus latisulcatus</i><br>(King prawn)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Penaeidae Penaeidae spp,Penaeidae,Penaeidae,spp,45,0,0,0,0,0,0,0,NA,<i>Penaeidae spp</i>
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pentacerotidae Parazanclistius hutchinsi,Pentacerotidae,Parazanclistius,hutchinsi,45,0,0,0,0,0,0,0,Short Boarfish,<i>Parazanclistius hutchinsi</i><br>(Short Boarfish)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pentacerotidae Paristiopterus gallipavo,Pentacerotidae,Paristiopterus,gallipavo,45,0,0,0,0,0,0,0,Yellowspotted boarfish,<i>Paristiopterus gallipavo</i><br>(Yellowspotted boarfish)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pentacerotidae Pentaceropsis recurvirostris,Pentacerotidae,Pentaceropsis,recurvirostris,45,1,2.2222222222222223,0.022222222222222223,0.022222222222222223,0.14907119849998599,2.197392144324641,0.022222222222222223,Longsnout boarfish,<i>Pentaceropsis recurvirostris</i><br>(Longsnout boarfish)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pentanchidae Asymbolus vincenti,Pentanchidae,Asymbolus,vincenti,45,0,0,0,0,0,0,0,Gulf catshark,<i>Asymbolus vincenti</i><br>(Gulf catshark)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Phalacrocoracidae Phalacrocorax fuscescens,Phalacrocoracidae,Phalacrocorax,fuscescens,45,0,0,0,0,0,0,0,Cormorant,<i>Phalacrocorax fuscescens</i><br>(Cormorant)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Phalacrocoracidae Phalacrocorax spp,Phalacrocoracidae,Phalacrocorax,spp,45,0,0,0,0,0,0,0,Cormorant,<i>Phalacrocorax spp</i><br>(Cormorant)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Phalacrocoracidae Phalacrocorax varius,Phalacrocoracidae,Phalacrocorax,varius,45,0,0,0,0,0,0,0,Pied cormorant,<i>Phalacrocorax varius</i><br>(Pied cormorant)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Phylum Cnidaria Phylum Cnidaria spp,Phylum Cnidaria,Phylum Cnidaria,spp,45,0,0,0,0,0,0,0,NA,<i>Phylum Cnidaria spp</i>
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pinguipedidae Parapercis haackei,Pinguipedidae,Parapercis,haackei,45,25,55.55555555555556,0.5555555555555556,1.1555555555555554,1.3306791764760846,7.4074074074074066,0.19836593965626426,Wavy grubfish,<i>Parapercis haackei</i><br>(Wavy grubfish)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pinguipedidae Parapercis ramsayi,Pinguipedidae,Parapercis,ramsayi,45,0,0,0,0,0,0,0,Spotted grubfish,<i>Parapercis ramsayi</i><br>(Spotted grubfish)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pinnidae Pinna dolabrata,Pinnidae,Pinna,dolabrata,45,0,0,0,0,0,0,0,Australian razor clam,<i>Pinna dolabrata</i><br>(Australian razor clam)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Plagusiidae Guinusia chabrus,Plagusiidae,Guinusia,chabrus,45,0,0,0,0,0,0,0,Red bait crab,<i>Guinusia chabrus</i><br>(Red bait crab)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Platycephalidae Platycephalus aurimaculatus,Platycephalidae,Platycephalus,aurimaculatus,45,0,0,0,0,0,0,0,Toothy flathead,<i>Platycephalus aurimaculatus</i><br>(Toothy flathead)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Platycephalidae Platycephalus bassensis,Platycephalidae,Platycephalus,bassensis,45,1,2.2222222222222223,0.022222222222222223,0.022222222222222223,0.14907119849998599,2.197392144324641,0.022222222222222223,Southern sand flathead,<i>Platycephalus bassensis</i><br>(Southern sand flathead)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Platycephalidae Platycephalus grandispinis,Platycephalidae,Platycephalus,grandispinis,45,0,0,0,0,0,0,0,Longspine flathead,<i>Platycephalus grandispinis</i><br>(Longspine flathead)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Platycephalidae Platycephalus laevigatus,Platycephalidae,Platycephalus,laevigatus,45,0,0,0,0,0,0,0,Rock Flathead,<i>Platycephalus laevigatus</i><br>(Rock Flathead)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Platycephalidae Platycephalus speculator,Platycephalidae,Platycephalus,speculator,45,2,4.444444444444445,0.044444444444444446,0.06666666666666667,0.3302891295379082,3.0720653856781808,0.04923659639173309,Southern bluespotted flathead,<i>Platycephalus speculator</i><br>(Southern bluespotted flathead)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Platycephalidae Platycephalus spp,Platycephalidae,Platycephalus,spp,45,0,0,0,0,0,0,0,NA,<i>Platycephalus spp</i>
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Plesiopidae Paraplesiops meleagris,Plesiopidae,Paraplesiops,meleagris,45,0,0,0,0,0,0,0,Southern blue devil,<i>Paraplesiops meleagris</i><br>(Southern blue devil)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Plesiopidae Trachinops noarlungae,Plesiopidae,Trachinops,noarlungae,45,0,0,0,0,0,0,0,Yellowhead hulafish,<i>Trachinops noarlungae</i><br>(Yellowhead hulafish)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pleuronectidae Ammotretis elongatus,Pleuronectidae,Ammotretis,elongatus,45,0,0,0,0,0,0,0,Elongate Flounder,<i>Ammotretis elongatus</i><br>(Elongate Flounder)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pleuronectidae Ammotretis spp,Pleuronectidae,Ammotretis,spp,45,0,0,0,0,0,0,0,bay flounder,<i>Ammotretis spp</i><br>(bay flounder)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pleuronectidae Pleuronectidae spp,Pleuronectidae,Pleuronectidae,spp,45,0,0,0,0,0,0,0,NA,<i>Pleuronectidae spp</i>
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pleuronectidae Rhombosolea spp,Pleuronectidae,Rhombosolea,spp,45,0,0,0,0,0,0,0,NA,<i>Rhombosolea spp</i>
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Plotosidae Cnidoglanis macrocephalus,Plotosidae,Cnidoglanis,macrocephalus,45,0,0,0,0,0,0,0,Estuary Cobbler,<i>Cnidoglanis macrocephalus</i><br>(Estuary Cobbler)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Polychaeta Polychaeta spp,Polychaeta,Polychaeta,spp,45,0,0,0,0,0,0,0,NA,<i>Polychaeta spp</i>
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Pomacentridae Parma victoriae,Pomacentridae,Parma,victoriae,45,0,0,0,0,0,0,0,Victorian scalyfin,<i>Parma victoriae</i><br>(Victorian scalyfin)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Portunidae Portunus armatus,Portunidae,Portunus,armatus,45,21,46.666666666666664,0.4666666666666667,1.1555555555555554,1.506886548717942,7.436978013636226,0.2246333838208911,Blue swimmer crab,<i>Portunus armatus</i><br>(Blue swimmer crab)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Sciaenidae Argyrosomus japonicus,Sciaenidae,Argyrosomus,japonicus,45,1,2.2222222222222223,0.022222222222222223,0.022222222222222223,0.14907119849998599,2.197392144324641,0.022222222222222223,Mulloway,<i>Argyrosomus japonicus</i><br>(Mulloway)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Scombridae Scomber australasicus,Scombridae,Scomber,australasicus,45,0,0,0,0,0,0,0,Blue mackerel,<i>Scomber australasicus</i><br>(Blue mackerel)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Scorpididae Scorpis aequipinnis,Scorpididae,Scorpis,aequipinnis,45,1,2.2222222222222223,0.022222222222222223,0.022222222222222223,0.14907119849998599,2.197392144324641,0.022222222222222223,Sea sweep,<i>Scorpis aequipinnis</i><br>(Sea sweep)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Scorpididae Scorpis georgiana,Scorpididae,Scorpis,georgiana,45,0,0,0,0,0,0,0,Banded sweep,<i>Scorpis georgiana</i><br>(Banded sweep)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Scorpididae Scorpis lineolata,Scorpididae,Scorpis,lineolata,45,0,0,0,0,0,0,0,Silver sweep,<i>Scorpis lineolata</i><br>(Silver sweep)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Scyllaridae Ibacus peronii,Scyllaridae,Ibacus,peronii,45,0,0,0,0,0,0,0,Balmain bug,<i>Ibacus peronii</i><br>(Balmain bug)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Sepiidae Sepia apama,Sepiidae,Sepia,apama,45,0,0,0,0,0,0,0,Giant cuttlefish,<i>Sepia apama</i><br>(Giant cuttlefish)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Serranidae Caesioperca lepidoptera,Serranidae,Caesioperca,lepidoptera,45,0,0,0,0,0,0,0,Butterfly perch,<i>Caesioperca lepidoptera</i><br>(Butterfly perch)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Serranidae Caesioperca rasor,Serranidae,Caesioperca,rasor,45,1,2.2222222222222223,0.022222222222222223,0.044444444444444446,0.29814239699997197,2.197392144324641,0.044444444444444446,Barber perch,<i>Caesioperca rasor</i><br>(Barber perch)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Serranidae Hypoplectrodes nigroruber,Serranidae,Hypoplectrodes,nigroruber,45,0,0,0,0,0,0,0,Banded seaperch,<i>Hypoplectrodes nigroruber</i><br>(Banded seaperch)
Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone,Pre-bloom,Pre-bloom,Serranidae Othos dentex,Serranidae,Othos,dentex,45,0,0,0,0,0,0,0,Harlequin fish,<i>Othos dentex</i><br>(Harlequin fish)
