"start_date_fct","response","SE","df","asymp.LCL","asymp.UCL","Status","start_date_date","Period","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","fixed_effect_structure","structure_reason","n_all_zero_date_status_cells","1","metric_id"
"2025-12-04",19.370120448580735,4.420127928330908,Inf,12.384942602473076,30.29497820341967,"Fished","2025-12-04","Bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.572, greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"total_abundance"
"2015-11-15",20.996962808168227,4.6841763194635275,Inf,13.560115562454806,32.51244026181352,"No-take","2015-11-15","Pre-bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.572, greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"total_abundance"
"2025-12-04",22.872654532604408,5.1520160174017615,Inf,14.70907159523452,35.56705275249072,"No-take","2025-12-04","Bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 3.572, greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"total_abundance"
"2017-01-12",160.00000009453055,50.25244634096341,Inf,86.45228646314621,296.11709623391874,"Fished","2017-01-12","Pre-bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 170.07, greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"total_abundance"
"2026-02-16",161.62499987039186,50.76080895035085,Inf,87.33244998235537,299.11723063285166,"Fished","2026-02-16","Bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 170.07, greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"total_abundance"
"2017-01-12",108.87500008642985,34.258745658687324,Inf,58.76084207485933,201.72899545446953,"No-take","2017-01-12","Pre-bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 170.07, greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"total_abundance"
"2026-02-16",92.91666667213065,23.895895696895128,Inf,56.128752342752456,153.81612070653165,"No-take","2026-02-16","Bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 170.07, greater than the threshold of 1.5","start_date_fct * Status","Full date x Status interaction used",0,NA,"total_abundance"
"2016-01-19",72.66659729179197,19.079472410355958,Inf,43.435199136807306,121.57039605909829,"Not modelled by Status","2016-01-19","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 27.062, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2017-02-25",140.41665502106912,25.859570966414292,Inf,97.87204909877889,201.4552386392402,"Not modelled by Status","2017-02-25","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 27.062, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2019-02-16",94.90909140656542,12.962957921971702,Inf,72.61866315310371,124.04160639295385,"Not modelled by Status","2019-02-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 27.062, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2020-04-10",42.04168083606572,5.585752886940139,Inf,32.40317057360056,54.547221652489526,"Not modelled by Status","2020-04-10","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 27.062, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2022-03-16",140.4166550210992,25.859570966419845,Inf,97.87204909879983,201.45523863928335,"Not modelled by Status","2022-03-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 27.062, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2025-11-10",120.00002505110213,22.132455824427023,Inf,83.59651989116523,172.25604643605485,"Not modelled by Status","2025-11-10","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 27.062, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2026-04-08",105.66668033212201,19.515820018254388,Inf,73.57456628441184,151.75688959210993,"Not modelled by Status","2026-04-08","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 27.062, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2020-10-13",47.0186646371229,13.585586504606445,Inf,26.688481945713047,82.83554039360956,"Not modelled by Status","2020-10-13","Pre-bloom","Glenelg","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 54.167, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2021-10-25",27.334572442227206,7.840754445717102,Inf,15.579386207581452,47.95945364238834,"Not modelled by Status","2021-10-25","Pre-bloom","Glenelg","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 54.167, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2022-12-02",33.84161601722592,9.336049573164729,Inf,19.707249948395944,58.11338353429569,"Not modelled by Status","2022-12-02","Pre-bloom","Glenelg","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 54.167, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2023-11-23",68.64655962179916,18.811966634482907,Inf,40.11942675330519,117.45806282042662,"Not modelled by Status","2023-11-23","Pre-bloom","Glenelg","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 54.167, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2025-10-21",4.434191816147502,1.2759456353533583,Inf,2.5227830229271135,7.793796328776685,"Not modelled by Status","2025-10-21","Bloom","Glenelg","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 54.167, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2026-03-20",81.32994908390461,21.673220306358605,Inf,48.24118472283978,137.11439003816284,"Not modelled by Status","2026-03-20","Bloom","Glenelg","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 54.167, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2014-09-03",10.376402361308717,4.546937586235319,Inf,4.395926737036159,24.493066514654128,"Not modelled by Status","2014-09-03","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 57.576, greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"total_abundance"
"2015-01-07",36.53488967760408,7.259151533209424,Inf,24.750374031252978,53.93042392285526,"Not modelled by Status","2015-01-07","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 57.576, greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"total_abundance"
"2016-01-10",32.14370414216342,6.712755646588785,Inf,21.34688845184032,48.401326418598494,"Not modelled by Status","2016-01-10","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 57.576, greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"total_abundance"
"2016-03-11",31.42288373505221,13.269971153102672,Inf,13.733500908946061,71.89700781855366,"Not modelled by Status","2016-03-11","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 57.576, greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"total_abundance"
"2026-01-26",124.21871248410042,23.299088135564872,Inf,86.00651880500457,179.4083605010385,"Not modelled by Status","2026-01-26","Bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 57.576, greater than the threshold of 1.5","start_date_fct","Date-only model used because Status was not represented at every retained sampling date",0,NA,"total_abundance"
"2015-04-28",121.83333459635536,25.698838466815946,Inf,80.5783674766241,184.21025249951308,"Not modelled by Status","2015-04-28","Pre-bloom","O'Sullivan","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 33.594, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2015-10-09",300.16660767811646,63.02564663555904,Inf,198.9008054544128,452.98958020378063,"Not modelled by Status","2015-10-09","Pre-bloom","O'Sullivan","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 33.594, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2021-10-12",31.454547227415073,7.081267227174901,Inf,20.232754189055385,48.90033912520325,"Not modelled by Status","2021-10-12","Pre-bloom","O'Sullivan","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 33.594, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2022-12-01",51.2500047832078,10.924228618488295,Inf,33.74857835895545,77.82736689949621,"Not modelled by Status","2022-12-01","Pre-bloom","O'Sullivan","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 33.594, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2023-12-01",21.250002016326416,4.642572978258904,Inf,13.848207684760355,32.608016573206896,"Not modelled by Status","2023-12-01","Pre-bloom","O'Sullivan","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 33.594, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2024-12-19",33.00000440438781,7.103405139209413,Inf,21.64157621612917,50.31982327969243,"Not modelled by Status","2024-12-19","Pre-bloom","O'Sullivan","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 33.594, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2025-02-04",19.400006190027508,6.591768968536372,Inf,9.967335535571415,37.75936295411663,"Not modelled by Status","2025-02-04","Pre-bloom","O'Sullivan","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 33.594, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
"2025-11-13",117.64705166788484,20.85514935731811,Inf,83.11694812759269,166.52234084556298,"Not modelled by Status","2025-11-13","Bloom","O'Sullivan","Total abundance","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 33.594, greater than the threshold of 1.5","start_date_fct","Date-only fixed effect used",0,NA,"total_abundance"
