"Period","response","SE","df","asymp.LCL","asymp.UCL","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"Pre-bloom",0.5530887366626986,0.10414996213186155,Inf,0.3823916528041215,0.7999838604736481,"Glenelg","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom",0.05421966931208451,0.038521724299809164,Inf,0.01347098565178732,0.21822995111881455,"Glenelg","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.006, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom",1.3868996670825287,0.18211319342366225,Inf,1.072195891298116,1.7939731929254494,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.506, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom",0.43117434172847124,0.1519610800876169,Inf,0.21610230296130092,0.8602930668363726,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.506, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom",0.39362043297663313,0.13339085039613613,Inf,0.20259131174885114,0.7647763564944229,"O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.646, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom",0.0238187154269226,0.027287507644356016,Inf,0.0025220501266975067,0.22494842532396891,"O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.646, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom",0.4534820197957839,0.3008178549062898,Inf,0.12357040866822434,1.6642005516887537,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.445, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom",5.028856389981745e-11,4.23786376737945e-6,Inf,2.220446049250313e-16,NA,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.445, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom",1.0833333368392286,0.3004625817363041,Inf,0.6290443938462291,1.8657047581829471,"Orcades Bank - Orcades Bank Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.748, not greater than the threshold of 1.5","overall","sharks_rays"
"Pre-bloom",0.51370144757298275,0.1909406691914305,Inf,0.24792638793355234,1.0643851969049132,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.782, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom",0.18633856931924914,0.10206204209437969,Inf,0.06369121548564234,0.5451625024140397,"Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.782, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom",4.334173713817215e-4,0.002066230031489249,Inf,3.792926101714076e-8,4.952656940259091,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.135, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom",6.984352743253563e-12,2.499888800108501e-7,Inf,2.220446049250313e-16,NA,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.135, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom",0.14126047156073057,0.06497556486293317,Inf,0.057344736788538964,0.347974756587393,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.885, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom",0.09346214060972645,0.0938297657154591,Inf,0.013064297274167112,0.668629283614428,"Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.885, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom",0.7015843864555319,0.21094492760522945,Inf,0.3891792646922348,1.2647658700610271,"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.669, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom",0.48069344311320206,0.20039867201700076,Inf,0.212327657250581,1.088252888220444,"The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.669, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom",0.3048522903335106,0.19882993482733688,Inf,0.0849026211046168,1.094606005238317,"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.606, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom",0.136173060554642,0.1183681251585184,Inf,0.024784843483907495,0.7481629824637792,"Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.606, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom",0.6479580374307666,0.1204569238593307,Inf,0.4500974075284948,0.9327972373281243,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.654, not greater than the threshold of 1.5",NA,"sharks_rays"
"Bloom",5.6376987046406435e-8,1.234294950954372e-4,Inf,2.220446049250313e-16,NA,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.654, not greater than the threshold of 1.5",NA,"sharks_rays"
"Pre-bloom",5.425901780393602,0.6315341589161989,Inf,4.319151822275205,6.816248037090323,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.443, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",2.365664476037039,0.7134895568915749,Inf,1.3098721533231807,4.272453917724308,"Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.443, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",0.36409668071732626,0.1058668198491642,Inf,0.20592853130472888,0.6437495186774559,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.993, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",0.1718615863495586,0.10722707038270515,Inf,0.05059425018401326,0.5837897538783898,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.993, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",0.23906087996891806,0.10686840629791185,Inf,0.09953876592680727,0.5741492151262655,"Boston Bay","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.648, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",0.14836025579913703,0.10167837251112193,Inf,0.03872117096167139,0.5684426620923471,"Boston Bay","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.648, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",2.8282288629453456,0.3510334841115362,Inf,2.2175085617066044,3.6071466145957745,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.099, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",1.969326244476448,0.2928618542775733,Inf,1.471411140264883,2.6357322919857396,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.099, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",6.662508373706082,0.7550253875355039,Inf,5.3355081059214156,8.319548381988243,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.045, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",6.342658131503057,1.651431203017755,Inf,3.8075433468397084,10.565687244640957,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.045, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",6.995201138570886,1.001264983649144,Inf,5.2839979192829025,9.260571203196868,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.513, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",5.316109640214564,0.8149653064762534,Inf,3.9364416683613155,7.179332018032133,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.513, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",0.17913835340450784,0.10441371684058587,Inf,0.05715468661227305,0.56146838627906,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.465, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",0.5584548572362135,0.16907623242234546,Inf,0.30851811654742356,1.0108703860273325,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.465, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",3.0508300529103582,2.0795344053276548,Inf,0.802073767323014,11.60437405004002,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 4.412, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",16.000370169153936,16.398985287513355,Inf,2.146459086518233,119.27170993285853,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 4.412, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",0.7658168477879926,0.5183597379546699,Inf,0.20322198829133695,2.8858857709588617,"Glenelg","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.869, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",0.33296873552957307,0.24878870818348225,Inf,0.07698388131308162,1.4401479497932677,"Glenelg","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.869, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",1.1864880982162829,0.14852211951784028,Inf,0.9283500010094472,1.5164043794669697,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.652, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",0.4841229174680572,0.1465754802320179,Inf,0.2674493813034075,0.8763340489911136,"Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.652, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",1.0722154874393346,0.8286245834800577,Inf,0.23575475475310176,4.876449057024351,"O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.405, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",0.39603341908552825,0.31288840145961844,Inf,0.08418511902395154,1.8630664284973022,"O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.405, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",0.6464756863271206,0.26497605543128205,Inf,0.28950998660002075,1.4435799535631344,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.818, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",0.2109000826946933,0.15994668967462428,Inf,0.04770075240413641,0.9324558343186938,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 1.818, greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",7.499999925586994,1.1439878129719705,Inf,5.5619365762390345,10.113383731146572,"Orcades Bank - Orcades Bank Sanctuary Zone","Reef associated species richness","Negative binomial nbinom2 (log link)","nbinom2","log","nbinom2 selected: Poisson Pearson dispersion ratio = 2.848, greater than the threshold of 1.5","overall","reef_associated_richness"
"Pre-bloom",2.1650635094617026,0.3004625816204974,Inf,1.64946395415697,2.8418323347953205,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.687, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",1.1395661942645465,0.22047925768085935,Inf,0.7799236279951823,1.6650490695463371,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.687, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",4.840594629109147,1.307304115379762,Inf,2.8511094077652386,8.218329433287629,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.243, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",4.256961494749163,3.0204979388698785,Inf,1.0595842240634386,17.10267174258349,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.243, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",6.6214819387067685,0.6101000389331875,Inf,5.527463884909062,7.932032479546681,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.091, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",6.2538253315582475,1.1332957654151956,Inf,4.384237382624002,8.920669175589158,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.091, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",10.711742533872137,0.6504629083085751,Inf,9.509802995928835,12.065594645976,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.442, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",10.477535723092982,0.9315933462817463,Inf,8.80188976584326,12.472180150982874,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.442, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",6.400112361951158,1.5105012317666104,Inf,4.029898405020837,10.164384837733458,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.86, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",4.66338195318409,1.1607975099013879,Inf,2.863004320231097,7.595912827518077,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.86, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",2.955641817805716,2.5940184991724164,Inf,0.5291696458391969,16.508540548103362,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.083, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",3.4822643760157117,3.0543235285361714,Inf,0.6241165068193635,19.429329383171943,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 1.083, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",0.3952847112186647,0.07933096388605239,Inf,0.26673477115846306,0.5857879055085674,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.884, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Bloom",0.7499999971678081,0.26516502206118403,Inf,0.3750732508660734,1.4997070424319934,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson retained: Pearson dispersion ratio = 0.884, not greater than the threshold of 1.5",NA,"reef_associated_richness"
"Pre-bloom",1.5034204215122524,0.09421504727884857,Inf,1.3187623220439708,1.688078520980534,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.3381424238600477,0.21918579984503814,Inf,0.908546150241168,1.7677386974789273,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.1340109900397957,0.11929379396964217,Inf,0.9001994502801556,1.3678225297994357,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.1993908184471065,0.2066229121504899,Inf,0.7944173522513629,1.60436428464285,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.262847745663343,0.23359439780492067,Inf,0.8050111389753762,1.7206843523513096,"Boston Bay","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.4571689102030339,0.3116231243021854,Inf,0.8463988098209021,2.0679390105851656,"Boston Bay","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.9243505557808231,0.0663243878527504,Inf,1.7943571442927666,2.05434396726888,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.8039333643955047,0.06632438785274977,Inf,1.6739399529074492,1.93392677588356,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.7677110880783764,0.04951047319321551,Inf,1.6706723437621382,1.8647498323946146,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.7797682340049545,0.12000242921111248,Inf,1.5445677946938567,2.0149686733160523,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.996022201902895,0.09393966995604953,Inf,1.8119038320694587,2.1801405717363314,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.8674269314940628,0.09797050868906404,Inf,1.6754082629164289,2.0594456000716965,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",0.49041767067255504,0.09483655536012424,Inf,0.30454143774887255,0.6762939035962375,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",0.5550776734848947,0.08657353442170074,Inf,0.3853966640040226,0.7247586829657667,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",2.050256988292723,0.14989406049343887,Inf,1.7564700282291146,2.3440439483563313,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",2.3791724315297427,0.2391291604127364,Inf,1.9104878894674782,2.847856973592007,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.3099501053861695,0.19080138425674473,Inf,0.9359862640425622,1.6839139467297768,"Glenelg","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",0.6857953656312287,0.21529596260487996,Inf,0.2638230329087818,1.1077676983536755,"Glenelg","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.7422255982731263,0.04579276575342753,Inf,1.6524734266439292,1.8319777699023234,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.1130251143539427,0.07246933832736825,Inf,0.9709878212488527,1.2550624074590326,"Middle/Long Spit - Middle Spit Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.2435339972620172,0.19349735601780307,Inf,0.8642861483633986,1.6227818461606358,"O'Sullivan","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",0.9419849219008247,0.2556257533490902,Inf,0.44096765181568887,1.4430021919859606,"O'Sullivan","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",0.6136083250282394,0.06729277158752336,Inf,0.48171691629681335,0.7454997337596654,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",0.15082566434049732,0.10878967880377782,Inf,-0.062398188004587685,0.36404951668558233,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",2.1275247405185826,0.13244427654480104,10,1.832420502225897,2.422628978811268,"Orcades Bank - Orcades Bank Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index","overall","shannon_diversity"
"Pre-bloom",1.6570302559688574,0.09851581153498487,Inf,1.4639428134525516,1.8501176984851633,"Port Gibbon - Port Gibbon Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.7522936650698167,0.09851581153498296,Inf,1.5592062225535144,1.945381107586119,"Port Gibbon - Port Gibbon Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.4539218689426745,0.17224829575626235,Inf,1.116321412861997,1.791522325023352,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.6231686887583539,0.44827686132788463,Inf,0.744562185453044,2.501775192063664,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.8927976111322606,0.07022791982251726,Inf,1.7551534175709602,2.030441804693561,"Rapid Head - Rapid Head Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.7326575321686322,0.1562393825555723,Inf,1.4264339693929349,2.0388810949443292,"Rapid Head - Rapid Head Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",2.011057139078886,0.0493426149976649,Inf,1.9143473907804367,2.107766887377335,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",2.0405846755031614,0.06928336821803908,Inf,1.9047917690681777,2.176377581938145,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.9034779880036876,0.11827400669372104,Inf,1.6716651945767451,2.13529078143063,"The Pages - The Pages Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.4028528876340083,0.12874445384165611,Inf,1.150518394895083,1.6551873803729336,"The Pages - The Pages Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.388369239898499,0.2731375638886406,Inf,0.8530294518517556,1.9237090279452425,"Victor Harbor - Encounter Bay Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Bloom",1.5340070253044429,0.27148998016136455,Inf,1.0018964420246748,2.066117608584211,"Victor Harbor - Encounter Bay Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
"Pre-bloom",1.395335394768253,0.04602508096418401,Inf,1.3051278936929123,1.4855428958435937,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shannon diversity","gaussian (identity link)","gaussian","identity","gaussian identity model was specified for a continuous diversity index",NA,"shannon_diversity"
