"reporting_name","metric","family_code","model_family","error"
"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Simpson diversity","gaussian","gaussian (identity link)","gaussian model Hessian was not positive definite | gaussian model AIC was not finite"
