site_name,status,CAP1,MDS1,n_events
Broken Bottom,Fished,0.2978101811475911,-0.8205948869790912,9
Hallett Cove,Fished,-0.45975039401482165,0.5894670085079249,8
Marino Rocks,Fished,0.12471394022378175,0.3337022393435528,8
