site_name,status,CAP1,MDS1,n_events
Chinamans Hat SZ North,No-take,1.123492719356718,-0.9636698638097222,2
Chinamans Hat SZ central,No-take,0.9667398777800104,-1.2575240678749091,2
Chinamans Hat SZ south,No-take,-1.7469419432346072,2.0314497220689427,2
Chinamans Hat outside North,Fished,-0.4433255130573105,0.20124791399983957,2
Chinamans Hat outside South,Fished,0.1386481439560574,-0.11760167666038916,2
Chinamans Hat outside central,Fished,-0.0386132848008689,0.10609797227623839,2
