site_name,status,CAP1,MDS1,n_events
Broken Bottom,Fished,-0.5024480955769628,0.40429480354456504,9
Hallett Cove,Fished,-0.171093313180859,0.19499331161442118,8
Marino Rocks,Fished,0.7363474207049422,-0.6498249656020567,8
