dataset,dataset_label,location,ordination,site_name,status,axis1,axis2,n_events
M2_cryptic,M2 fish,Upper GSV,cap_period,Semaphore,Fished,0.21524097882790413,-0.5561972856775247,7
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Carrickalinga (toilet),Fished,-0.21433735103763743,0.2983156229100458,14
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Carrickalinga Head,No-take,-0.22294444068113853,-0.7558462673641799,13
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Carrickalinga North Site,Fished,0.13438236001875226,0.07497784321348672,8
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Carrickalinga North Site 2,Fished,-0.019151002900959987,-0.08390116964549964,9
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Carrickalinga Nth,Fished,0.20023801291438745,0.19485713231118282,8
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Dodd's Beach,No-take,-0.22954906408446876,-0.2907039818367691,11
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Haycock Point,Fished,-0.24013023811115203,0.12390498239539365,7
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Lady Bay,Fished,0.506534366858079,0.5498202117440085,3
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Myponga,Fished,0.41081685084595493,0.08241590678731285,4
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Myponga South,No-take,-0.06979181633608819,-0.26108198800114224,11
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Normanville Beach,Fished,0.4069584184534375,0.8874107662861319,5
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Ripple Rock,No-take,-0.13089440849463774,-0.36667831197167694,11
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,South Shores,Fished,0.7034766011479668,0.6640523487303858,3
M2_inverts,M2 invertebrates,Carrickalinga,cap_period,Yankalilla Mouth,Fished,0.8332680437337692,1.691150186913486,3
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Carrickalinga (toilet),Fished,-0.47228543300660886,-0.378283439415867,14
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Carrickalinga Head,No-take,1.0493739051126698,-0.09250955580451352,13
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Carrickalinga North Site,Fished,-0.24120117461796525,0.16757072161403655,8
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Carrickalinga North Site 2,Fished,-0.13907290702444483,-0.0735615765363843,9
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Carrickalinga Nth,Fished,-0.46845917663663084,0.10211393139537928,8
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Dodd's Beach,No-take,0.583900256272431,-0.10168771671407216,11
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Haycock Point,Fished,-0.778626329977518,-0.9402270749005679,7
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Lady Bay,Fished,-0.8567369256338973,0.1983104401667157,3
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Myponga,Fished,-0.35437799697347927,0.38543376482286695,4
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Myponga South,No-take,0.6524507197786238,0.12186904951884707,11
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Normanville Beach,Fished,-1.0130429131203365,0.5821032032104753,5
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Ripple Rock,No-take,0.7341328334417269,0.08914814223692323,11
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,South Shores,Fished,-0.9719813894580733,0.4822109854880804,3
M2_inverts,M2 invertebrates,Carrickalinga,cap_status,Yankalilla Mouth,Fished,-1.4523272756406245,1.2961064295233367,3
M2_inverts,M2 invertebrates,Eastern Spencer Gulf,cap_period,Corny Point Outside,Fished,-0.18638984944772818,-0.590483653646293,2
M2_inverts,M2 invertebrates,Eastern Spencer Gulf,cap_period,Point Souttar,Fished,-0.1604914498407808,1.5473769788456995,2
M2_inverts,M2 invertebrates,Eastern Spencer Gulf,cap_period,Point Turton,Fished,0.3468812992885091,-0.9568933251994072,2
M2_inverts,M2 invertebrates,Encounter Bay,cap_period,Encounter Deep,Fished,0.330591698220806,0.6063693442969499,4
M2_inverts,M2 invertebrates,Encounter Bay,cap_period,Olivers Reef,Fished,0.17869954994520812,0.27852240972633296,6
M2_inverts,M2 invertebrates,Encounter Bay,cap_period,Outside Granite island,Fished,-0.16563608448002765,-0.06193131598931621,8
M2_inverts,M2 invertebrates,Encounter Bay,cap_period,Port Elliot Deep,No-take,0.34887147085741466,-0.013632096226092433,3
M2_inverts,M2 invertebrates,Encounter Bay,cap_period,Pullen Island,No-take,0.12322492035951298,-0.38033285944850354,5
M2_inverts,M2 invertebrates,Encounter Bay,cap_period,The Bluff,Fished,-0.04646822752372471,-0.7812081638829614,11
M2_inverts,M2 invertebrates,Encounter Bay,cap_period,Whalebone Reef,Fished,-0.2467848809247879,0.7705210090002338,9
M2_inverts,M2 invertebrates,Encounter Bay,cap_status,Encounter Deep,Fished,-0.6439382798790427,0.3021534576367474,4
M2_inverts,M2 invertebrates,Encounter Bay,cap_status,Olivers Reef,Fished,0.2349001055745918,0.17219633380784113,6
M2_inverts,M2 invertebrates,Encounter Bay,cap_status,Outside Granite island,Fished,-0.2432850413994651,-0.09995779594341203,8
M2_inverts,M2 invertebrates,Encounter Bay,cap_status,Port Elliot Deep,No-take,1.3074063231974533,0.11801778180466309,3
M2_inverts,M2 invertebrates,Encounter Bay,cap_status,Pullen Island,No-take,1.2959346551629642,-0.07081066908279787,5
M2_inverts,M2 invertebrates,Encounter Bay,cap_status,The Bluff,Fished,0.007083676047281126,0.11949505407615936,11
M2_inverts,M2 invertebrates,Encounter Bay,cap_status,Whalebone Reef,Fished,-0.8185755405181037,-0.30628611785383236,9
M2_inverts,M2 invertebrates,Metro,cap_period,Broken Bottom,Fished,0.18294446726598207,-1.4264210067977472,9
M2_inverts,M2 invertebrates,Metro,cap_period,Hallett Cove,Fished,0.20749082752631304,0.10009594144284728,8
M2_inverts,M2 invertebrates,Metro,cap_period,Marino Rocks,Fished,-0.4133033532005426,1.5046276912046181,8
M2_inverts,M2 invertebrates,Rapid Head,cap_period,2nd Valley Boat Shed,Fished,-0.04403385428850776,-0.7776114866583329,19
M2_inverts,M2 invertebrates,Rapid Head,cap_period,Cape Jervis South,Fished,0.5222190264250038,0.24339727723153887,4
M2_inverts,M2 invertebrates,Rapid Head,cap_period,Lasseters Reef,Fished,-0.1933796249963925,-0.7611898366208817,12
M2_inverts,M2 invertebrates,Rapid Head,cap_period,Morgans,Fished,0.020560855971634776,0.3510055190938331,12
M2_inverts,M2 invertebrates,Rapid Head,cap_period,Nev's Windmills,Fished,-0.003164864448973459,0.49371386356454927,12
M2_inverts,M2 invertebrates,Rapid Head,cap_period,Rapid Head,No-take,-0.0374754122872376,0.09406249049842681,16
M2_inverts,M2 invertebrates,Rapid Head,cap_period,Rapid Head East,Fished,-0.051257559925686896,0.007561900037374646,11
M2_inverts,M2 invertebrates,Rapid Head,cap_period,Rapid Head SZ,No-take,0.06378512936368116,0.39778112870937643,11
M2_inverts,M2 invertebrates,Rapid Head,cap_period,Rapid Head SZ Site2,No-take,0.05132429943175536,0.14654131781944252,10
M2_inverts,M2 invertebrates,Rapid Head,cap_period,Rapid Head South,No-take,0.08081310659267074,0.5369488242748648,10
M2_inverts,M2 invertebrates,Rapid Head,cap_status,2nd Valley Boat Shed,Fished,-1.0624901523605361,-0.5067818804010402,19
M2_inverts,M2 invertebrates,Rapid Head,cap_status,Cape Jervis South,Fished,-0.3024124321532353,0.7010449486130198,4
M2_inverts,M2 invertebrates,Rapid Head,cap_status,Lasseters Reef,Fished,-0.9807282299698534,-0.6176442511177409,12
M2_inverts,M2 invertebrates,Rapid Head,cap_status,Morgans,Fished,0.10410202562532432,0.46767454133625813,12
M2_inverts,M2 invertebrates,Rapid Head,cap_status,Nev's Windmills,Fished,0.06237033647037784,0.6015745907274035,12
M2_inverts,M2 invertebrates,Rapid Head,cap_status,Rapid Head,No-take,0.6365287828774098,-0.1991058481697647,16
M2_inverts,M2 invertebrates,Rapid Head,cap_status,Rapid Head East,Fished,-0.3266349249235216,0.12776521471060331,11
M2_inverts,M2 invertebrates,Rapid Head,cap_status,Rapid Head SZ,No-take,0.8155696586076403,0.13577672130479074,11
M2_inverts,M2 invertebrates,Rapid Head,cap_status,Rapid Head SZ Site2,No-take,0.6357532204252291,-0.10327075038342383,10
M2_inverts,M2 invertebrates,Rapid Head,cap_status,Rapid Head South,No-take,0.9247758237136793,0.27248571401977756,10
M2_inverts,M2 invertebrates,Southern Fleurieu,cap_period,Backstairs Deep,Fished,0.6907241687942094,2.002802949604698,4
M2_inverts,M2 invertebrates,Southern Fleurieu,cap_period,Deep Creek,Fished,0.211620304490179,0.5204971287033188,4
M2_inverts,M2 invertebrates,Southern Fleurieu,cap_period,Fishery Beach,Fished,0.5300442427952683,1.5214873442764534,4
M2_inverts,M2 invertebrates,Southern Fleurieu,cap_period,Flat Irons,Fished,-0.7146952167533446,-1.1261192660432155,9
M2_inverts,M2 invertebrates,Southern Fleurieu,cap_period,Newland Head,Fished,0.03377096298083715,-1.054087777896953,6
M2_inverts,M2 invertebrates,Southern Fleurieu,cap_period,Porpoise Head,Fished,0.12501907714411398,0.07011259285819461,4
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Aldinga Pinacles,No-take,0.517222379195858,-0.39657932312426486,5
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Aldinga Reef,No-take,0.6015001735695835,-0.4221876162685328,5
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Aldinga SZ1,No-take,1.1574560909361982,-0.5179504739853267,2
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Aldinga SZ3,No-take,0.7366777054319842,-0.04847754944112584,2
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Gull Rock,Fished,0.8723538229968814,-0.15265867714379033,2
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Horseshoe inner,Fished,-0.6439813892554814,0.768163380409958,13
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Horseshoe outer,Fished,0.11813778398256142,-0.7813507899841573,10
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Moana inside,Fished,0.2926855496071668,-0.7279099806515035,8
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Moana outside,Fished,-0.09827450636177855,-0.36276133118710957,12
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Noarlunga North Outside,No-take,-0.46195935062731414,0.7063893015549148,11
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Noarlunga South Outside,No-take,-0.003709554321460737,0.7931877456584083,4
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Pt Noarlunga inside,No-take,-0.47309790552681336,0.6870718753892794,8
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Southport,Fished,0.36949159655174607,-0.3792681395337654,5
M2_inverts,M2 invertebrates,Southern Metro,cap_period,Willunga,Fished,0.6451060776881314,-0.3358199110363911,3
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Aldinga Pinacles,No-take,-0.38107870813941697,-0.6154075044173078,5
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Aldinga Reef,No-take,-0.4118394793524911,-0.6713215883314283,5
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Aldinga SZ1,No-take,-0.1125761608543311,-1.0243284640573165,2
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Aldinga SZ3,No-take,-0.17498556556118963,-0.5538078756339303,2
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Gull Rock,Fished,0.2387868288045693,-0.4615370102384819,2
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Horseshoe inner,Fished,-0.0057456140941140234,0.8518797230411597,13
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Horseshoe outer,Fished,1.0447115900832056,-0.36143790876558646,10
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Moana inside,Fished,0.8031045624747575,-0.4380369883167901,8
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Moana outside,Fished,0.7376675294518366,-0.03279673975749145,12
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Noarlunga North Outside,No-take,-1.0723642301719,0.46185418144700874,11
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Noarlunga South Outside,No-take,-1.1695419695738452,0.2666456098573351,4
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Pt Noarlunga inside,No-take,-1.1132625202903104,0.4303674634724671,8
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Southport,Fished,0.5203431778911916,-0.27704803505022235,5
M2_inverts,M2 invertebrates,Southern Metro,cap_status,Willunga,Fished,0.3971432149685289,-0.4179621108423068,3
M2_inverts,M2 invertebrates,Southern Yorke,cap_period,Edithburgh,Fished,0.05388797154703612,-1.5653105692771019,4
M2_inverts,M2 invertebrates,Southern Yorke,cap_period,Troubridge Lighthouse,Fished,-0.22741787555932758,1.603134547040212,2
M2_inverts,M2 invertebrates,Southern Yorke,cap_period,Troubridge Point,Fished,0.05982096623262778,0.7637432957569954,4
M2_inverts,M2 invertebrates,Sponge Gardens,cap_period,Cable Hut,No-take,-0.3318619534097088,0.7173363948893418,10
M2_inverts,M2 invertebrates,Sponge Gardens,cap_period,Grassy Knoll,Fished,-0.04500687597178428,-0.6316713402349452,6
M2_inverts,M2 invertebrates,Sponge Gardens,cap_period,Pancake Rock,No-take,-0.23304810303263737,1.3362320901145521,6
M2_inverts,M2 invertebrates,Sponge Gardens,cap_period,Penneshaw Pub,Fished,0.7303242550182565,-1.5349748368985223,6
M2_inverts,M2 invertebrates,Sponge Gardens,cap_period,Puzzle Rock,Fished,0.10083397966901297,-0.3651465711299882,6
M2_inverts,M2 invertebrates,Sponge Gardens,cap_status,Cable Hut,No-take,-1.1602877200961115,-0.019676300644198765,10
M2_inverts,M2 invertebrates,Sponge Gardens,cap_status,Grassy Knoll,Fished,0.8560988082512546,-0.3592417606854467,6
M2_inverts,M2 invertebrates,Sponge Gardens,cap_status,Pancake Rock,No-take,-1.3954947578719508,0.03279383440699795,6
M2_inverts,M2 invertebrates,Sponge Gardens,cap_status,Penneshaw Pub,Fished,1.5167675640126366,0.5990768122939184,6
M2_inverts,M2 invertebrates,Sponge Gardens,cap_status,Puzzle Rock,Fished,0.956441252434911,-0.2398350516084715,6
M2_inverts,M2 invertebrates,Upper GSV,cap_period,Outer Harbor breakwater south inside,Fished,1.131498587244744,-0.6539814377670908,2
M2_inverts,M2 invertebrates,Upper GSV,cap_period,Port Gawler,Fished,0.2960499926366662,1.9530414701840657,5
M2_inverts,M2 invertebrates,Upper GSV,cap_period,Port Julia,Fished,-0.34634604331404606,-1.718237747841164,2
M2_inverts,M2 invertebrates,Upper GSV,cap_period,Port Parham,Fished,-0.4711019102677255,-0.8585042656373473,7
M2_inverts,M2 invertebrates,Upper GSV,cap_period,Semaphore,Fished,0.03530833154704991,0.14125155425108696,7
