dataset,dataset_label,location,id,site_name,status,period,sampling_event,survey_date,period_CAP1,status_CAP1,period_cap_percent,status_cap_percent
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_1,2nd Valley Boat Shed,Fished,Pre-bloom,1,2005-03-09,-1.2596345909435467,-1.4080888294793363,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_2,2nd Valley Boat Shed,Fished,Pre-bloom,2,2006-02-28,-0.8155438691933801,-1.478944135778546,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_3,2nd Valley Boat Shed,Fished,Pre-bloom,3,2007-02-19,-0.6966860434191292,-1.003271208089247,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_4,2nd Valley Boat Shed,Fished,Pre-bloom,4,2008-02-05,-1.0004112578635804,-1.339332689557875,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_5,2nd Valley Boat Shed,Fished,Pre-bloom,5,2011-01-31,-0.6391022689902548,-0.9334372189861944,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_7,2nd Valley Boat Shed,Fished,Pre-bloom,7,2012-11-02,-0.28971504204983634,-0.7625896688782465,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_8,2nd Valley Boat Shed,Fished,Pre-bloom,8,2013-02-24,-0.984702973351126,-0.5987455242782855,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_9,2nd Valley Boat Shed,Fished,Pre-bloom,9,2014-01-22,-1.0126818532323276,-0.9423008218365739,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_10,2nd Valley Boat Shed,Fished,Pre-bloom,10,2016-02-09,-1.1348074419644918,-0.7778490403301458,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_11,2nd Valley Boat Shed,Fished,Pre-bloom,11,2017-02-20,-1.3574122857716036,-1.6872777550269487,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_12,2nd Valley Boat Shed,Fished,Pre-bloom,12,2018-02-13,-0.590697350543787,-1.3288374974203938,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_14,2nd Valley Boat Shed,Fished,Pre-bloom,14,2019-02-16,-1.0870369907870403,-1.2603354198997816,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_15,2nd Valley Boat Shed,Fished,Pre-bloom,15,2020-02-06,-0.5822394632784206,-0.8116792874198532,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_16,2nd Valley Boat Shed,Fished,Pre-bloom,16,2020-12-13,-0.507839444738115,-0.7331878953290281,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_17,2nd Valley Boat Shed,Fished,Pre-bloom,17,2021-12-12,-0.9285418563926284,-0.9579903436938594,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_18,2nd Valley Boat Shed,Fished,Pre-bloom,18,2022-12-03,-1.0913824859625556,-1.5997096593569,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_19,2nd Valley Boat Shed,Fished,Pre-bloom,19,2023-12-20,-0.2426051362788286,-0.855895961403312,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_20,2nd Valley Boat Shed,Fished,Pre-bloom,20,2024-02-17,-1.2092781608545113,-1.7050599454125288,3.3,1.9
M1,M1 fish,Rapid Head,2nd Valley Boat Shed_21,2nd Valley Boat Shed,Fished,Bloom,21,2026-01-12,1.1669275210975072,-0.3171323148192163,3.3,1.9
M1,M1 fish,Rapid Head,Cape Jervis South_11,Cape Jervis South,Fished,Pre-bloom,11,2017-02-20,0.2958635831407537,-0.2306704599895494,3.3,1.9
M1,M1 fish,Rapid Head,Cape Jervis South_12,Cape Jervis South,Fished,Pre-bloom,12,2018-02-13,0.8182536815570155,0.08710562352329053,3.3,1.9
M1,M1 fish,Rapid Head,Cape Jervis South_15,Cape Jervis South,Fished,Pre-bloom,15,2020-02-06,0.6479960309920672,0.24294854824303705,3.3,1.9
M1,M1 fish,Rapid Head,Cape Jervis South_22,Cape Jervis South,Fished,Bloom,22,2026-05-14,1.8317414181169351,-0.010257497080802482,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_4,Lasseters Reef,Fished,Pre-bloom,4,2008-02-05,-1.02965478452465,-1.980515228360297,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_5,Lasseters Reef,Fished,Pre-bloom,5,2011-01-31,-0.9049622574691883,-1.744906497553285,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_6,Lasseters Reef,Fished,Pre-bloom,6,2012-01-31,-0.8498995709025914,-1.4436570489755995,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_9,Lasseters Reef,Fished,Pre-bloom,9,2014-01-22,-0.5525124886437551,-1.5473603012053578,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_14,Lasseters Reef,Fished,Pre-bloom,14,2019-02-16,-0.9755179394574048,-1.3202363921570854,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_15,Lasseters Reef,Fished,Pre-bloom,15,2020-02-06,-1.1218250523674458,-1.9297411903124952,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_16,Lasseters Reef,Fished,Pre-bloom,16,2020-12-13,-1.9515702335505807,-2.1069395066890806,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_17,Lasseters Reef,Fished,Pre-bloom,17,2021-12-12,-1.423146485996074,-1.7802298043880014,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_18,Lasseters Reef,Fished,Pre-bloom,18,2022-12-03,-1.1589847423746678,-2.0396188515176,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_19,Lasseters Reef,Fished,Pre-bloom,19,2023-12-20,0.3401163488844132,-0.6204725501014887,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_20,Lasseters Reef,Fished,Pre-bloom,20,2024-02-17,-1.2167042483270274,-1.5585542304265634,3.3,1.9
M1,M1 fish,Rapid Head,Lasseters Reef_21,Lasseters Reef,Fished,Bloom,21,2026-01-12,0.9852785336339325,-0.7950462234645697,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_1,Morgans,Fished,Pre-bloom,1,2005-03-09,0.048720014060742244,0.13787963565483197,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_2,Morgans,Fished,Pre-bloom,2,2006-02-28,0.20447017276424503,0.049602105938746636,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_3,Morgans,Fished,Pre-bloom,3,2007-02-19,-0.006417611241679915,-0.4061166844295346,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_10,Morgans,Fished,Pre-bloom,10,2016-02-09,0.6526786998350442,-0.20094274735366155,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_11,Morgans,Fished,Pre-bloom,11,2017-02-20,0.26644558656719614,0.1975546291366141,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_12,Morgans,Fished,Pre-bloom,12,2018-02-13,-0.3801186455580863,0.07614573923822864,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_14,Morgans,Fished,Pre-bloom,14,2019-02-16,0.4132182004452774,0.515757689415582,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_15,Morgans,Fished,Pre-bloom,15,2020-02-06,-0.077141004959915,-0.6742588763206783,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_16,Morgans,Fished,Pre-bloom,16,2020-12-13,0.6529204481488803,0.06067568107139479,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_17,Morgans,Fished,Pre-bloom,17,2021-12-12,0.9073321847937407,-0.2678857966454526,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_18,Morgans,Fished,Pre-bloom,18,2022-12-03,0.33297083580540354,-0.18583785389146887,3.3,1.9
M1,M1 fish,Rapid Head,Morgans_21,Morgans,Fished,Bloom,21,2026-01-12,2.238216083711831,0.573600636603827,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_3,Nev's Windmills,Fished,Pre-bloom,3,2007-02-19,-0.1236706311159726,0.20079378837890985,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_6,Nev's Windmills,Fished,Pre-bloom,6,2012-01-31,0.6001945032134969,0.5061640446159517,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_10,Nev's Windmills,Fished,Pre-bloom,10,2016-02-09,0.7717187845121288,0.5460635170041506,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_11,Nev's Windmills,Fished,Pre-bloom,11,2017-02-20,0.4331654502071906,0.507644469997938,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_12,Nev's Windmills,Fished,Pre-bloom,12,2018-02-13,0.10970791704037237,0.8135983278902902,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_14,Nev's Windmills,Fished,Pre-bloom,14,2019-02-16,0.3520679212703679,0.492741105601701,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_15,Nev's Windmills,Fished,Pre-bloom,15,2020-02-06,-0.4183485069490321,0.2934430869452261,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_16,Nev's Windmills,Fished,Pre-bloom,16,2020-12-13,0.7873692336618227,0.4034530853000659,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_17,Nev's Windmills,Fished,Pre-bloom,17,2021-12-12,0.6267210814396873,0.1285038132689076,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_18,Nev's Windmills,Fished,Pre-bloom,18,2022-12-03,0.5010255669619905,0.5156997652366124,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_20,Nev's Windmills,Fished,Pre-bloom,20,2024-02-17,0.5102902944718853,0.6966030022626065,3.3,1.9
M1,M1 fish,Rapid Head,Nev's Windmills_21,Nev's Windmills,Fished,Bloom,21,2026-01-12,2.2565187370805266,0.631566710146105,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_1,Rapid Head,No-take,Pre-bloom,1,2005-03-09,-1.3240929553247605,0.27237818854369006,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_2,Rapid Head,No-take,Pre-bloom,2,2006-02-28,-1.41793718218237,-0.16218327785930478,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_3,Rapid Head,No-take,Pre-bloom,3,2007-02-19,-0.9747920449303453,0.04749699443858873,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_4,Rapid Head,No-take,Pre-bloom,4,2008-02-05,-0.4611667523161061,0.2078207697066078,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_5,Rapid Head,No-take,Pre-bloom,5,2011-01-31,-1.1904943689190033,0.29742890814502077,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_6,Rapid Head,No-take,Pre-bloom,6,2012-01-31,-0.3611277881273869,0.4867553475727702,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_9,Rapid Head,No-take,Pre-bloom,9,2014-01-22,-0.07908486265071436,0.9591156576237154,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_10,Rapid Head,No-take,Pre-bloom,10,2016-02-09,-1.047484987207497,0.3032982097780301,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_11,Rapid Head,No-take,Pre-bloom,11,2017-02-20,-0.6464159546612098,0.1649649110055854,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_12,Rapid Head,No-take,Pre-bloom,12,2018-02-13,-0.6599548042747133,0.02271566440897799,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_14,Rapid Head,No-take,Pre-bloom,14,2019-02-16,0.07519045908879211,1.112762711649606,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_15,Rapid Head,No-take,Pre-bloom,15,2020-02-06,-0.08190756155428244,0.33266451896401394,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_16,Rapid Head,No-take,Pre-bloom,16,2020-12-13,0.3649255150570304,0.888342304126495,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_17,Rapid Head,No-take,Pre-bloom,17,2021-12-12,0.6098247133346749,0.6935204756743619,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_18,Rapid Head,No-take,Pre-bloom,18,2022-12-03,0.35310313320111236,0.8026006969614224,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head_21,Rapid Head,No-take,Bloom,21,2026-01-12,1.7218113351355733,1.3441430048145415,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head East_8,Rapid Head East,Fished,Pre-bloom,8,2013-02-24,-0.1703332212697219,-0.22688346981934843,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head East_10,Rapid Head East,Fished,Pre-bloom,10,2016-02-09,0.7205397760088911,0.8011111397902086,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head East_11,Rapid Head East,Fished,Pre-bloom,11,2017-02-20,-0.7550740154214107,-0.6566050030370332,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head East_13,Rapid Head East,Fished,Pre-bloom,13,2018-05-16,-0.14069233233997602,-0.4007455913426049,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head East_14,Rapid Head East,Fished,Pre-bloom,14,2019-02-16,0.17520060049165842,0.49848380813023957,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head East_15,Rapid Head East,Fished,Pre-bloom,15,2020-02-06,0.24078586384274148,0.12046197836735181,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head East_16,Rapid Head East,Fished,Pre-bloom,16,2020-12-13,0.5580075173954318,0.28426989573725886,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head East_17,Rapid Head East,Fished,Pre-bloom,17,2021-12-12,0.010647713559195025,0.24144122066520413,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head East_18,Rapid Head East,Fished,Pre-bloom,18,2022-12-03,0.529804359381268,0.37233514133690504,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head East_20,Rapid Head East,Fished,Pre-bloom,20,2024-02-17,-0.11292130571124837,-0.19867371849718363,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head East_21,Rapid Head East,Fished,Bloom,21,2026-01-12,2.101494899777823,0.9235080405235505,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ_6,Rapid Head SZ,No-take,Pre-bloom,6,2012-01-31,-0.10558264754175234,0.6136357845988051,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ_8,Rapid Head SZ,No-take,Pre-bloom,8,2013-02-24,-0.06814214440527455,0.631609779997614,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ_11,Rapid Head SZ,No-take,Pre-bloom,11,2017-02-20,-0.7368611489022394,-0.027472475286471638,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ_12,Rapid Head SZ,No-take,Pre-bloom,12,2018-02-13,-0.3910766571195582,0.28451538053540737,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ_14,Rapid Head SZ,No-take,Pre-bloom,14,2019-02-16,0.16955262077738184,0.7192247793038054,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ_15,Rapid Head SZ,No-take,Pre-bloom,15,2020-02-06,-0.16157265880654326,0.7233860297063119,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ_16,Rapid Head SZ,No-take,Pre-bloom,16,2020-12-13,-0.2132029686516531,0.6528352465406563,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ_17,Rapid Head SZ,No-take,Pre-bloom,17,2021-12-12,0.8859805805449423,1.5152826847764682,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ_18,Rapid Head SZ,No-take,Pre-bloom,18,2022-12-03,0.47407709504394513,1.1358218153441648,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ_20,Rapid Head SZ,No-take,Pre-bloom,20,2024-02-17,-0.22246675144045255,0.32315033927812487,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ_21,Rapid Head SZ,No-take,Bloom,21,2026-01-12,1.9280584725050418,1.1936974259985538,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ Site2_8,Rapid Head SZ Site2,No-take,Pre-bloom,8,2013-02-24,0.0207666835622026,0.927908891896932,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ Site2_10,Rapid Head SZ Site2,No-take,Pre-bloom,10,2016-02-09,-0.19819644745026277,0.9315598953560275,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ Site2_11,Rapid Head SZ Site2,No-take,Pre-bloom,11,2017-02-20,0.7262060229669505,0.17262655719649986,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ Site2_13,Rapid Head SZ Site2,No-take,Pre-bloom,13,2018-05-16,0.5218981326154291,-0.0041233412876654895,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ Site2_14,Rapid Head SZ Site2,No-take,Pre-bloom,14,2019-02-16,0.14409664272537193,0.5478568115042326,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ Site2_16,Rapid Head SZ Site2,No-take,Pre-bloom,16,2020-12-13,0.17880553732673354,0.8483270710334485,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ Site2_17,Rapid Head SZ Site2,No-take,Pre-bloom,17,2021-12-12,0.04269601272024262,0.8776670723295864,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ Site2_18,Rapid Head SZ Site2,No-take,Pre-bloom,18,2022-12-03,1.0369719574949192,1.1924565214243479,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ Site2_20,Rapid Head SZ Site2,No-take,Pre-bloom,20,2024-02-17,0.0033060219560957908,1.1329463359532643,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head SZ Site2_21,Rapid Head SZ Site2,No-take,Bloom,21,2026-01-12,1.5892990742015995,1.3436174569800339,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head South_1,Rapid Head South,No-take,Pre-bloom,1,2005-03-09,0.23522315326178164,1.1527649471734798,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head South_10,Rapid Head South,No-take,Pre-bloom,10,2016-02-09,0.576159153363204,0.6109399468166028,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head South_11,Rapid Head South,No-take,Pre-bloom,11,2017-02-20,0.3243905066463573,0.6832548380978415,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head South_12,Rapid Head South,No-take,Pre-bloom,12,2018-02-13,-0.12191159297450066,0.785270145546174,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head South_14,Rapid Head South,No-take,Pre-bloom,14,2019-02-16,0.711545915179523,1.0562557356064817,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head South_15,Rapid Head South,No-take,Pre-bloom,15,2020-02-06,0.37874290032000524,-0.17410576663730284,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head South_16,Rapid Head South,No-take,Pre-bloom,16,2020-12-13,0.11189356396183278,0.8636330779226022,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head South_17,Rapid Head South,No-take,Pre-bloom,17,2021-12-12,0.2824004467244675,1.4079806839204634,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head South_18,Rapid Head South,No-take,Pre-bloom,18,2022-12-03,0.33018056166119575,1.2234384752416236,3.3,1.9
M1,M1 fish,Rapid Head,Rapid Head South_21,Rapid Head South,No-take,Bloom,21,2026-01-12,2.3777700979883436,0.7888772781080352,3.3,1.9
M1,M1 fish,Southern Metro,Aldinga Pinacles_7,Aldinga Pinacles,No-take,Pre-bloom,7,2017-03-06,-0.7395756483211736,-1.0445507508801262,2.8,4
M1,M1 fish,Southern Metro,Aldinga Pinacles_8,Aldinga Pinacles,No-take,Pre-bloom,8,2018-01-20,-1.0513408853969581,-1.143436022093536,2.8,4
M1,M1 fish,Southern Metro,Aldinga Pinacles_12,Aldinga Pinacles,No-take,Pre-bloom,12,2021-02-03,-0.5722092360075861,-0.925571210500646,2.8,4
M1,M1 fish,Southern Metro,Aldinga Pinacles_13,Aldinga Pinacles,No-take,Pre-bloom,13,2022-02-13,-0.5969270326019934,-1.0410455759967925,2.8,4
M1,M1 fish,Southern Metro,Aldinga Pinacles_18,Aldinga Pinacles,No-take,Bloom,18,2026-01-29,0.890788515335817,-0.7335033114301835,2.8,4
M1,M1 fish,Southern Metro,Aldinga Reef_1,Aldinga Reef,No-take,Pre-bloom,1,2008-02-08,-0.8915207824551485,-1.0594757204031646,2.8,4
M1,M1 fish,Southern Metro,Aldinga Reef_2,Aldinga Reef,No-take,Pre-bloom,2,2011-02-02,-1.1537678812843228,-1.414667952225474,2.8,4
M1,M1 fish,Southern Metro,Aldinga Reef_3,Aldinga Reef,No-take,Pre-bloom,3,2012-02-02,-0.6973311305755123,-0.834478649777535,2.8,4
M1,M1 fish,Southern Metro,Aldinga Reef_13,Aldinga Reef,No-take,Pre-bloom,13,2022-02-13,-0.2795018552722255,-0.2563668961221478,2.8,4
M1,M1 fish,Southern Metro,Aldinga Reef_18,Aldinga Reef,No-take,Bloom,18,2026-01-29,0.8658246884160671,-0.8351477004606067,2.8,4
M1,M1 fish,Southern Metro,Aldinga SZ1_5,Aldinga SZ1,No-take,Pre-bloom,5,2016-02-17,-0.305673611767537,-0.8770239905432617,2.8,4
M1,M1 fish,Southern Metro,Aldinga SZ1_18,Aldinga SZ1,No-take,Bloom,18,2026-01-29,0.9455683360385378,-0.6827744949515662,2.8,4
M1,M1 fish,Southern Metro,Aldinga SZ3_5,Aldinga SZ3,No-take,Pre-bloom,5,2016-02-17,-0.3098391161323172,0.14281911431919372,2.8,4
M1,M1 fish,Southern Metro,Aldinga SZ3_18,Aldinga SZ3,No-take,Bloom,18,2026-01-29,1.3337170155829854,0.32581664213734485,2.8,4
M1,M1 fish,Southern Metro,Gull Rock_5,Gull Rock,Fished,Pre-bloom,5,2016-02-17,-0.06150028808470883,0.5160877850531458,2.8,4
M1,M1 fish,Southern Metro,Gull Rock_18,Gull Rock,Fished,Bloom,18,2026-01-29,1.8868030096006354,0.8501796238461786,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_4,Horseshoe inner,Fished,Pre-bloom,4,2015-08-26,0.9004697066962531,1.0968272875982126,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_5,Horseshoe inner,Fished,Pre-bloom,5,2016-02-17,0.02249377407990315,-0.009677805251059464,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_6,Horseshoe inner,Fished,Pre-bloom,6,2016-11-16,0.6420402660987107,0.4826803179447388,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_7,Horseshoe inner,Fished,Pre-bloom,7,2017-03-06,-0.4714149676417815,0.06857314861470776,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_8,Horseshoe inner,Fished,Pre-bloom,8,2018-01-20,0.621711593935177,0.38158285440244116,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_9,Horseshoe inner,Fished,Pre-bloom,9,2019-03-18,-0.046321972162090545,-0.4678625338068385,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_10,Horseshoe inner,Fished,Pre-bloom,10,2019-09-10,0.5343104481534756,0.6374563337344972,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_11,Horseshoe inner,Fished,Pre-bloom,11,2020-02-07,0.4071186049691723,0.01657198246440355,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_12,Horseshoe inner,Fished,Pre-bloom,12,2021-02-03,0.42744687120759023,0.2926860179749525,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_13,Horseshoe inner,Fished,Pre-bloom,13,2022-02-13,-0.6178945548140627,-0.23195232663442658,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_14,Horseshoe inner,Fished,Pre-bloom,14,2022-08-31,-0.03891585461602013,0.13818834815977352,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_16,Horseshoe inner,Fished,Pre-bloom,16,2025-03-06,-0.45183021663771233,0.1620568935468066,2.8,4
M1,M1 fish,Southern Metro,Horseshoe inner_17,Horseshoe inner,Fished,Bloom,17,2025-11-13,2.453567752871745,1.3553718112080297,2.8,4
M1,M1 fish,Southern Metro,Horseshoe outer_4,Horseshoe outer,Fished,Pre-bloom,4,2015-08-26,0.27151464339659104,1.0989073763697141,2.8,4
M1,M1 fish,Southern Metro,Horseshoe outer_5,Horseshoe outer,Fished,Pre-bloom,5,2016-02-17,-0.6672629509143357,0.2679140147235782,2.8,4
M1,M1 fish,Southern Metro,Horseshoe outer_6,Horseshoe outer,Fished,Pre-bloom,6,2016-11-16,-0.069903612955177,0.9546087149869081,2.8,4
M1,M1 fish,Southern Metro,Horseshoe outer_9,Horseshoe outer,Fished,Pre-bloom,9,2019-03-18,-0.5035484048945239,0.4364739530049354,2.8,4
M1,M1 fish,Southern Metro,Horseshoe outer_10,Horseshoe outer,Fished,Pre-bloom,10,2019-09-10,-0.28219604230179274,0.7445721560990335,2.8,4
M1,M1 fish,Southern Metro,Horseshoe outer_13,Horseshoe outer,Fished,Pre-bloom,13,2022-02-13,-1.0935988954992208,0.49420446801339185,2.8,4
M1,M1 fish,Southern Metro,Horseshoe outer_14,Horseshoe outer,Fished,Pre-bloom,14,2022-08-31,-0.2610707900172437,1.0469715739030514,2.8,4
M1,M1 fish,Southern Metro,Horseshoe outer_15,Horseshoe outer,Fished,Pre-bloom,15,2023-05-15,-0.4175984906990073,0.21553235315553732,2.8,4
M1,M1 fish,Southern Metro,Horseshoe outer_16,Horseshoe outer,Fished,Pre-bloom,16,2025-03-06,0.44342706894730094,1.3329564889997005,2.8,4
M1,M1 fish,Southern Metro,Horseshoe outer_17,Horseshoe outer,Fished,Bloom,17,2025-11-13,1.9448011699968948,1.5750517079027668,2.8,4
M1,M1 fish,Southern Metro,Moana inside_5,Moana inside,Fished,Pre-bloom,5,2016-02-17,-0.32726009959317875,0.1912237645627184,2.8,4
M1,M1 fish,Southern Metro,Moana inside_6,Moana inside,Fished,Pre-bloom,6,2016-11-16,-0.1740925259422087,0.14489893150027375,2.8,4
M1,M1 fish,Southern Metro,Moana inside_9,Moana inside,Fished,Pre-bloom,9,2019-03-18,0.71699649010872,1.3443636047359457,2.8,4
M1,M1 fish,Southern Metro,Moana inside_10,Moana inside,Fished,Pre-bloom,10,2019-09-10,0.5013524228777717,1.2250465739088434,2.8,4
M1,M1 fish,Southern Metro,Moana inside_13,Moana inside,Fished,Pre-bloom,13,2022-02-13,-0.3178683878021118,0.7474519024068529,2.8,4
M1,M1 fish,Southern Metro,Moana inside_14,Moana inside,Fished,Pre-bloom,14,2022-08-31,-0.09290855543891717,1.3866112195857836,2.8,4
M1,M1 fish,Southern Metro,Moana inside_16,Moana inside,Fished,Pre-bloom,16,2025-03-06,0.7537152871904255,1.229424568410783,2.8,4
M1,M1 fish,Southern Metro,Moana inside_17,Moana inside,Fished,Bloom,17,2025-11-13,1.9182275895454246,1.5227027676207374,2.8,4
M1,M1 fish,Southern Metro,Moana outside_5,Moana outside,Fished,Pre-bloom,5,2016-02-17,-0.7757908116270507,-0.16038188327414316,2.8,4
M1,M1 fish,Southern Metro,Moana outside_6,Moana outside,Fished,Pre-bloom,6,2016-11-16,0.05563086682106614,0.8343452022603502,2.8,4
M1,M1 fish,Southern Metro,Moana outside_7,Moana outside,Fished,Pre-bloom,7,2017-03-06,-1.0292787539538752,-0.2580146658506946,2.8,4
M1,M1 fish,Southern Metro,Moana outside_8,Moana outside,Fished,Pre-bloom,8,2018-01-20,-0.5813836292910426,-0.2196737631524526,2.8,4
