site_name,status,CAP1,MDS1,n_events
Aldinga Pinacles,No-take,0.2731511218553827,-0.16285977567719276,5
Aldinga Reef,No-take,0.13032288280694698,0.24114064954380818,5
Aldinga SZ1,No-take,0.8748962016692361,0.19955200741496537,2
Aldinga SZ3,No-take,1.182251047007645,-0.1623286803498536,2
Gull Rock,Fished,0.4457501703471428,1.0115791974902115,2
Horseshoe inner,Fished,-0.6112116346844317,0.9054818026019442,13
Horseshoe outer,Fished,0.12863960828469417,-0.5250295721364162,10
Moana inside,Fished,0.3322120441916835,-0.7727176349594526,8
Moana outside,Fished,0.17555778381270198,-0.7752508344033708,12
Noarlunga North Outside,No-take,-0.3341550787258961,0.1467134370097357,11
Noarlunga South Outside,No-take,-0.008724506225693748,0.4831616732667357,4
Pt Noarlunga inside,No-take,-0.5073444114393592,0.357195375976439,8
Southport,Fished,0.055693989845184685,0.31649887502707796,5
Willunga,Fished,0.7875632601938882,-0.5039259738365695,3
