"start_date_fct","Status","response","SE","df","asymp.LCL","asymp.UCL","start_date_date","Period","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"2025-11-14","No-take",9.042725302261715,0.9934197692423196,Inf,7.291009389049979,11.215303194503086,"2025-11-14","Bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2015-04-28","Not modelled by Status",4.399997931767683,0.9380828533167231,Inf,2.8971812511489787,6.682350920185617,"2015-04-28","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2015-10-09","Not modelled by Status",10.333329941065438,1.3123343208980793,Inf,8.056336240690122,13.253879242479663,"2015-10-09","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-10-12","Not modelled by Status",8.250001643808178,1.4361406850313472,Inf,5.865146883297934,11.60457333415775,"2021-10-12","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2022-12-01","Not modelled by Status",13.500004066152592,1.8371174306609377,Inf,10.339512631461115,17.62656677178236,"2022-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2023-12-01","Not modelled by Status",8.750000267093524,1.4790198450968446,Inf,6.282445926713566,12.186735161314417,"2023-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2024-12-19","Not modelled by Status",9.500000746913853,1.5411034328996067,Inf,6.912585760034516,13.055897940991786,"2024-12-19","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-02-04","Not modelled by Status",6.7499992962651545,1.2990379297065706,Inf,4.629029188976151,9.842774508332187,"2025-02-04","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-11-13","Not modelled by Status",8.500003285803528,1.1902382022894848,Inf,6.459918959082393,11.184359481335294,"2025-11-13","Bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2015-12-10","Fished",8.480634682984018,0.8982327439480624,Inf,6.8908486265955915,10.437199904326436,"2015-12-10","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-12-06","Fished",7.399772108339127,0.8322745173412102,Inf,5.935825970757982,9.22476964875732,"2016-12-06","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-12-05","Fished",7.309763087625786,0.8987666335595098,Inf,5.744396797661677,9.301696640971395,"2017-12-05","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-12-11","Fished",8.950153868973338,0.961493210974538,Inf,7.250834541758759,11.047728894785688,"2018-12-11","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-01-21","Fished",9.312061689190493,0.9470325983699743,Inf,7.629200348617506,11.366131303525524,"2021-01-21","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-02-27","Fished",12.637875085476374,1.1298807243252282,Inf,10.606521015418227,15.05827277803274,"2025-02-27","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-12-10","Fished",9.062649768878424,0.9325516489292327,Inf,7.4074049853962345,11.08777243788822,"2025-12-10","Bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2015-12-10","No-take",7.802116388093167,0.87088206547671,Inf,6.269028373562211,9.710120373687587,"2015-12-10","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-12-06","No-take",8.483473704759607,0.8984551795034748,Inf,6.893280079627728,10.440505139497308,"2016-12-06","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-12-05","No-take",9.731096200679731,0.9711239449862642,Inf,8.002308743906891,11.833364132443089,"2017-12-05","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-12-11","No-take",8.982515286239053,0.927920967303342,Inf,7.336117418953777,10.998403686813543,"2018-12-11","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-01-21","No-take",13.640106507700624,1.1820411673194062,Inf,11.509416027603097,16.165242884192054,"2021-01-21","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-02-27","No-take",13.448182364024404,1.2144590532340782,Inf,11.26664236118857,16.052130093262136,"2025-02-27","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-12-10","No-take",8.8161672771039,0.9181614986437147,Inf,7.188383976458755,10.812556161776921,"2025-12-10","Bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-01-20","Fished",13.393462389365062,1.1838781460386751,Inf,11.262978396875976,15.926944761351283,"2016-01-20","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-12-06","Fished",9.317177911277515,0.9561161736937452,Inf,7.619653795672388,11.392880379906707,"2016-12-06","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-12-05","Fished",13.916644972074046,1.9825995113749815,Inf,10.526167589011372,18.399194734552367,"2017-12-05","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-01-17","Fished",9.252893145395008,1.1673138406580998,Inf,7.225914633573367,11.848469834158418,"2018-01-17","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2019-01-22","Fished",12.894296145346154,1.157160551111798,Inf,10.814565373193503,15.373976424055941,"2019-01-22","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-01-21","Fished",13.8925653835387,1.2103323521440377,Inf,11.711837346613066,16.479341987422,"2021-01-21","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-04-02","Fished",12.727969191229558,1.1481971422836488,Inf,10.665267515627193,15.189604901660267,"2025-04-02","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2026-01-27","Fished",13.975767911124162,1.214718308442072,Inf,11.786710542625942,16.571382490410457,"2026-01-27","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-01-20","No-take",17.412384220833722,1.4902342668141457,Inf,14.723409265367497,20.59245374419547,"2016-01-20","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-12-06","No-take",11.226211329169713,1.1076576421281812,Inf,9.252255796894278,13.621307449096081,"2016-12-06","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-12-05","No-take",15.099502946899818,2.0970471670132333,Inf,11.501280391054026,19.82344412894901,"2017-12-05","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-01-17","No-take",13.130204292305955,1.404541275221805,Inf,10.646778989153848,16.19290350004639,"2018-01-17","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2019-01-22","No-take",13.04338575642415,1.1648356861504066,Inf,10.94898946723808,15.53841224342727,"2019-01-22","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-01-21","No-take",13.126561363639867,1.1692937486936728,Inf,11.023696767983077,15.630565395616244,"2021-01-21","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-04-02","No-take",15.380792215837072,1.331002468891835,Inf,12.981311221679182,18.223796128674373,"2025-04-02","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2026-01-27","No-take",14.391304541460146,1.2783720498225872,Inf,12.09172818831104,17.12820890278218,"2026-01-27","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-04-19","Fished",9.940730019497328,1.085172200279257,Inf,8.025969640072383,12.312295928351425,"2016-04-19","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-06-02","Fished",11.266280502687753,1.1781939454778434,Inf,9.178346441509317,13.829187770816977,"2017-06-02","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-06-26","Fished",9.065185980616707,1.0567673626047913,Inf,7.213541373376409,11.392129414613063,"2018-06-26","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2019-06-06","Fished",10.437842751304341,1.120304071266114,Inf,8.457664224661869,12.881637105345389,"2019-06-06","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-05-20","Fished",9.85803302372501,1.0792964545735666,Inf,7.954215561396945,12.217523443604748,"2021-05-20","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-04-09","Fished",9.104238494525687,1.1894843270177766,Inf,7.047461124032131,11.761279290006257,"2025-04-09","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-12-02","Fished",7.538448108493673,0.9100139992338455,Inf,5.950151170366511,9.550715310809725,"2025-12-02","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2026-03-01","Fished",11.100597846680934,1.1666774709758758,Inf,9.034096629482264,13.639800149093515,"2026-03-01","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-04-19","No-take",9.124319522507921,1.027034011145565,Inf,7.317945708021759,11.376581635138253,"2016-04-19","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-06-02","No-take",10.857054417799203,1.1883656789246713,Inf,8.760788937125213,13.454910451219387,"2017-06-02","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-06-26","No-take",11.778708321401398,1.2138978393978102,Inf,9.624407016702584,14.415222618897877,"2018-06-26","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2019-06-06","No-take",12.442249494865266,1.2594068335369888,Inf,10.20328753235754,15.172518857429974,"2019-06-06","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-05-20","No-take",8.156002016821297,0.9888878273571298,Inf,6.4309035892378414,10.343860388408766,"2021-05-20","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-04-09","No-take",5.907474418885066,0.9182805885254044,Inf,4.355999303519183,8.011538014156104,"2025-04-09","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-12-02","No-take",6.138181079742941,0.8024921857711677,Inf,4.7506768905472505,7.9309260208125885,"2025-12-02","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2026-03-01","No-take",13.105811554857123,1.3045375877210252,Inf,10.78291755895831,15.929111538901505,"2026-03-01","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-11-28","Not modelled by Status",6.416523634401866,1.3536985662033663,Inf,4.243470640819939,9.702382562703999,"2017-11-28","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-11-27","Not modelled by Status",6.386746586676004,1.7114643688088056,Inf,3.7773058914185627,10.798842650018676,"2018-11-27","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-11-23","Not modelled by Status",7.9414764073810575,1.7461877999722317,Inf,5.16104140481237,12.219829794464275,"2021-11-23","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-10-30","Not modelled by Status",8.560614054663846,1.7012127031615034,Inf,5.7989508295319965,12.637477907158347,"2025-10-30","Bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2026-01-23","Not modelled by Status",8.976177250425462,1.7787128997912212,Inf,6.0872049955875305,13.236248506409781,"2026-01-23","Bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-04-12","Not modelled by Status",6.721222442746919,1.0356910356252453,Inf,4.96917578270234,9.091010883965518,"2017-04-12","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-11-23","Not modelled by Status",7.45892059324475,1.119793184654782,Inf,5.557593245902298,10.010717581275234,"2017-11-23","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-04-24","Not modelled by Status",6.393354336642834,0.998058599566348,Inf,4.708133402463737,8.681780268265149,"2018-04-24","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-11-29","Not modelled by Status",7.049105664051429,1.0731623879945218,Inf,5.230537350735073,9.499959054107276,"2018-11-29","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2019-10-22","Not modelled by Status",6.147440177848709,0.969714590506706,Inf,4.512563992904773,8.374622675633724,"2019-10-22","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2020-10-28","Not modelled by Status",9.180218393930485,1.3137012395129257,Inf,6.9349759723648114,12.15237227873503,"2020-10-28","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-10-24","Not modelled by Status",4.098314785907624,0.7279486520903408,Inf,2.8934344822220206,5.804929811816708,"2025-10-24","Bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2014-09-03","Not modelled by Status",0.5788814035085061,0.32317613600743983,Inf,0.19381322539440024,1.7290031608836731,"2014-09-03","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2015-12-10","Not modelled by Status",0.15821198754073926,0.11010477396987281,Inf,0.04044464733998742,0.6188960628380354,"2015-12-10","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2016-02-12","Not modelled by Status",0.44348192425191624,0.26743992096575364,Inf,0.1360073535266914,1.4460704663265482,"2016-02-12","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2016-11-19","Not modelled by Status",0.8693656503270851,0.5088291854339131,Inf,0.2760606607664911,2.7377918746921144,"2016-11-19","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2020-11-26","Not modelled by Status",0.38638491935580466,0.26809952946987287,Inf,0.09917449113498526,1.5053599388011003,"2020-11-26","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2021-11-22","Not modelled by Status",0.43468379169285054,0.3266738572077091,Inf,0.09965013401167126,1.8961339152674215,"2021-11-22","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-02-06","Not modelled by Status",0.5740806402245924,0.3098986783277456,Inf,0.19928726965715138,1.6537362474164006,"2025-02-06","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2026-02-21","Not modelled by Status",0.25750293837710686,0.14747891663626114,Inf,0.0838061673124324,0.7912038624275274,"2026-02-21","Bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-04-05","Fished",0.5833333401386074,0.22047925896560294,Inf,0.27809481063479796,1.223603507525089,"2017-04-05","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2018-03-28","Fished",0.6666666583261326,0.23570223944392682,Inf,0.33339844262515606,1.333072913671126,"2018-03-28","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2026-03-24","Fished",0.41666666208599035,0.18633898164359775,Inf,0.17342826539414016,1.0010542797007465,"2026-03-24","Bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-04-05","No-take",0.6666666756114643,0.23570224249957375,Inf,0.3333984542645675,1.3330729362594875,"2017-04-05","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2018-03-28","No-take",0.4166666662573645,0.1863389825763391,Inf,0.17342826789131485,1.0010542853303803,"2018-03-28","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2026-03-24","No-take",0.16666666820980586,0.11785112093005062,Inf,0.04168294767365663,0.6664062846426982,"2026-03-24","Bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2021-10-11","Not modelled by Status",0.33333341143947476,0.11785113427588671,Inf,0.1666992767058136,0.666536564390523,"2021-10-11","Pre-bloom","Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2022-05-10","Not modelled by Status",0.12499998780124134,0.07216877412676069,Inf,0.0403151748210896,0.3875711073969289,"2022-05-10","Pre-bloom","Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2024-03-25","Not modelled by Status",0.17391301830622435,0.08695650822867215,Inf,0.06527266208697753,0.4633752779391453,"2024-03-25","Pre-bloom","Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2024-11-14","Not modelled by Status",0.5416666406499051,0.15023128722268037,Inf,0.3145221761819398,0.9328523449590737,"2024-11-14","Pre-bloom","Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-11-11","Not modelled by Status",0.31818178683623866,0.12026140736440753,Inf,0.1516880556165655,0.6674200487493458,"2025-11-11","Bloom","Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-01-12","Fished",0.5833333333333167,0.22047925762915213,Inf,0.27809480623586313,1.223603498330549,"2017-01-12","Pre-bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-01-12","No-take",0.9166666666666907,0.27638537633639837,Inf,0.5076501730174786,1.6552299643339052,"2017-01-12","Pre-bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2015-12-10","Not modelled by Status",0.11468373801514173,0.0918696479609946,Inf,0.02385779051443421,0.5512815512890159,"2015-12-10","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2016-12-06","Not modelled by Status",0.1718407695729596,0.0969595397167026,Inf,0.05686482875096801,0.5192884729636036,"2016-12-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-12-05","Not modelled by Status",0.25776114192156335,0.13214175350278334,Inf,0.09437290228401211,0.7040241920795965,"2017-12-05","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2018-12-11","Not modelled by Status",0.4202977023507997,0.19947937789575987,Inf,0.16579232924865592,1.0654905410998896,"2018-12-11","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2020-12-04","Not modelled by Status",0.25776114192156396,0.1321417535027794,Inf,0.09437290228401539,0.7040241920795752,"2020-12-04","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-02-06","Not modelled by Status",0.501795719577192,0.2874224715546559,Inf,0.1632935700815832,1.5420015868364598,"2025-02-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-02-20","Not modelled by Status",0.3763035154578004,0.18047143636593654,Inf,0.14699767031859562,0.9633100676969414,"2025-02-20","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-12-17","Not modelled by Status",0.14320033686509057,0.08492409593302462,Inf,0.04478618804107775,0.4578718880800275,"2025-12-17","Bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2015-11-15","Fished",1.0122861359493753,0.36313436932980625,Inf,0.5011345116602264,2.0448067279191675,"2015-11-15","Pre-bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
