"start_date_fct","Status","response","SE","df","asymp.LCL","asymp.UCL","start_date_date","Period","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"2022-03-16","Not modelled by Status",10.08333389984263,0.9166666160281239,Inf,8.437663449434853,12.049973685846123,"2022-03-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-11-10","Not modelled by Status",15.583329596249111,1.1395659626595431,Inf,13.502501446242182,17.984827646355647,"2025-11-10","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-04-08","Not modelled by Status",15.24999947156905,1.1273123247317858,Inf,13.1931106276789,17.627570210390306,"2026-04-08","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2020-10-13","Not modelled by Status",0.8516689389896924,0.5927129184373701,Inf,0.21771240272430645,3.331642903956835,"2020-10-13","Pre-bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-10-25","Not modelled by Status",0.7317850325552411,0.5087702433132638,Inf,0.1873223030984833,2.8587590746753477,"2021-10-25","Pre-bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2022-12-02","Not modelled by Status",0.5615022975453756,0.39528333262492243,Inf,0.1412951666963715,2.231391473044861,"2022-12-02","Pre-bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2023-11-23","Not modelled by Status",1.0569442715552462,0.7230663307829426,Inf,0.2765263062062818,4.039873126356729,"2023-11-23","Pre-bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-10-21","Not modelled by Status",0.1092004303965456,0.09558912246001587,Inf,0.019639072861023798,0.6071943458419021,"2025-10-21","Bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-03-20","Not modelled by Status",0.43794554658806484,0.31157193647613357,Inf,0.10860288753997423,1.766033170211272,"2026-03-20","Bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-01-07","Not modelled by Status",1.3071165385762153,0.2969017273657773,Inf,0.8374719258231298,2.0401324423384977,"2015-01-07","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-01-10","Not modelled by Status",1.2379762347018173,0.29528449612678986,Inf,0.7756790505204149,1.9757980528908887,"2016-01-10","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-03-11","Not modelled by Status",1.2764080452284112,0.5581930711020666,Inf,0.5416838306458718,3.0076908442720756,"2016-03-11","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-01-26","Not modelled by Status",0.4412916939748173,0.1455477193587467,Inf,0.23119622468827122,0.8423076952650735,"2026-01-26","Bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-04-28","Not modelled by Status",3.623750219647269,3.3078479151831526,Inf,0.6055648343507974,21.684822019877473,"2015-04-28","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-10-09","Not modelled by Status",3.4661940200171872,3.1677767794898353,Inf,0.578008679421807,20.786021753896918,"2015-10-09","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-10-12","Not modelled by Status",0.7485127754709326,0.5759107835072316,Inf,0.16568340162360132,3.381578175923864,"2021-10-12","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2022-12-01","Not modelled by Status",0.7268059732701782,0.5537782798650454,Inf,0.16325217541756623,3.2357726408855596,"2022-12-01","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2023-12-01","Not modelled by Status",0.8415637389267941,0.6372403019349184,Inf,0.19078704115761053,3.712146917207924,"2023-12-01","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2024-12-19","Not modelled by Status",0.6502989973266863,0.498120397505041,Inf,0.14491188449807635,2.91824778477508,"2024-12-19","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-02-04","Not modelled by Status",0.7600068632647731,0.5774712741532871,Inf,0.17141718356611407,3.3696180289112054,"2025-02-04","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-11-13","Not modelled by Status",0.4032163842083801,0.3062622796256756,Inf,0.09099333217301298,1.786762267205985,"2025-11-13","Bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-03-06","Not modelled by Status",0.33139912081829925,0.25377640182807015,Inf,0.07387958411371356,1.4865456891324853,"2026-03-06","Bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2014-09-03","Fished",0.46602464317424935,0.35647074972435583,Inf,0.10406610415534819,2.0869328184082416,"2014-09-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-03-11","Fished",7.492838149853635e-10,9.15449719421798e-6,Inf,2.220446049250313e-16,NA,"2016-03-11","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-11-03","Fished",0.879696997830771,0.5629796412693148,Inf,0.25095144640413913,3.083731212077635,"2016-11-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-10-13","Fished",0.27375307636222107,0.2398590614413081,Inf,0.049152627514185344,1.5246539322064174,"2025-10-13","Bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2014-09-03","No-take",0.9559021131861366,0.5368508497267708,Inf,0.31795392386219157,2.8738404574298033,"2014-09-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-03-11","No-take",0.47795062321728865,0.29726923807154304,Inf,0.14124212914452494,1.6173417918392352,"2016-03-11","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-11-03","No-take",0.36057458391572356,0.3217463467611372,Inf,0.06272701868713085,2.07269583804835,"2016-11-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-10-13","No-take",0.13655642009678287,0.1523073603800501,Inf,0.01534368715639217,1.2153308184389333,"2025-10-13","Bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-02-03","No-take",7.499999976992593,0.7905693479487735,Inf,6.100097107242981,9.221164625084441,"2017-02-03","Pre-bloom","Orcades Bank - Orcades Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics","overall","reef_associated_richness"
"2017-02-03","Fished",2.083333333332776,0.41666663236261803,Inf,1.4077270894660792,3.083181257399565,"2017-02-03","Pre-bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-11-14","Fished",0.9999999999993331,0.28867511063788936,Inf,0.5679097179960836,1.7608432613677556,"2025-11-14","Bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-02-03","No-take",2.2500000000000333,0.4330126662837243,Inf,1.5430099202283214,3.280925115018732,"2017-02-03","Pre-bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-11-14","No-take",1.333333333332361,0.3333333057404544,Inf,0.816842580083675,2.1764019422115264,"2025-11-14","Bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-04-28","Not modelled by Status",0.7999999900966983,0.399999964190858,Inf,0.30025430491271926,2.131526421713615,"2015-04-28","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-10-09","Not modelled by Status",7.000000025492539,1.0801233616911896,Inf,5.1731468056632925,9.471991071904798,"2015-10-09","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-10-12","Not modelled by Status",6.250000074560119,1.249999903289384,Inf,4.223181330316628,9.249543857278047,"2021-10-12","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2022-12-01","Not modelled by Status",9.749999599699937,1.5612493374460354,Inf,7.123661503118579,13.34461107571334,"2022-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2023-12-01","Not modelled by Status",6.750000340074597,1.2990380301472804,Inf,4.629030039804984,9.8427757433448555,"2023-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2024-12-19","Not modelled by Status",7.2500002943755275,1.3462911169248466,Inf,5.038182350356154,10.432830853120977,"2024-12-19","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-02-04","Not modelled by Status",3.5000002318536336,0.9354142997250071,Inf,2.0728836119371734,5.909642756800747,"2025-02-04","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-11-13","Not modelled by Status",4.3333336750652265,0.8498365482886352,Inf,2.9504468491968563,6.364385362361576,"2025-11-13","Bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-12-10","Fished",6.576922742006541,0.901221976774649,Inf,5.027873841973306,8.603221583090887,"2015-12-10","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-12-06","Fished",5.014931583528017,0.7550761604677285,Inf,3.733389874164486,6.736381582192823,"2016-12-06","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-12-05","Fished",5.173071994421558,0.8260620367227014,Inf,3.78289597034762,7.074123652681236,"2017-12-05","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-12-11","Fished",5.340690913044866,0.8100238330622196,Inf,3.9673042571610004,7.189511461641973,"2018-12-11","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-01-21","Fished",6.330274051602582,0.87860210146636,Inf,4.822598513219236,8.309289993465244,"2021-01-21","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-02-27","Fished",7.6456960998398404,0.9977355588652373,Inf,5.920226510832747,9.874059505010992,"2025-02-27","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-12-10","Fished",6.165875389224251,0.8634418092632484,Inf,4.685934990991277,8.113219536449193,"2025-12-10","Bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-12-10","No-take",4.476540211769337,0.7177770011832199,Inf,3.269333390372166,6.129510170667137,"2015-12-10","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-12-06","No-take",6.465776926476142,0.8925018467157324,Inf,4.933161484480557,8.474539378950274,"2016-12-06","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-12-05","No-take",7.294599284496644,0.9676533669285484,Inf,5.624535528034775,9.460546289761112,"2017-12-05","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-12-11","No-take",6.631474909028976,0.9076464801233374,Inf,5.071151947944686,8.671887555430937,"2018-12-11","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-01-21","No-take",9.864362932326664,1.1934073421169908,Inf,7.781964361316561,12.503996618688964,"2021-01-21","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-02-27","No-take",9.935715439685449,1.2288272571148326,Inf,7.796944181140268,12.661170710595838,"2025-02-27","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-12-10","No-take",6.382787542071148,0.8848919697071997,Inf,4.864096322361547,8.375651736156234,"2025-12-10","Bloom","Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-01-20","Fished",10.812010899972321,1.0506570354976499,Inf,8.93698388104928,13.08042861630352,"2016-01-20","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-12-06","Fished",7.817969452230989,0.8701824918046822,Inf,6.285656023543602,9.723829322998736,"2016-12-06","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-12-05","Fished",12.352007553694614,1.875108999453897,Inf,9.173182574961618,16.63240531404851,"2017-12-05","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-01-17","Fished",7.806680256587961,1.0657356050151463,Inf,5.973981705577137,10.201614205096153,"2018-01-17","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2019-01-22","Fished",10.146663809264705,1.01199358403236,Inf,8.345019140598216,12.337273854456585,"2019-01-22","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-01-21","Fished",10.895209225968197,1.0554436796381383,Inf,9.011098699384764,13.173264219792332,"2021-01-21","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-04-02","Fished",8.233776641214467,0.8963730601761538,Inf,6.651700999420113,10.19214149633594,"2025-04-02","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-01-27","Fished",10.396131367685616,1.0265723500707888,Inf,8.56681407874181,12.616072488647985,"2026-01-27","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-01-20","No-take",14.969472630014959,1.3729674451751386,Inf,12.50651037844555,17.91747690122805,"2016-01-20","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-12-06","No-take",9.653124656588684,1.0211450319004016,Inf,7.84557011641278,11.877124830062224,"2016-12-06","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-12-05","No-take",13.205829057149773,1.9458169366472793,Inf,9.89338975230159,17.627317375835755,"2017-12-05","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-01-17","No-take",11.302962422293929,1.3077961900126152,Inf,9.009589295454015,14.180109140407897,"2018-01-17","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2019-01-22","No-take",11.296700518846945,1.0781431078656136,Inf,9.369447765824363,13.62038038976022,"2019-01-22","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-01-21","No-take",10.964454008096801,1.0591553577798634,Inf,9.07322722531883,13.249888789316149,"2021-01-21","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-04-02","No-take",12.580483617404543,1.189914125913792,Inf,10.451705817563445,15.14284565700496,"2025-04-02","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-01-27","No-take",11.142758747611106,1.106885178887676,Inf,9.171432049264416,13.537806510535288,"2026-01-27","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-04-19","Fished",6.03027533122338,1.9752942963261555,Inf,3.1733291486434303,11.459328316417045,"2016-04-19","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-06-02","Fished",6.532859163651289,2.130769661924151,Inf,3.447258058550898,12.380346387541124,"2017-06-02","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-06-26","Fished",5.548470369915252,1.8387051171737627,Inf,2.897970578500097,10.623131813077674,"2018-06-26","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2019-06-06","Fished",5.8149162712894205,1.9086601032612012,Inf,3.055970600649911,11.064652007750144,"2019-06-06","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-05-20","Fished",5.958527428621591,1.9530956896242653,Inf,3.1342290675186257,11.327841186076558,"2021-05-20","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-04-09","Fished",3.9384826525103933,1.349073259153681,Inf,2.0126187449027975,7.707195236758298,"2025-04-09","Bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-12-02","Fished",4.1637875703279335,1.3974080848937216,Inf,2.156835135660837,8.038225381331914,"2025-12-02","Bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-03-01","Fished",6.676406414815328,2.175169782674873,Inf,3.5255082875104105,12.643397485037294,"2026-03-01","Bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-04-19","No-take",5.853981071035646,1.9241087638237615,Inf,3.0737967924187353,11.14878331077888,"2016-04-19","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-06-02","No-take",7.127951508569305,2.3305621149352636,Inf,3.755389894941712,13.52927236049455,"2017-06-02","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-06-26","No-take",7.982681388697361,2.581380675295945,Inf,4.235391044532602,15.045411742019542,"2018-06-26","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2019-06-06","No-take",7.830619273482782,2.534446196902905,Inf,4.152384162711796,14.767082187837527,"2019-06-06","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-05-20","No-take",5.525128036463767,1.8356260874260593,Inf,2.881016104516535,10.595928211390794,"2021-05-20","Pre-bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-04-09","No-take",2.9916338970666074,1.0634339369621413,Inf,1.4905016072376231,6.004604980376316,"2025-04-09","Bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-12-02","No-take",3.877292352448432,1.3128741988842545,Inf,1.996671665167399,7.529227888900158,"2025-12-02","Bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-03-01","No-take",7.146479192236554,2.3232568890873355,Inf,3.7789754866737075,13.514817713206249,"2026-03-01","Bloom","The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-11-28","Not modelled by Status",2.4010147524129186,1.896778213702819,Inf,0.51045083605561,11.293686745331193,"2017-11-28","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-11-27","Not modelled by Status",2.88213728690878,2.340872469929408,Inf,0.5866358552961589,14.159917546117796,"2018-11-27","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-11-23","Not modelled by Status",2.382805095555535,1.8856318798773877,Inf,0.5052316071086131,11.237935322175584,"2021-11-23","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-10-30","Not modelled by Status",3.0145114725722557,2.3632943902013257,Inf,0.6484824929667513,14.013145330564337,"2025-10-30","Bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
