"start_date_fct","response","SE","df","asymp.LCL","asymp.UCL","start_date_date","Period","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"2016-03-11",9.166666723906141,1.236032984928108,Inf,7.037776306483506,11.939535325917948,"2016-03-11","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2026-01-26",7.333333307736823,0.5527707521642451,Inf,6.3261531168651475,8.500865598556878,"2026-01-26","Bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2015-04-28",12.312650129360389,2.894132891996037,Inf,7.767361914553767,19.5177403699938,"2015-04-28","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2015-10-09",13.24539351904679,3.083168887287447,Inf,8.393212126466082,20.902658818927645,"2015-10-09","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-10-12",6.003688695889539,1.0959198602551052,Inf,4.197965935283735,8.586129214198984,"2021-10-12","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2022-12-01",5.949085220488128,1.0598557993956499,Inf,4.195704339072339,8.435202316580604,"2022-12-01","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2023-12-01",5.253751440843266,0.9609889038098735,Inf,3.6708966745260714,7.519117711403908,"2023-12-01","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2024-12-19",4.094804125860721,0.7942230984805604,Inf,2.7998524377296397,5.988680190146893,"2024-12-19","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-02-04",6.556058928320749,1.3403982487453434,Inf,4.391502505676652,9.787517738189582,"2025-02-04","Pre-bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-11-13",4.636152317692044,0.7793673483426363,Inf,3.3347645963847943,6.445404972855588,"2025-11-13","Bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2026-03-06",3.949023366799091,0.6874320347708055,Inf,2.8074727292879524,5.5547415968953935,"2026-03-06","Bloom","O'Sullivan","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2014-09-03",5.200760910580692,1.0184279673916246,Inf,3.5430897469102915,7.6339906638297546,"2014-09-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-03-11",5.573730439988266,1.093737225121543,Inf,3.79414615299887,8.188000610650446,"2016-03-11","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-11-03",4.002330842241786,0.7898382965995704,Inf,2.7185227709003117,5.89241051876672,"2016-11-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-10-13",2.7934437940951247,0.535341940264825,Inf,1.918729409309777,4.066924806023404,"2025-10-13","Bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-02-03",12.91666669528423,1.0374915478574653,Inf,11.035202464290322,15.118914134738928,"2017-02-03","Pre-bloom","Orcades Bank - Orcades Bank Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics","overall","richness"
"2017-02-03",7.645813135397567,0.6520527304570285,Inf,6.468911830531137,9.036830309776873,"2017-02-03","Pre-bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-11-14",9.197671380770256,0.7331713813524414,Inf,7.867310676154483,10.752995821691771,"2025-11-14","Bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2015-04-28",4.399997931767683,0.9380828533167231,Inf,2.8971812511489787,6.682350920185617,"2015-04-28","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2015-10-09",10.333329941065438,1.3123343208980793,Inf,8.056336240690122,13.253879242479663,"2015-10-09","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-10-12",8.250001643808178,1.4361406850313472,Inf,5.865146883297934,11.60457333415775,"2021-10-12","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2022-12-01",13.500004066152592,1.8371174306609377,Inf,10.339512631461115,17.62656677178236,"2022-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2023-12-01",8.750000267093524,1.4790198450968446,Inf,6.282445926713566,12.186735161314417,"2023-12-01","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2024-12-19",9.500000746913853,1.5411034328996067,Inf,6.912585760034516,13.055897940991786,"2024-12-19","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-02-04",6.7499992962651545,1.2990379297065706,Inf,4.629029188976151,9.842774508332187,"2025-02-04","Pre-bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-11-13",8.500003285803528,1.1902382022894848,Inf,6.459918959082393,11.184359481335294,"2025-11-13","Bloom","Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2015-12-10",8.134303832630113,0.6261998902139007,Inf,6.99507988989888,9.459062638739562,"2015-12-10","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-12-06",7.923116312557109,0.6120820733814263,Inf,6.809863704496547,9.218359548203258,"2016-12-06","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-12-05",8.433979357922581,0.6677876732395458,Inf,7.221640923192336,9.849840024782095,"2017-12-05","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-12-11",8.966319977685638,0.6683208583997451,Inf,7.74762137163995,10.37671952278526,"2018-12-11","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-01-21",11.270204667477735,0.7530439399952531,Inf,9.886825462801774,12.847148331355504,"2021-01-21","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-02-27",13.036734592805319,0.8287284462532346,Inf,11.50956836868156,14.76653540767973,"2025-02-27","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-12-10",8.938558963067772,0.6544144675584235,Inf,7.743706702039825,10.31777666827086,"2025-12-10","Bloom","Rapid Head - Rapid Head Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-01-20",15.271283939830015,0.9397171895143361,Inf,13.536205400211633,17.228765837674416,"2016-01-20","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-12-06",10.22724832119928,0.7279461290873049,Inf,8.895548308437883,11.7583092797392,"2016-12-06","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-12-05",14.496013995812453,1.44612028230015,Inf,11.921553592745585,17.62642931829455,"2017-12-05","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-01-17",11.022358064131007,0.9115252481381941,Inf,9.37307263694432,12.961851678717077,"2018-01-17","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2019-01-22",12.96862670760952,0.8210374438352207,Inf,11.455256925137252,14.681929858095067,"2019-01-22","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-01-21",13.504133145278145,0.8413960537635714,Inf,11.951743747244809,15.258159467101938,"2021-01-21","Pre-bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-04-02",13.991649275903022,0.8747557083438356,Inf,12.378041200481285,15.815608163613623,"2025-04-02","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2026-01-27",14.18201439181875,0.8814968254161397,Inf,12.555403265175787,16.019360586180117,"2026-01-27","Bloom","Sponge Gardens - Sponge Gardens Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2016-04-19",9.523780603567053,0.7467705115113727,Inf,8.167059079282028,11.105882313863919,"2016-04-19","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-06-02",11.059774884864117,0.837131688240958,Inf,9.534929996233382,12.82847598799268,"2017-06-02","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-06-26",10.333256095971944,0.803989275554145,Inf,8.871735995638328,12.035545421711879,"2018-06-26","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2019-06-06",11.396062640223574,0.8407656916655325,Inf,9.861792323589006,13.169030480316968,"2019-06-06","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-05-20",8.966723884641043,0.732487092922049,Inf,7.640109401009192,10.52368925669726,"2021-05-20","Pre-bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-04-09",7.333693203962051,0.7475087419809703,Inf,6.005669930423829,8.955379938111856,"2025-04-09","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-12-02",6.80237896255272,0.6052916847714953,Inf,5.713719380148002,8.098465547844464,"2025-12-02","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2026-03-01",12.061606175168096,0.8731285127371292,Inf,10.466161981843545,13.900257207678665,"2026-03-01","Bloom","The Pages - The Pages Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-11-28",6.416523634401866,1.3536985662033663,Inf,4.243470640819939,9.702382562703999,"2017-11-28","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-11-27",6.386746586676004,1.7114643688088056,Inf,3.7773058914185627,10.798842650018676,"2018-11-27","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2021-11-23",7.9414764073810575,1.7461877999722317,Inf,5.16104140481237,12.219829794464275,"2021-11-23","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-10-30",8.560614054663846,1.7012127031615034,Inf,5.7989508295319965,12.637477907158347,"2025-10-30","Bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2026-01-23",8.976177250425462,1.7787128997912212,Inf,6.0872049955875305,13.236248506409781,"2026-01-23","Bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-04-12",6.721222442746919,1.0356910356252453,Inf,4.96917578270234,9.091010883965518,"2017-04-12","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2017-11-23",7.45892059324475,1.119793184654782,Inf,5.557593245902298,10.010717581275234,"2017-11-23","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-04-24",6.393354336642834,0.998058599566348,Inf,4.708133402463737,8.681780268265149,"2018-04-24","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2018-11-29",7.049105664051429,1.0731623879945218,Inf,5.230537350735073,9.499959054107276,"2018-11-29","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2019-10-22",6.147440177848709,0.969714590506706,Inf,4.512563992904773,8.374622675633724,"2019-10-22","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2020-10-28",9.180218393930485,1.3137012395129257,Inf,6.9349759723648114,12.15237227873503,"2020-10-28","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2025-10-24",4.098314785907624,0.7279486520903408,Inf,2.8934344822220206,5.804929811816708,"2025-10-24","Bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"richness"
"2014-09-03",0.5788814035085061,0.32317613600743983,Inf,0.19381322539440024,1.7290031608836731,"2014-09-03","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2015-12-10",0.15821198754073926,0.11010477396987281,Inf,0.04044464733998742,0.6188960628380354,"2015-12-10","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2016-02-12",0.44348192425191624,0.26743992096575364,Inf,0.1360073535266914,1.4460704663265482,"2016-02-12","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2016-11-19",0.8693656503270851,0.5088291854339131,Inf,0.2760606607664911,2.7377918746921144,"2016-11-19","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2020-11-26",0.38638491935580466,0.26809952946987287,Inf,0.09917449113498526,1.5053599388011003,"2020-11-26","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2021-11-22",0.43468379169285054,0.3266738572077091,Inf,0.09965013401167126,1.8961339152674215,"2021-11-22","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-02-06",0.5740806402245924,0.3098986783277456,Inf,0.19928726965715138,1.6537362474164006,"2025-02-06","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2026-02-21",0.25750293837710686,0.14747891663626114,Inf,0.0838061673124324,0.7912038624275274,"2026-02-21","Bloom","Aldinga - Aldinga Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-04-05",0.6236095722834416,0.1613742937740627,Inf,0.37552898774508536,1.03557624400362,"2017-04-05","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2018-03-28",0.5270462731389789,0.15023129010141079,Inf,0.3014525734868096,0.9214642648981786,"2018-03-28","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2026-03-24",0.2635231381187865,0.11023962850701295,Inf,0.11607418177461191,0.5982764061935618,"2026-03-24","Bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2021-10-11",0.33333341143947476,0.11785113427588671,Inf,0.1666992767058136,0.666536564390523,"2021-10-11","Pre-bloom","Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2022-05-10",0.12499998780124134,0.07216877412676069,Inf,0.0403151748210896,0.3875711073969289,"2022-05-10","Pre-bloom","Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2024-03-25",0.17391301830622435,0.08695650822867215,Inf,0.06527266208697753,0.4633752779391453,"2024-03-25","Pre-bloom","Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2024-11-14",0.5416666406499051,0.15023128722268037,Inf,0.3145221761819398,0.9328523449590737,"2024-11-14","Pre-bloom","Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-11-11",0.31818178683623866,0.12026140736440753,Inf,0.1516880556165655,0.6674200487493458,"2025-11-11","Bloom","Boston Bay","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-01-12",0.7312470322826761,0.1767766806565398,Inf,0.45529073054997404,1.174463230508332,"2017-01-12","Pre-bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics","overall","sharks_rays"
"2015-12-10",0.11468373801514173,0.0918696479609946,Inf,0.02385779051443421,0.5512815512890159,"2015-12-10","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2016-12-06",0.1718407695729596,0.0969595397167026,Inf,0.05686482875096801,0.5192884729636036,"2016-12-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-12-05",0.25776114192156335,0.13214175350278334,Inf,0.09437290228401211,0.7040241920795965,"2017-12-05","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2018-12-11",0.4202977023507997,0.19947937789575987,Inf,0.16579232924865592,1.0654905410998896,"2018-12-11","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2020-12-04",0.25776114192156396,0.1321417535027794,Inf,0.09437290228401539,0.7040241920795752,"2020-12-04","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-02-06",0.501795719577192,0.2874224715546559,Inf,0.1632935700815832,1.5420015868364598,"2025-02-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-02-20",0.3763035154578004,0.18047143636593654,Inf,0.14699767031859562,0.9633100676969414,"2025-02-20","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-12-17",0.14320033686509057,0.08492409593302462,Inf,0.04478618804107775,0.4578718880800275,"2025-12-17","Bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2015-11-15",0.6276363977518153,0.19647820547083825,Inf,0.33981617481425563,1.1592368962371986,"2015-11-15","Pre-bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-12-04",0.7716976323288166,0.22245241085686546,Inf,0.438608118234667,1.357743304293524,"2025-12-04","Bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2026-02-16",0.2500000451474336,0.13501543601262436,Inf,0.08674386725313027,0.7205122915644904,"2026-02-16","Bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics","overall","sharks_rays"
"2016-01-19",0.6666669103382173,0.3333333664734403,Inf,0.25021206164178533,1.7762723604275783,"2016-01-19","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-02-25",0.7499998534109812,0.2499999547351601,Inf,0.3902359957786925,1.4414348911972068,"2017-02-25","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2019-02-16",0.3636371621665841,0.18181836629909437,Inf,0.1364796785775543,0.9688767374508873,"2019-02-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2020-04-10",0.7499998534011977,0.2499999547335411,Inf,0.3902359957719273,1.4414348911845896,"2020-04-10","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2022-03-16",0.7499998534170221,0.2499999547361778,Inf,0.3902359957828514,1.4414348912050654,"2022-03-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-11-10",0.9166659901139889,0.2763852741699985,Inf,0.5076496878220943,1.6552291030387363,"2025-11-10","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2026-04-08",1.2500010565241892,0.32274872168488755,Inf,0.7535831825019988,2.0734308800839583,"2026-04-08","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2020-10-13",0.4277437780718245,0.17631282035832815,Inf,0.190688596879825,0.9594949182748749,"2020-10-13","Pre-bloom","Glenelg","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2021-10-25",0.8613287213846347,0.24657535171602793,Inf,0.4914651388994918,1.5095417915975744,"2021-10-25","Pre-bloom","Glenelg","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2022-12-02",0.4349698149440037,0.16711183649772593,Inf,0.2048492914307841,0.9235996795055972,"2022-12-02","Pre-bloom","Glenelg","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2023-11-23",0.4971073612485329,0.17905971462307155,Inf,0.24538306394779247,1.0070610604978654,"2023-11-23","Pre-bloom","Glenelg","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2026-03-20",0.10545901701697805,0.07480435703125982,Inf,0.026260808441053177,0.42350578410986806,"2026-03-20","Bloom","Glenelg","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2014-09-03",1.3333333315763818,0.4714044818720204,Inf,0.6667968949606843,2.66614584820074,"2014-09-03","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
