"start_date_fct","response","SE","df","asymp.LCL","asymp.UCL","start_date_date","Period","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"2015-01-07",1.0434782594960648,0.2129990904206292,Inf,0.6994112793472009,1.5568048588767647,"2015-01-07","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2016-01-10",1.6666666639275487,0.28171806171430686,Inf,1.1966563214003496,2.3212828269663737,"2016-01-10","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2016-03-11",2.166666661613894,0.6009251633324599,Inf,1.2580887770385014,3.7314095064099218,"2016-03-11","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2026-01-26",0.45833333404536164,0.13819268824260605,Inf,0.25382508705531154,0.8276149829561978,"2026-01-26","Bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2015-04-28",0.16666664829473218,0.1666666436047421,Inf,0.023477247722448462,1.1831783683587163,"2015-04-28","Pre-bloom","O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2015-10-09",0.9999998745592086,0.40824823118008025,Inf,0.44926064629129236,2.225878801923931,"2015-10-09","Pre-bloom","O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2021-10-12",0.545454400908208,0.22268083769910493,Inf,0.24505121384863407,1.2141156079067936,"2021-10-12","Pre-bloom","O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2022-12-01",0.4166667338410816,0.18633899765055076,Inf,0.17342830838089926,1.0010543763622137,"2022-12-01","Pre-bloom","O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2024-12-19",0.33333341622454027,0.16666667352115533,Inf,0.12510600902716373,0.8881361274005433,"2024-12-19","Pre-bloom","O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-02-04",1.199999804498425,0.48989786801717744,Inf,0.5391127474545765,2.6710545012990754,"2025-02-04","Pre-bloom","O'Sullivan","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2014-09-03",0.45643550195103255,0.16666666172165473,Inf,0.22313340565247686,0.9336717952746333,"2014-09-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2016-03-11",1.5811388227227254,0.322748613451087,Inf,1.0597885263936075,2.358961164854602,"2016-03-11","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-02-03",1.0833333368392286,0.3004625817363041,Inf,0.6290443938462291,1.8657047581829471,"2017-02-03","Pre-bloom","Orcades Bank - Orcades Bank Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics","overall","sharks_rays"
"2017-02-03",0.5137011669305221,0.1909406380623829,Inf,0.24792618326017035,1.064384912620781,"2017-02-03","Pre-bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-11-14",0.25000000000345723,0.10206206412708943,Inf,0.11231518136218048,0.5564697420572748,"2025-11-14","Bloom","Port Gibbon - Port Gibbon Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2015-12-10",0.19179293586591553,0.09734270387776339,Inf,0.07092727189608439,0.5186232215720947,"2015-12-10","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2016-12-06",0.1835444614020725,0.09269743770784292,Inf,0.06821027393344298,0.4938928898636138,"2016-12-06","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2018-12-11",0.10906098179967419,0.07096945478086236,Inf,0.030462493217089652,0.3904571325250584,"2018-12-11","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-02-27",0.537548125059515,0.1949236317287881,Inf,0.264093629144035,1.094149781997975,"2025-02-27","Pre-bloom","Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-12-10",0.10596960733783875,0.06881757283169845,Inf,0.029675888779329848,0.3784067854829492,"2025-12-10","Bloom","Rapid Head - Rapid Head Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2016-04-19",0.4930065778482246,0.14433754838828336,Inf,0.2777451066749688,0.8751026749358835,"2016-04-19","Pre-bloom","The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-06-02",1.2154310655934886,0.23028307226840863,Inf,0.8384099693541034,1.7619932123991666,"2017-06-02","Pre-bloom","The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2018-06-26",0.6741998300560297,0.17943512396986933,Inf,0.40017074758841353,1.1358786557659422,"2018-06-26","Pre-bloom","The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2019-06-06",0.7637626248453248,0.18633898031050836,Inf,0.4734635088979447,1.2320555568652243,"2019-06-06","Pre-bloom","The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2021-05-20",0.5222330072967959,0.15075566545249883,Inf,0.2965812062555784,0.919570452064427,"2021-05-20","Pre-bloom","The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2025-04-09",1.605654120532554,0.3186886982622429,Inf,1.0881940019816227,2.3691778764525013,"2025-04-09","Bloom","The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2026-03-01",0.45643547860391204,0.13819268998653295,Inf,0.2521537057559676,0.8262156826281413,"2026-03-01","Bloom","The Pages - The Pages Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-11-28",0.1473248591081362,0.09507155291719957,Inf,0.04158908616353273,0.5218824483396272,"2017-11-28","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2018-11-27",0.2608014172414667,0.29052386510335215,Inf,0.029383296697863763,2.3148314477627228,"2018-11-27","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2021-11-23",1.0627217428744011,0.6854793371502542,Inf,0.30017567607088647,3.762388470514521,"2021-11-23","Pre-bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2026-01-23",0.3901438692725612,0.1620064018009963,Inf,0.17288813062773348,0.8804088411292507,"2026-01-23","Bloom","Victor Harbor - Encounter Bay Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-04-12",0.75461135429878,0.3155410101188673,Inf,0.33250111276824296,1.7125906475794075,"2017-04-12","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2017-11-23",1.0564642014093724,0.404058075634544,Inf,0.49923152923885766,2.2356693107128174,"2017-11-23","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2018-04-24",0.6036898845389921,0.2698767912061873,Inf,0.2513553636397309,1.4499053110203677,"2018-04-24","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2018-11-29",0.9055381206983346,0.3601522134449833,Inf,0.4153032821283106,1.974458963665324,"2018-11-29","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2019-10-22",0.7546064675474571,0.31553953979827914,Inf,0.33249846462607435,1.7125821062206399,"2019-10-22","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2020-10-28",0.6791486182233337,0.29287067199780814,Inf,0.29167513565729575,1.5813581250086457,"2020-10-28","Pre-bloom","Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shark and ray richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"sharks_rays"
"2014-09-03",4.694469735663456,1.3367737715515706,Inf,2.6865977119386386,8.20295722025221,"2014-09-03","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-12-10",2.977901107906627,0.8702587406350824,Inf,1.6794072065626824,5.280372130009988,"2015-12-10","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-02-12",6.580410578150844,1.8598065521287317,Inf,3.781636888449156,11.45054500322413,"2016-02-12","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-11-19",3.8467987541779207,1.1135944900901535,Inf,2.1811649656777177,6.784383981954756,"2016-11-19","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2019-12-07",6.743616230657046,1.8939404635210033,Inf,3.888959481173438,11.693708840766657,"2019-12-07","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2020-11-26",4.58835534645733,1.3127425245841169,Inf,2.618940759366592,8.03874799766581,"2020-11-26","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-11-22",4.727388456808178,1.3900440422399811,Inf,2.6566448194449888,8.412190240105966,"2021-11-22","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-02-06",2.937862587416565,0.844428953383085,Inf,1.6725182949141462,5.160503540551708,"2025-02-06","Pre-bloom","Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-02-21",2.4172227617150552,0.688574653907928,Inf,1.3830624531353672,4.224658016351687,"2026-02-21","Bloom","Aldinga - Aldinga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-05-24",0.522597166485074,0.16927210203679824,Inf,0.27698623061705846,0.9859977436777632,"2016-05-24","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-04-05",0.30000593761513966,0.12712559467816828,Inf,0.13074908183679732,0.6883686014459565,"2017-04-05","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-03-28",0.1603591848996174,0.09230708145998205,Inf,0.05189424802470402,0.49552829379911495,"2018-03-28","Pre-bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-03-24",0.1792881048999468,0.10123729439075582,Inf,0.05928021461618303,0.5422420409024499,"2026-03-24","Bloom","Bay of Shoals - Bay of Shoals Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-10-11",0.20833333102515544,0.09316949088001986,Inf,0.08671413263563994,0.5005271401192362,"2021-10-11","Pre-bloom","Boston Bay","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2024-03-25",0.7391304298823528,0.1792654473208637,Inf,0.45948823896030994,1.188961427204803,"2024-03-25","Pre-bloom","Boston Bay","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2024-11-14",0.4166666611146628,0.13176155764139957,Inf,0.2241894698757448,0.774394562691387,"2024-11-14","Pre-bloom","Boston Bay","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-11-11",0.2727272708941717,0.11134043335112408,Inf,0.12252565112270433,0.6070578985529674,"2025-11-11","Bloom","Boston Bay","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-01-12",2.8282288629453456,0.3510334841115362,Inf,2.2175085617066044,3.6071466145957745,"2017-01-12","Pre-bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-03-10",1.969326244476448,0.2928618542775733,Inf,1.471411140264883,2.6357322919857396,"2026-03-10","Bloom","Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-12-10",5.219922226630457,0.6467543786377983,Inf,4.094484018587032,6.65470616770744,"2015-12-10","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-12-06",4.221053443119641,0.5238392667493794,Inf,3.3096755496685266,5.383395412114226,"2016-12-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-12-05",6.516001580510486,0.7132493662535064,Inf,5.257843277445855,8.075226734000422,"2017-12-05","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2018-12-11",6.761755245805624,0.7400906589498188,Inf,5.456238612712457,8.37964342278837,"2018-12-11","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2020-12-04",6.9258129164301545,0.7462416838697874,Inf,5.6073232273779166,8.55432843949339,"2020-12-04","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-02-06",9.811306195941732,2.1339325490260386,Inf,6.406086480460937,15.026604708526866,"2025-02-06","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-02-20",9.86274029176148,0.9893214383219018,Inf,8.102414130114179,12.005513974063499,"2025-02-20","Pre-bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-12-17",6.311095924959605,0.6966819062766108,Inf,5.083240284126468,7.83553984225759,"2025-12-17","Bloom","Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-11-15",6.931321462963904,0.944740765767508,Inf,5.306364369369147,9.053885839478403,"2015-11-15","Pre-bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-12-04",5.324510017552161,0.7727598524949055,Inf,4.006291781764978,7.076470829222402,"2025-12-04","Bloom","Chinamans Hat - Chinamans Hat Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-01-12",1.1143656834033517e-5,0.10825315061987226,Inf,2.220446049250313e-16,NA,"2017-01-12","Pre-bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-02-16",0.5590169943785603,0.16925078255614628,Inf,0.3088239490653614,1.0119033868642744,"2026-02-16","Bloom","Cuttlefish Coast - Fairway Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-01-19",7.166664933797673,1.0929061975114323,Inf,5.315083319137429,9.663270204701224,"2016-01-19","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2019-02-16",6.000000746395626,0.7385489302676759,Inf,4.7138488484899375,7.6370732524188885,"2019-02-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2020-04-10",5.0000027385089805,0.6454973473464374,Inf,3.882224399249225,6.439614204148531,"2020-04-10","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2022-03-16",10.08333389984263,0.9166666160281239,Inf,8.437663449434853,12.049973685846123,"2022-03-16","Pre-bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-11-10",15.583329596249111,1.1395659626595431,Inf,13.502501446242182,17.984827646355647,"2025-11-10","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-04-08",15.24999947156905,1.1273123247317858,Inf,13.1931106276789,17.627570210390306,"2026-04-08","Bloom","Dangerous Reef - Dangerous Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2020-10-13",0.8516689389896924,0.5927129184373701,Inf,0.21771240272430645,3.331642903956835,"2020-10-13","Pre-bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-10-25",0.7317850325552411,0.5087702433132638,Inf,0.1873223030984833,2.8587590746753477,"2021-10-25","Pre-bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2022-12-02",0.5615022975453756,0.39528333262492243,Inf,0.1412951666963715,2.231391473044861,"2022-12-02","Pre-bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2023-11-23",1.0569442715552462,0.7230663307829426,Inf,0.2765263062062818,4.039873126356729,"2023-11-23","Pre-bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-10-21",0.1092004303965456,0.09558912246001587,Inf,0.019639072861023798,0.6071943458419021,"2025-10-21","Bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-03-20",0.43794554658806484,0.31157193647613357,Inf,0.10860288753997423,1.766033170211272,"2026-03-20","Bloom","Glenelg","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-01-07",1.3071165385762153,0.2969017273657773,Inf,0.8374719258231298,2.0401324423384977,"2015-01-07","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-01-10",1.2379762347018173,0.29528449612678986,Inf,0.7756790505204149,1.9757980528908887,"2016-01-10","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-03-11",1.2764080452284112,0.5581930711020666,Inf,0.5416838306458718,3.0076908442720756,"2016-03-11","Pre-bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-01-26",0.4412916939748173,0.1455477193587467,Inf,0.23119622468827122,0.8423076952650735,"2026-01-26","Bloom","Middle/Long Spit - Middle Spit Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-04-28",3.623750219647269,3.3078479151831526,Inf,0.6055648343507974,21.684822019877473,"2015-04-28","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2015-10-09",3.4661940200171872,3.1677767794898353,Inf,0.578008679421807,20.786021753896918,"2015-10-09","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2021-10-12",0.7485127754709326,0.5759107835072316,Inf,0.16568340162360132,3.381578175923864,"2021-10-12","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2022-12-01",0.7268059732701782,0.5537782798650454,Inf,0.16325217541756623,3.2357726408855596,"2022-12-01","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2023-12-01",0.8415637389267941,0.6372403019349184,Inf,0.19078704115761053,3.712146917207924,"2023-12-01","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2024-12-19",0.6502989973266863,0.498120397505041,Inf,0.14491188449807635,2.91824778477508,"2024-12-19","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-02-04",0.7600068632647731,0.5774712741532871,Inf,0.17141718356611407,3.3696180289112054,"2025-02-04","Pre-bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-11-13",0.4032163842083801,0.3062622796256756,Inf,0.09099333217301298,1.786762267205985,"2025-11-13","Bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2026-03-06",0.33139912081829925,0.25377640182807015,Inf,0.07387958411371356,1.4865456891324853,"2026-03-06","Bloom","O'Sullivan","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2014-09-03",0.667438342625804,0.3251400324909531,Inf,0.25689259172462947,1.7340863674441667,"2014-09-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-03-11",1.8924076366863513e-5,0.11560399463570042,Inf,2.220446049250313e-16,NA,"2016-03-11","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2016-11-03",0.5632018989356672,0.3162322716091164,Inf,0.18737985539076016,1.6927987178945312,"2016-11-03","Pre-bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2025-10-13",0.1933461664955014,0.1380360144406968,Inf,0.047712870952444086,0.7834938320053285,"2025-10-13","Bloom","Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"2017-02-03",7.499999976992593,0.7905693479487735,Inf,6.100097107242981,9.221164625084441,"2017-02-03","Pre-bloom","Orcades Bank - Orcades Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics","overall","reef_associated_richness"
