"Period","response","SE","df","asymp.LCL","asymp.UCL","reporting_name","metric","model_family","family_code","model_link","family_selection_reason","1","metric_id"
"Bloom",0.20280618212846435,0.15017943136955375,Inf,0.047507299721884555,0.865769002875507,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",7.499999976992593,0.7905693479487735,Inf,6.100097107242981,9.221164625084441,"Orcades Bank - Orcades Bank Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics","overall","reef_associated_richness"
"Pre-bloom",2.1650635094608233,0.300462581553591,Inf,1.6494639542560232,2.8418323346223553,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",1.1547005383784454,0.2204792576585867,Inf,0.7942192377986238,1.6787975786473475,"Port Gibbon - Port Gibbon Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",5.115994058558963,1.1811681864380361,Inf,3.2539187355897505,8.043653617079915,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",4.259564697836998,2.537636007987438,Inf,1.3251402084840347,13.692054092763417,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",6.6214819387067685,0.6101000389331875,Inf,5.527463884909062,7.932032479546681,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",6.2538253315582475,1.1332957654151956,Inf,4.384237382624002,8.920669175589158,"Rapid Head - Rapid Head Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",10.711742533872137,0.6504629083085751,Inf,9.509802995928835,12.065594645976,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",10.477535723092982,0.9315933462817463,Inf,8.80188976584326,12.472180150982874,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",6.400112361951158,1.5105012317666104,Inf,4.029898405020837,10.164384837733458,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",4.66338195318409,1.1607975099013879,Inf,2.863004320231097,7.595912827518077,"The Pages - The Pages Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",2.955641817805716,2.5940184991724164,Inf,0.5291696458391969,16.508540548103362,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",3.4822643760157117,3.0543235285361714,Inf,0.6241165068193635,19.429329383171943,"Victor Harbor - Encounter Bay Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",0.4027777777756472,0.07479394964348753,Inf,0.2798990057272509,0.5796016954342972,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Bloom",0.7500000000044944,0.24999998039385848,Inf,0.3902360957187021,1.4414350855237499,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Reef associated species richness","Poisson (log link)","poisson","log","Poisson with a log link was specified for species-richness count metrics",NA,"reef_associated_richness"
"Pre-bloom",1.4780019277191054,0.09503132375156491,Inf,1.303002233731392,1.67650495278561,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",1.333327670516983,0.1893939385737817,Inf,1.0093157934266748,1.7613542644870899,"Aldinga - Aldinga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.1068201418728492,0.1231027339469303,Inf,0.8900301689609954,1.376414945445653,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",1.1579580640612421,0.2222194628213932,Inf,0.7949537852844593,1.6867230560386046,"Bay of Shoals - Bay of Shoals Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.1228710969698776,0.26662953330514416,Inf,0.7050326386852047,1.7883420301812412,"Boston Bay","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",1.4401552709392342,0.46273679545497665,Inf,0.7672015149195718,2.703392999206327,"Boston Bay","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.9234288707667457,0.06766522175767802,Inf,1.7952763320210754,2.060729345623439,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",1.8028362359268821,0.06528634539414593,Inf,1.6793128270898414,1.935445523395103,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.767623049826113,0.054469948198561165,Inf,1.664023941478079,1.8776720505001998,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",1.7788931141629982,0.1324896761121709,Inf,1.5372816936542897,2.0584781076097083,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.9947291503012297,0.09617746581360605,Inf,1.814857661818856,2.1924277957279332,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",1.863904846946313,0.0968513551752718,Inf,1.6834258809001197,2.0637328425842854,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",0.4834219058705256,0.07148737320803028,Inf,0.3617866233928852,0.6459518510768885,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",0.554999608803183,0.06947502519876025,Inf,0.43424917367056765,0.7093267746903335,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.8674788354431395,0.07724515892531134,Inf,1.722055527507804,2.0251827801831785,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",2.3791708525956334,0.12849330808752757,Inf,2.140199597498134,2.6448252548302658,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.2601034798944735,0.2059999436686014,Inf,0.9146458757754835,1.736038856235909,"Glenelg","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",0.7097699287058268,0.14507085805368716,Inf,0.47548775130575294,1.0594875479161039,"Glenelg","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.170368465400928,0.20683948144590625,Inf,0.8277316695139046,1.6548386334055973,"O'Sullivan","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",0.8786552549732474,0.20457092937244606,Inf,0.5567233412249405,1.3867481384800904,"O'Sullivan","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",0.5189522882253541,0.11553486422259829,Inf,0.33544674713142647,0.802844206293096,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",0.1439358956697315,0.04716785798049348,Inf,0.0757233789091704,0.2735950555917263,"Offshore Ardrossan - Offshore Ardrossan Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",2.1275252973437246,0.1360757213322241,Inf,1.8768613922762911,2.411666577758227,"Orcades Bank - Orcades Bank Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics","overall","shannon_diversity"
"Pre-bloom",1.630065530200741,0.10303091012315713,Inf,1.4401359873082096,1.8450435626673654,"Port Gibbon - Port Gibbon Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",1.7384162249586845,0.10783117675558583,Inf,1.5394128129271225,1.9631452628052624,"Port Gibbon - Port Gibbon Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.415181855413621,0.18216493919335944,Inf,1.0996233328553795,1.8212960966292406,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",1.6139484324241027,0.5111594143267434,Inf,0.8675660554175549,3.0024567308255596,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.9013859430599291,0.06302463285749905,Inf,1.7817869468856122,2.029012790100987,"Rapid Head - Rapid Head Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",1.7309675163012368,0.13358915133241073,Inf,1.4879782614923922,2.0136373091129274,"Rapid Head - Rapid Head Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",2.008740364999524,0.049349527057777925,Inf,1.9143088110644533,2.107830163376166,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",2.0380577128555966,0.07083442820394784,Inf,1.9038478805022325,2.181728531711499,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.883681025798231,0.13397541754375655,Inf,1.638574847222541,2.1654514061208308,"The Pages - The Pages Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",1.382871631084788,0.11065512550788491,Inf,1.182143265573648,1.6176837476049244,"The Pages - The Pages Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.3431414969121886,0.22351298131847522,Inf,0.9693325760253323,1.8611043571080486,"Victor Harbor - Encounter Bay Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",1.4944690294551262,0.2464209532498622,Inf,1.0817663345212372,2.06462117439531,"Victor Harbor - Encounter Bay Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",1.4655550364738266,0.14280869410532987,Inf,1.2107602191439246,1.7739693879705187,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Bloom",0.42382053584113427,0.07424512492382497,Inf,0.30065471631714397,0.5974423045843424,"Windara Reef - Windara Shell fish Reef Sanctuary Zone","Shannon diversity","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"shannon_diversity"
"Pre-bloom",5.8416607202029756,1.4660781922066166,Inf,3.571994436353122,9.553486316401642,"Aldinga - Aldinga Reef Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",4.5360508795131,1.2215855173728485,Inf,2.67574222492409,7.689738342457593,"Aldinga - Aldinga Reef Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Pre-bloom",2.1286264942345867,0.4656722815497627,Inf,1.3863887817058957,3.2682396249500454,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",3.1681149603082814,0.6206843165413822,Inf,2.1579280288919724,4.6511988663879595,"Cape Elizabeth - Cape Elizabeth Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Pre-bloom",9.04498716943711,1.3831488241016126,Inf,6.7025986387274035,12.20598118803892,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",10.351230177062002,3.5074461429889014,Inf,5.328045580211558,20.11018197300492,"Carrickalinga - Carrickalinga Cliffs Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Pre-bloom",10.489234448155752,1.865457365554118,Inf,7.402218448765387,14.863657438632897,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",9.470724266441861,1.7556740854849684,Inf,6.585492197958983,13.620032555618158,"Chinamans Hat - Chinamans Hat Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Pre-bloom",0.6998541581654619,0.3055393016811569,Inf,0.2974360868632299,1.6467263534391183,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",6.2201668699389465,0.9246566149127761,Inf,4.648009252401459,8.3240961428586,"Cuttlefish Coast - Fairway Bank Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",38.8695649549226,1.9792035408264346,Inf,35.17768513167749,42.94890565224924,"Dangerous Reef - Dangerous Reef Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics","overall","large_fish"
"Pre-bloom",1.5539871671623968,1.1561972956930258,Inf,0.3615235437293232,6.67972019413888,"Glenelg","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",0.36264352006944767,0.29047125624779857,Inf,0.07545396148584786,1.7429213795888765,"Glenelg","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Pre-bloom",0.7007486930784753,0.7218041127432037,Inf,0.09306463356977915,5.276426844608018,"O'Sullivan","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",0.45820974281350024,0.4703205930081662,Inf,0.06128650254761437,3.4258141626877143,"O'Sullivan","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Pre-bloom",8.642857142872726,1.0256590179141398,Inf,6.849267820069698,10.906126253849127,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",5.00000000000376,1.3007598979634094,Inf,3.002812657459476,8.32552771413612,"Port Noarlunga - Port Noarlunga Reef Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Pre-bloom",9.177058606830538,0.9832485848816501,Inf,7.438820060160292,11.321473565982147,"Rapid Head - Rapid Head Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",6.585134004139864,1.1220055548421053,Inf,4.715556639175669,9.195942954480048,"Rapid Head - Rapid Head Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Pre-bloom",11.678094896482088,0.9285273217676359,Inf,9.992929415117882,13.647439579120878,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",15.170790847633668,1.9081363823541704,Inf,11.856231060451712,19.411977867937814,"Sponge Gardens - Sponge Gardens Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Pre-bloom",7.440853659545644,2.85149798499066,Inf,3.510942372394949,15.769641683126318,"The Pages - The Pages Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",5.022809656398239,2.0385686978338904,Inf,2.2671286704304356,11.128003969716243,"The Pages - The Pages Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics",NA,"large_fish"
"Bloom",4.663943171587312,3.2629174421057923,Inf,1.1837186479510047,18.376297395879387,"Victor Harbor - Encounter Bay Sanctuary Zone","Abundance > 200 mm","Tweedie (log link)","tweedie","log","Tweedie with a log link was specified for non-richness metrics","overall","large_fish"
